Conc1	1E-06	
Start1	480.02	
Stop1	5779.82	
Kobs	0.0160451028345501	
Error Kobs	0.000303409825786495	
Koff	0.0239410401360881	
Error Koff	0.000717833264524889	
Time1	Data1	Fit1	
1143.02	-0.00468932	-0.00135171	
1143.22	-0.00506831	-0.00135174	
1143.42	-0.0054842	-0.00135178	
1143.62	-0.00593669	-0.00135181	
1143.82	-0.00555402	-0.00135185	
1144.02	-0.00590229	-0.00135188	
1144.22	-0.00588481	-0.00135191	
1144.42	-0.00492072	-0.00135195	
1144.62	-0.00478408	-0.00135198	
1144.82	-0.00521003	-0.00135201	
1145.02	-0.00508245	-0.00135205	
1145.22	-0.00528638	-0.00135208	
1145.42	-0.00488151	-0.00135211	
1145.62	-0.00480316	-0.00135214	
1145.82	-0.00378157	-0.00135217	
1146.02	-0.0039212	-0.00135221	
1146.22	-0.00356836	-0.00135224	
1146.42	-0.00375727	-0.00135227	
1146.62	-0.00308915	-0.0013523	
1146.82	-0.00306239	-0.00135233	
1147.02	-0.00291703	-0.00135236	
1147.22	-0.00334417	-0.0013524	
1147.42	-0.00278694	-0.00135243	
1147.62	-0.00262298	-0.00135246	
1147.82	-0.00215767	-0.00135249	
1148.02	-0.00259905	-0.00135252	
1148.22	-0.00247514	-0.00135255	
1148.42	-0.0024752	-0.00135258	
1148.62	-0.00288959	-0.00135261	
1148.82	-0.0031954	-0.00135264	
1149.02	-0.00367442	-0.00135267	
1149.22	-0.00375364	-0.0013527	
1149.42	-0.0034788	-0.00135273	
1149.62	-0.0039715	-0.00135276	
1149.82	-0.00409439	-0.00135279	
1150.02	-0.00444252	-0.00135282	
1150.22	-0.00435831	-0.00135285	
1150.42	-0.00521752	-0.00135287	
1150.62	-0.00509252	-0.0013529	
1150.82	-0.00533487	-0.00135293	
1151.02	-0.00574747	-0.00135296	
1151.22	-0.00635943	-0.00135299	
1151.42	-0.00657935	-0.00135302	
1151.62	-0.00738662	-0.00135304	
1151.82	-0.00733016	-0.00135307	
1152.02	-0.00777962	-0.0013531	
1152.22	-0.00703613	-0.00135313	
1152.42	-0.00674008	-0.00135316	
1152.62	-0.00658168	-0.00135318	
1152.82	-0.00656111	-0.00135321	
1153.02	-0.00598557	-0.00135324	
1153.22	-0.00525679	-0.00135326	
1153.42	-0.00514165	-0.00135329	
1153.62	-0.00525062	-0.00135332	
1153.82	-0.00465797	-0.00135334	
1154.02	-0.00465657	-0.00135337	
1154.22	-0.00425148	-0.0013534	
1154.42	-0.00383425	-0.00135342	
1154.62	-0.00353303	-0.00135345	
1154.82	-0.0034014	-0.00135348	
1155.02	-0.00307407	-0.0013535	
1155.22	-0.00307899	-0.00135353	
1155.42	-0.0032292	-0.00135355	
1155.62	-0.00297313	-0.00135358	
1155.82	-0.00234261	-0.0013536	
1156.02	-0.00290401	-0.00135363	
1156.22	-0.002337	-0.00135365	
1156.42	-0.00308216	-0.00135368	
1156.62	-0.00375783	-0.0013537	
1156.82	-0.00425725	-0.00135373	
1157.02	-0.00447187	-0.00135375	
1157.22	-0.00516086	-0.00135378	
1157.42	-0.00589607	-0.0013538	
1157.62	-0.00644365	-0.00135383	
1157.82	-0.00653354	-0.00135385	
1158.02	-0.0066991	-0.00135387	
1158.22	-0.00620831	-0.0013539	
1158.42	-0.00601944	-0.00135392	
1158.62	-0.00570615	-0.00135395	
1158.82	-0.00492928	-0.00135397	
1159.02	-0.00448719	-0.00135399	
1159.22	-0.00469379	-0.00135402	
1159.42	-0.00438212	-0.00135404	
1159.62	-0.0038099	-0.00135406	
1159.82	-0.00372361	-0.00135409	
1160.02	-0.00394585	-0.00135411	
1160.22	-0.00356298	-0.00135413	
1160.42	-0.00367998	-0.00135415	
1160.62	-0.00334063	-0.00135418	
1160.82	-0.00385565	-0.0013542	
1161.02	-0.00382035	-0.00135422	
1161.22	-0.00401536	-0.00135424	
1161.42	-0.0041202	-0.00135427	
1161.62	-0.0038454	-0.00135429	
1161.82	-0.00362239	-0.00135431	
1162.02	-0.0037367	-0.00135433	
1162.22	-0.00394347	-0.00135435	
1162.42	-0.00425203	-0.00135437	
1162.62	-0.00462025	-0.0013544	
1162.82	-0.00440163	-0.00135442	
1163.02	-0.00443603	-0.00135444	
1163.22	-0.00463224	-0.00135446	
1163.42	-0.00406848	-0.00135448	
1163.62	-0.00348263	-0.0013545	
1163.82	-0.00287674	-0.00135452	
1164.02	-0.00232479	-0.00135454	
1164.22	-0.00169575	-0.00135456	
1164.42	-0.00133523	-0.00135459	
1164.62	-0.00137875	-0.00135461	
1164.82	-0.00152657	-0.00135463	
1165.02	-0.00080217	-0.00135465	
1165.22	-0.00033069	-0.00135467	
1165.42	-0.00039847	-0.00135469	
1165.62	-0.00009648	-0.00135471	
1165.82	-0.00021055	-0.00135473	
1166.02	-0.00017444	-0.00135475	
1166.22	-0.00026939	-0.00135477	
1166.42	-0.00121411	-0.00135479	
1166.62	-0.00123657	-0.00135481	
1166.82	-0.00063585	-0.00135483	
1167.02	-0.00074819	-0.00135484	
1167.22	-0.00137816	-0.00135486	
1167.42	-0.00142995	-0.00135488	
1167.62	-0.00185955	-0.0013549	
1167.82	-0.00181037	-0.00135492	
1168.02	-0.00248026	-0.00135494	
1168.22	-0.00317459	-0.00135496	
1168.42	-0.00403929	-0.00135498	
1168.62	-0.00480519	-0.001355	
1168.82	-0.0050608	-0.00135502	
1169.02	-0.00528727	-0.00135503	
1169.22	-0.0058132	-0.00135505	
1169.42	-0.00598277	-0.00135507	
1169.62	-0.00586308	-0.00135509	
1169.82	-0.00541672	-0.00135511	
1170.02	-0.0056327	-0.00135512	
1170.22	-0.00590843	-0.00135514	
1170.42	-0.00655662	-0.00135516	
1170.62	-0.00624407	-0.00135518	
1170.82	-0.00617537	-0.0013552	
1171.02	-0.00642379	-0.00135521	
1171.22	-0.00690877	-0.00135523	
1171.42	-0.00686087	-0.00135525	
1171.62	-0.00665277	-0.00135527	
1171.82	-0.00595554	-0.00135528	
1172.02	-0.00660341	-0.0013553	
1172.22	-0.00580264	-0.00135532	
1172.42	-0.00602153	-0.00135533	
1172.62	-0.00572811	-0.00135535	
1172.82	-0.00577628	-0.00135537	
1173.02	-0.00559768	-0.00135538	
1173.22	-0.00580974	-0.0013554	
1173.42	-0.0049547	-0.00135542	
1173.62	-0.00494937	-0.00135543	
1173.82	-0.00509946	-0.00135545	
1174.02	-0.00581739	-0.00135547	
1174.22	-0.00551043	-0.00135548	
1174.42	-0.00580868	-0.0013555	
1174.62	-0.00574695	-0.00135552	
1174.82	-0.00544197	-0.00135553	
1175.02	-0.00487525	-0.00135555	
1175.22	-0.00464754	-0.00135556	
1175.42	-0.00392424	-0.00135558	
1175.62	-0.00364043	-0.0013556	
1175.82	-0.00333123	-0.00135561	
1176.02	-0.0036806	-0.00135563	
1176.22	-0.00305049	-0.00135564	
1176.42	-0.00377807	-0.00135566	
1176.62	-0.00375523	-0.00135567	
1176.82	-0.00429044	-0.00135569	
1177.02	-0.00432291	-0.0013557	
1177.22	-0.00477322	-0.00135572	
1177.42	-0.00471554	-0.00135573	
1177.62	-0.0053802	-0.00135575	
1177.82	-0.00573725	-0.00135576	
1178.02	-0.00580295	-0.00135578	
1178.22	-0.00516266	-0.00135579	
1178.42	-0.00529628	-0.00135581	
1178.62	-0.00441302	-0.00135582	
1178.82	-0.00363457	-0.00135584	
1179.02	-0.00243113	-0.00135585	
1179.22	-0.00139224	-0.00135587	
1179.42	-0.00081833	-0.00135588	
1179.62	-0.00096971	-0.0013559	
1179.82	-0.00071715	-0.00135591	
1180.02	-0.00143589	-0.00135592	
1180.22	-0.00146018	-0.00135594	
1180.42	-0.00173512	-0.00135595	
1180.62	-0.00265718	-0.00135597	
1180.82	-0.00365509	-0.00135598	
1181.02	-0.004049	-0.00135599	
1181.22	-0.00533537	-0.00135601	
1181.42	-0.00584334	-0.00135602	
1181.62	-0.00602657	-0.00135604	
1181.82	-0.00564726	-0.00135605	
1182.02	-0.00624902	-0.00135606	
1182.22	-0.00595547	-0.00135608	
1182.42	-0.00558356	-0.00135609	
1182.62	-0.00456681	-0.0013561	
1182.82	-0.00448351	-0.00135612	
1183.02	-0.00371844	-0.00135613	
1183.22	-0.00303038	-0.00135614	
1183.42	-0.00304548	-0.00135616	
1183.62	-0.00289187	-0.00135617	
1183.82	-0.00281839	-0.00135618	
1184.02	-0.00282004	-0.00135619	
1184.22	-0.00251805	-0.00135621	
1184.42	-0.00283655	-0.00135622	
1184.62	-0.00341828	-0.00135623	
1184.82	-0.00303653	-0.00135625	
1185.02	-0.00297129	-0.00135626	
1185.22	-0.00372674	-0.00135627	
1185.42	-0.00275011	-0.00135628	
1185.62	-0.002432	-0.0013563	
1185.82	-0.00269869	-0.00135631	
1186.02	-0.00330334	-0.00135632	
1186.22	-0.00290525	-0.00135633	
1186.42	-0.00345894	-0.00135634	
1186.62	-0.00337349	-0.00135636	
1186.82	-0.00427262	-0.00135637	
1187.02	-0.00398183	-0.00135638	
1187.22	-0.00409096	-0.00135639	
1187.42	-0.00365573	-0.0013564	
1187.62	-0.00328579	-0.00135642	
1187.82	-0.00292109	-0.00135643	
1188.02	-0.00222868	-0.00135644	
1188.22	-0.00177676	-0.00135645	
1188.42	-0.00167627	-0.00135646	
1188.62	-0.00112806	-0.00135648	
1188.82	-0.00068983	-0.00135649	
1189.02	-0.0013479	-0.0013565	
1189.22	-0.00143161	-0.00135651	
1189.42	-0.00118361	-0.00135652	
1189.62	-0.00258509	-0.00135653	
1189.82	-0.00314019	-0.00135654	
1190.02	-0.00397707	-0.00135655	
1190.22	-0.00458245	-0.00135657	
1190.42	-0.00542863	-0.00135658	
1190.62	-0.00538613	-0.00135659	
1190.82	-0.00672203	-0.0013566	
1191.02	-0.00693788	-0.00135661	
1191.22	-0.00747676	-0.00135662	
1191.42	-0.00699906	-0.00135663	
1191.62	-0.00664266	-0.00135664	
1191.82	-0.00637983	-0.00135665	
1192.02	-0.00610811	-0.00135666	
1192.22	-0.00553708	-0.00135667	
1192.42	-0.00512243	-0.00135668	
1192.62	-0.00421725	-0.00135669	
1192.82	-0.00393144	-0.00135671	
1193.02	-0.00384699	-0.00135672	
1193.22	-0.0029419	-0.00135673	
1193.42	-0.00299654	-0.00135674	
1193.62	-0.00362929	-0.00135675	
1193.82	-0.00339132	-0.00135676	
1194.02	-0.00373769	-0.00135677	
1194.22	-0.00349577	-0.00135678	
1194.42	-0.00352997	-0.00135679	
1194.62	-0.00355499	-0.0013568	
1194.82	-0.00388156	-0.00135681	
1195.02	-0.00375099	-0.00135682	
1195.22	-0.00451351	-0.00135683	
1195.42	-0.00415218	-0.00135684	
1195.62	-0.00428396	-0.00135685	
1195.82	-0.00465626	-0.00135686	
1196.02	-0.00513695	-0.00135687	
1196.22	-0.00513942	-0.00135688	
1196.42	-0.00528295	-0.00135689	
1196.62	-0.00490682	-0.00135689	
1196.82	-0.00496173	-0.0013569	
1197.02	-0.00513852	-0.00135691	
1197.22	-0.00500291	-0.00135692	
1197.42	-0.00490596	-0.00135693	
1197.62	-0.00510538	-0.00135694	
1197.82	-0.00453146	-0.00135695	
1198.02	-0.00431956	-0.00135696	
1198.22	-0.00386105	-0.00135697	
1198.42	-0.00398181	-0.00135698	
1198.62	-0.00395397	-0.00135699	
1198.82	-0.00371743	-0.001357	
1199.02	-0.00372836	-0.00135701	
1199.22	-0.00345644	-0.00135701	
1199.42	-0.00298846	-0.00135702	
1199.62	-0.00363632	-0.00135703	
1199.82	-0.00365388	-0.00135704	
1200.02	-0.00413907	-0.00135705	
1200.22	-0.0040012	-0.00135706	
1200.42	-0.00377509	-0.00135707	
1200.62	-0.00320684	-0.00135708	
1200.82	-0.0035692	-0.00135708	
1201.02	-0.00370997	-0.00135709	
1201.22	-0.00354148	-0.0013571	
1201.42	-0.0038375	-0.00135711	
1201.62	-0.00388283	-0.00135712	
1201.82	-0.00353431	-0.00135713	
1202.02	-0.00432841	-0.00135714	
1202.22	-0.00401863	-0.00135714	
1202.42	-0.00463142	-0.00135715	
1202.62	-0.00496019	-0.00135716	
1202.82	-0.00480757	-0.00135717	
1203.02	-0.00476652	-0.00135718	
1203.22	-0.00475138	-0.00135719	
1203.42	-0.00503859	-0.00135719	
1203.62	-0.00479648	-0.0013572	
1203.82	-0.00426869	-0.00135721	
1204.02	-0.00451598	-0.00135722	
1204.22	-0.00381849	-0.00135723	
1204.42	-0.00363448	-0.00135723	
1204.62	-0.00391487	-0.00135724	
1204.82	-0.00446562	-0.00135725	
1205.02	-0.00411528	-0.00135726	
1205.22	-0.00420058	-0.00135726	
1205.42	-0.00437334	-0.00135727	
1205.62	-0.00346106	-0.00135728	
1205.82	-0.00337258	-0.00135729	
1206.02	-0.00325739	-0.0013573	
1206.22	-0.00280148	-0.0013573	
1206.42	-0.00339244	-0.00135731	
1206.62	-0.00379251	-0.00135732	
1206.82	-0.00372768	-0.00135733	
1207.02	-0.00442327	-0.00135733	
1207.22	-0.00460169	-0.00135734	
1207.42	-0.00423601	-0.00135735	
1207.62	-0.00460409	-0.00135735	
1207.82	-0.00456591	-0.00135736	
1208.02	-0.00509621	-0.00135737	
1208.22	-0.00528001	-0.00135738	
1208.42	-0.00570684	-0.00135738	
1208.62	-0.00580181	-0.00135739	
1208.82	-0.0062475	-0.0013574	
1209.02	-0.00636877	-0.00135741	
1209.22	-0.00669607	-0.00135741	
1209.42	-0.00737585	-0.00135742	
1209.62	-0.0072499	-0.00135743	
1209.82	-0.00754067	-0.00135743	
1210.02	-0.00772489	-0.00135744	
1210.22	-0.00773473	-0.00135745	
1210.42	-0.0081113	-0.00135745	
1210.62	-0.00836085	-0.00135746	
1210.82	-0.00818156	-0.00135747	
1211.02	-0.00793355	-0.00135747	
1211.22	-0.007779	-0.00135748	
1211.42	-0.00756201	-0.00135749	
1211.62	-0.00739195	-0.00135749	
1211.82	-0.00608544	-0.0013575	
1212.02	-0.00643092	-0.00135751	
1212.22	-0.00563473	-0.00135751	
1212.42	-0.00447832	-0.00135752	
1212.62	-0.00443359	-0.00135753	
1212.82	-0.00503971	-0.00135753	
1213.02	-0.00478272	-0.00135754	
1213.22	-0.00437969	-0.00135755	
1213.42	-0.00378053	-0.00135755	
1213.62	-0.00297603	-0.00135756	
1213.82	-0.00293995	-0.00135757	
1214.02	-0.00245301	-0.00135757	
1214.22	-0.00175305	-0.00135758	
1214.42	-0.00253967	-0.00135758	
1214.62	-0.00214415	-0.00135759	
1214.82	-0.0016595	-0.0013576	
1215.02	-0.00178237	-0.0013576	
1215.22	-0.00274376	-0.00135761	
1215.42	-0.00255373	-0.00135762	
1215.62	-0.00224056	-0.00135762	
1215.82	-0.00226802	-0.00135763	
1216.02	-0.00275902	-0.00135763	
1216.22	-0.0028232	-0.00135764	
1216.42	-0.00356759	-0.00135765	
1216.62	-0.00463419	-0.00135765	
1216.82	-0.00487139	-0.00135766	
1217.02	-0.00461606	-0.00135766	
1217.22	-0.00419045	-0.00135767	
1217.42	-0.00343361	-0.00135767	
1217.62	-0.00359129	-0.00135768	
1217.82	-0.00354811	-0.00135769	
1218.02	-0.00318588	-0.00135769	
1218.22	-0.00324602	-0.0013577	
1218.42	-0.00364494	-0.0013577	
1218.62	-0.00306123	-0.00135771	
1218.82	-0.00327407	-0.00135771	
1219.02	-0.00401933	-0.00135772	
1219.22	-0.00382177	-0.00135773	
1219.42	-0.00375915	-0.00135773	
1219.62	-0.0044058	-0.00135774	
1219.82	-0.00474828	-0.00135774	
1220.02	-0.00512283	-0.00135775	
1220.22	-0.00590374	-0.00135775	
1220.42	-0.00656743	-0.00135776	
1220.62	-0.00684363	-0.00135776	
1220.82	-0.00664566	-0.00135777	
1221.02	-0.00634797	-0.00135777	
1221.22	-0.00614664	-0.00135778	
1221.42	-0.00591901	-0.00135778	
1221.62	-0.0058597	-0.00135779	
1221.82	-0.00503094	-0.0013578	
1222.02	-0.00499466	-0.0013578	
1222.22	-0.00476594	-0.00135781	
1222.42	-0.00418868	-0.00135781	
1222.62	-0.00418034	-0.00135782	
1222.82	-0.0044442	-0.00135782	
1223.02	-0.00423389	-0.00135783	
1223.22	-0.00375239	-0.00135783	
1223.42	-0.00425839	-0.00135784	
1223.62	-0.00380726	-0.00135784	
1223.82	-0.00384805	-0.00135785	
1224.02	-0.00406154	-0.00135785	
1224.22	-0.00363195	-0.00135786	
1224.42	-0.00444219	-0.00135786	
1224.62	-0.00442684	-0.00135787	
1224.82	-0.00389572	-0.00135787	
1225.02	-0.00364181	-0.00135788	
1225.22	-0.00349153	-0.00135788	
1225.42	-0.0031618	-0.00135788	
1225.62	-0.00296555	-0.00135789	
1225.82	-0.00269751	-0.00135789	
1226.02	-0.0029174	-0.0013579	
1226.22	-0.00269285	-0.0013579	
1226.42	-0.00297791	-0.00135791	
1226.62	-0.0027423	-0.00135791	
1226.82	-0.00226134	-0.00135792	
1227.02	-0.00191074	-0.00135792	
1227.22	-0.00202456	-0.00135793	
1227.42	-0.0020004	-0.00135793	
1227.62	-0.00183908	-0.00135794	
1227.82	-0.00225871	-0.00135794	
1228.02	-0.00202098	-0.00135795	
1228.22	-0.00145165	-0.00135795	
1228.42	-0.00164605	-0.00135795	
1228.62	-0.00101395	-0.00135796	
1228.82	-0.00087113	-0.00135796	
1229.02	-0.00117119	-0.00135797	
1229.22	-0.00132832	-0.00135797	
1229.42	-0.0021219	-0.00135798	
1229.62	-0.00309343	-0.00135798	
1229.82	-0.00334395	-0.00135798	
1230.02	-0.00370509	-0.00135799	
1230.22	-0.00431347	-0.00135799	
1230.42	-0.00467895	-0.001358	
1230.62	-0.00407929	-0.001358	
1230.82	-0.0045412	-0.00135801	
1231.02	-0.00475347	-0.00135801	
1231.22	-0.00532914	-0.00135801	
1231.42	-0.00522772	-0.00135802	
1231.62	-0.00491834	-0.00135802	
1231.82	-0.00409657	-0.00135803	
1232.02	-0.00411088	-0.00135803	
1232.22	-0.00333831	-0.00135803	
1232.42	-0.0035264	-0.00135804	
1232.62	-0.00403282	-0.00135804	
1232.82	-0.00428679	-0.00135805	
1233.02	-0.00420264	-0.00135805	
1233.22	-0.00461813	-0.00135805	
1233.42	-0.00523578	-0.00135806	
1233.62	-0.00522403	-0.00135806	
1233.82	-0.00494773	-0.00135807	
1234.02	-0.00510283	-0.00135807	
1234.22	-0.00486568	-0.00135807	
1234.42	-0.0043955	-0.00135808	
1234.62	-0.00378533	-0.00135808	
1234.82	-0.0036942	-0.00135809	
1235.02	-0.00308313	-0.00135809	
1235.22	-0.00296217	-0.00135809	
1235.42	-0.00156136	-0.0013581	
1235.62	-0.00130793	-0.0013581	
1235.82	-0.00116163	-0.0013581	
1236.02	-0.00181255	-0.00135811	
1236.22	-0.00208827	-0.00135811	
1236.42	-0.0024643	-0.00135812	
1236.62	-0.00247444	-0.00135812	
1236.82	-0.00266328	-0.00135812	
1237.02	-0.00319355	-0.00135813	
1237.22	-0.0041816	-0.00135813	
1237.42	-0.00430315	-0.00135813	
1237.62	-0.00454357	-0.00135814	
1237.82	-0.00503619	-0.00135814	
1238.02	-0.00514206	-0.00135814	
1238.22	-0.00472899	-0.00135815	
1238.42	-0.00463307	-0.00135815	
1238.62	-0.00439764	-0.00135816	
1238.82	-0.00437674	-0.00135816	
1239.02	-0.00386486	-0.00135816	
1239.22	-0.00294196	-0.00135817	
1239.42	-0.00213123	-0.00135817	
1239.62	-0.00272661	-0.00135817	
1239.82	-0.00235751	-0.00135818	
1240.02	-0.00261249	-0.00135818	
1240.22	-0.00246978	-0.00135818	
1240.42	-0.00192285	-0.00135819	
1240.62	-0.00187577	-0.00135819	
1240.82	-0.00258078	-0.00135819	
1241.02	-0.00289048	-0.0013582	
1241.22	-0.00335238	-0.0013582	
1241.42	-0.00344297	-0.0013582	
1241.62	-0.003681	-0.00135821	
1241.82	-0.00393739	-0.00135821	
1242.02	-0.00429123	-0.00135821	
1242.22	-0.00364513	-0.00135822	
1242.42	-0.00395023	-0.00135822	
1242.62	-0.00410897	-0.00135822	
1242.82	-0.00395784	-0.00135822	
1243.02	-0.00412723	-0.00135823	
1243.22	-0.00398272	-0.00135823	
1243.42	-0.0043617	-0.00135823	
1243.62	-0.00528209	-0.00135824	
1243.82	-0.00508851	-0.00135824	
1244.02	-0.00592615	-0.00135824	
1244.22	-0.00536552	-0.00135825	
1244.42	-0.00558297	-0.00135825	
1244.62	-0.00579682	-0.00135825	
1244.82	-0.00643965	-0.00135826	
1245.02	-0.00638217	-0.00135826	
1245.22	-0.00672117	-0.00135826	
1245.42	-0.00637205	-0.00135826	
1245.62	-0.00591034	-0.00135827	
1245.82	-0.00568022	-0.00135827	
1246.02	-0.0052825	-0.00135827	
1246.22	-0.00470827	-0.00135828	
1246.42	-0.00512084	-0.00135828	
1246.62	-0.00434553	-0.00135828	
1246.82	-0.00397287	-0.00135828	
1247.02	-0.00426019	-0.00135829	
1247.22	-0.00384163	-0.00135829	
1247.42	-0.00347857	-0.00135829	
1247.62	-0.00342487	-0.0013583	
1247.82	-0.0031783	-0.0013583	
1248.02	-0.00371678	-0.0013583	
1248.22	-0.00312028	-0.0013583	
1248.42	-0.00319595	-0.00135831	
1248.62	-0.00279253	-0.00135831	
1248.82	-0.00259809	-0.00135831	
1249.02	-0.00217451	-0.00135832	
1249.22	-0.00221623	-0.00135832	
1249.42	-0.00202302	-0.00135832	
1249.62	-0.00237119	-0.00135832	
1249.82	-0.00270103	-0.00135833	
1250.02	-0.00308813	-0.00135833	
1250.22	-0.00378902	-0.00135833	
1250.42	-0.00360811	-0.00135833	
1250.62	-0.00349685	-0.00135834	
1250.82	-0.0043677	-0.00135834	
1251.02	-0.00442712	-0.00135834	
1251.22	-0.00469046	-0.00135834	
1251.42	-0.00493737	-0.00135835	
1251.62	-0.00542097	-0.00135835	
1251.82	-0.00567323	-0.00135835	
1252.02	-0.00607851	-0.00135835	
1252.22	-0.00541261	-0.00135836	
1252.42	-0.00547144	-0.00135836	
1252.62	-0.00515079	-0.00135836	
1252.82	-0.00423953	-0.00135836	
1253.02	-0.0039049	-0.00135837	
1253.22	-0.00389387	-0.00135837	
1253.42	-0.00348492	-0.00135837	
1253.62	-0.00334135	-0.00135837	
1253.82	-0.00276331	-0.00135838	
1254.02	-0.00252585	-0.00135838	
1254.22	-0.00174876	-0.00135838	
1254.42	-0.00151801	-0.00135838	
1254.62	-0.00222795	-0.00135839	
1254.82	-0.00221653	-0.00135839	
1255.02	-0.00187374	-0.00135839	
1255.22	-0.00292678	-0.00135839	
1255.42	-0.00275446	-0.0013584	
1255.62	-0.00339279	-0.0013584	
1255.82	-0.00353635	-0.0013584	
1256.02	-0.00396801	-0.0013584	
1256.22	-0.00439778	-0.00135841	
1256.42	-0.005033	-0.00135841	
1256.62	-0.00492643	-0.00135841	
1256.82	-0.00543775	-0.00135841	
1257.02	-0.00562174	-0.00135841	
1257.22	-0.00568851	-0.00135842	
1257.42	-0.00541307	-0.00135842	
1257.62	-0.00594589	-0.00135842	
1257.82	-0.00604849	-0.00135842	
1258.02	-0.00640567	-0.00135843	
1258.22	-0.00650953	-0.00135843	
1258.42	-0.0067866	-0.00135843	
1258.62	-0.00674294	-0.00135843	
1258.82	-0.00632071	-0.00135843	
1259.02	-0.0059213	-0.00135844	
1259.22	-0.00630982	-0.00135844	
1259.42	-0.00486123	-0.00135844	
1259.62	-0.00517155	-0.00135844	
1259.82	-0.00417956	-0.00135844	
1260.02	-0.00376056	-0.00135845	
1260.22	-0.00331333	-0.00135845	
1260.42	-0.00250663	-0.00135845	
1260.62	-0.00283656	-0.00135845	
1260.82	-0.00280905	-0.00135846	
1261.02	-0.001673	-0.00135846	
1261.22	-0.00187828	-0.00135846	
1261.42	-0.00229209	-0.00135846	
1261.62	-0.00303059	-0.00135846	
1261.82	-0.00307307	-0.00135847	
1262.02	-0.00339499	-0.00135847	
1262.22	-0.00381079	-0.00135847	
1262.42	-0.00407747	-0.00135847	
1262.62	-0.00472932	-0.00135847	
1262.82	-0.00543023	-0.00135848	
1263.02	-0.0055178	-0.00135848	
1263.22	-0.00620567	-0.00135848	
1263.42	-0.00608949	-0.00135848	
1263.62	-0.00669422	-0.00135848	
1263.82	-0.00619962	-0.00135848	
1264.02	-0.00650375	-0.00135849	
1264.22	-0.00610758	-0.00135849	
1264.42	-0.00607095	-0.00135849	
1264.62	-0.00610719	-0.00135849	
1264.82	-0.00536871	-0.00135849	
1265.02	-0.00503719	-0.0013585	
1265.22	-0.00471871	-0.0013585	
1265.42	-0.00442252	-0.0013585	
1265.62	-0.00444555	-0.0013585	
1265.82	-0.00361779	-0.0013585	
1266.02	-0.0030086	-0.00135851	
1266.22	-0.00297744	-0.00135851	
1266.42	-0.00350655	-0.00135851	
1266.62	-0.00351558	-0.00135851	
1266.82	-0.00415205	-0.00135851	
1267.02	-0.00403358	-0.00135851	
1267.22	-0.00409994	-0.00135852	
1267.42	-0.00418357	-0.00135852	
1267.62	-0.00455101	-0.00135852	
1267.82	-0.00478487	-0.00135852	
1268.02	-0.00505488	-0.00135852	
1268.22	-0.00492216	-0.00135852	
1268.42	-0.00484637	-0.00135853	
1268.62	-0.00377855	-0.00135853	
1268.82	-0.00375395	-0.00135853	
1269.02	-0.00345033	-0.00135853	
1269.22	-0.00275917	-0.00135853	
1269.42	-0.00264907	-0.00135853	
1269.62	-0.00278124	-0.00135854	
1269.82	-0.00198378	-0.00135854	
1270.02	-0.00176101	-0.00135854	
1270.22	-0.00245977	-0.00135854	
1270.42	-0.0033109	-0.00135854	
1270.62	-0.00388724	-0.00135854	
1270.82	-0.00459019	-0.00135855	
1271.02	-0.00419544	-0.00135855	
1271.22	-0.00438703	-0.00135855	
1271.42	-0.00517487	-0.00135855	
1271.62	-0.00541209	-0.00135855	
1271.82	-0.00546143	-0.00135855	
1272.02	-0.00562998	-0.00135856	
1272.22	-0.00546827	-0.00135856	
1272.42	-0.00465778	-0.00135856	
1272.62	-0.00381331	-0.00135856	
1272.82	-0.0031798	-0.00135856	
1273.02	-0.00226414	-0.00135856	
1273.22	-0.00166888	-0.00135856	
1273.42	-0.00039848	-0.00135857	
1273.62	-0.00014275	-0.00135857	
1273.82	0.00018406	-0.00135857	
1274.02	0.00054995	-0.00135857	
1274.22	0.00022437	-0.00135857	
1274.42	-0.00014435	-0.00135857	
1274.62	-0.00071341	-0.00135858	
1274.82	-0.00038711	-0.00135858	
1275.02	-0.0002179	-0.00135858	
1275.22	-0.00097002	-0.00135858	
1275.42	-0.0014051	-0.00135858	
1275.62	-0.00214069	-0.00135858	
1275.82	-0.00297802	-0.00135858	
1276.02	-0.00300652	-0.00135859	
1276.22	-0.00351935	-0.00135859	
1276.42	-0.00389279	-0.00135859	
1276.62	-0.00402325	-0.00135859	
1276.82	-0.00432734	-0.00135859	
1277.02	-0.00478722	-0.00135859	
1277.22	-0.00498351	-0.00135859	
1277.42	-0.00472317	-0.0013586	
1277.62	-0.00544355	-0.0013586	
1277.82	-0.0052962	-0.0013586	
1278.02	-0.00518872	-0.0013586	
1278.22	-0.00590848	-0.0013586	
1278.42	-0.00574157	-0.0013586	
1278.62	-0.00542484	-0.0013586	
1278.82	-0.00551864	-0.0013586	
1279.02	-0.00504947	-0.00135861	
1279.22	-0.00522705	-0.00135861	
1279.42	-0.00459655	-0.00135861	
1279.62	-0.00499115	-0.00135861	
1279.82	-0.00476268	-0.00135861	
1280.02	-0.00468607	-0.00135861	
1280.22	-0.00534439	-0.00135861	
1280.42	-0.00535187	-0.00135862	
1280.62	-0.00531328	-0.00135862	
1280.82	-0.00574511	-0.00135862	
1281.02	-0.0050572	-0.00135862	
1281.22	-0.00544248	-0.00135862	
1281.42	-0.00524625	-0.00135862	
1281.62	-0.00495925	-0.00135862	
1281.82	-0.00447823	-0.00135862	
