Conc1	1.111E-07	
Start1	480.02	
Stop1	5779.82	
Kobs		
Error Kobs		
Koff		
Error Koff		
Time1	Data1	Fit1	
1709.22	0.01420308		
1709.42	0.01379139		
1709.62	0.01364111		
1709.82	0.01349585		
1710.02	0.01426888		
1710.22	0.01439857		
1710.42	0.01464533		
1710.62	0.01458246		
1710.82	0.0147107		
1711.02	0.01466166		
1711.22	0.01378186		
1711.42	0.01427718		
1711.62	0.01390768		
1711.82	0.01318086		
1712.02	0.01334248		
1712.22	0.01386473		
1712.42	0.0140967		
1712.62	0.01374774		
1712.82	0.01348507		
1713.02	0.01328892		
1713.22	0.01349056		
1713.42	0.01382986		
1713.62	0.01463031		
1713.82	0.01508525		
1714.02	0.01515283		
1714.22	0.01487069		
1714.42	0.01456092		
1714.62	0.01457883		
1714.82	0.01441333		
1715.02	0.01380101		
1715.22	0.01300319		
1715.42	0.01326387		
1715.62	0.01333906		
1715.82	0.01325599		
1716.02	0.01289072		
1716.22	0.01307615		
1716.42	0.01332284		
1716.62	0.01352497		
1716.82	0.01353084		
1717.02	0.01380224		
1717.22	0.0143053		
1717.42	0.01476724		
1717.62	0.01511418		
1717.82	0.01491788		
1718.02	0.01474737		
1718.22	0.01475426		
1718.42	0.01416567		
1718.62	0.01458414		
1718.82	0.01449523		
1719.02	0.01388837		
1719.22	0.01411352		
1719.42	0.01444488		
1719.62	0.01470145		
1719.82	0.01427029		
1720.02	0.01394044		
1720.22	0.01467692		
1720.42	0.01454721		
1720.62	0.01386237		
1720.82	0.01398673		
1721.02	0.01400058		
1721.22	0.01413267		
1721.42	0.01410656		
1721.62	0.01403704		
1721.82	0.01381437		
1722.02	0.01363483		
1722.22	0.0134162		
1722.42	0.01327411		
1722.62	0.01412317		
1722.82	0.0136996		
1723.02	0.01348726		
1723.22	0.0135142		
1723.42	0.01374636		
1723.62	0.01417026		
1723.82	0.0144274		
1724.02	0.01433928		
1724.22	0.01481767		
1724.42	0.01455147		
1724.62	0.0148422		
1724.82	0.01544474		
1725.02	0.01540176		
1725.22	0.0151409		
1725.42	0.01465755		
1725.62	0.01422504		
1725.82	0.01377358		
1726.02	0.01297925		
1726.22	0.01279063		
1726.42	0.0127916		
1726.62	0.01256297		
1726.82	0.01197348		
1727.02	0.0122066		
1727.22	0.01241739		
1727.42	0.01214081		
1727.62	0.01229878		
1727.82	0.01242589		
1728.02	0.01226355		
1728.22	0.01261289		
1728.42	0.0127845		
1728.62	0.01333057		
1728.82	0.01331508		
1729.02	0.01354247		
1729.22	0.01350707		
1729.42	0.01365384		
1729.62	0.01409198		
1729.82	0.01403697		
1730.02	0.01440047		
1730.22	0.015181		
1730.42	0.0157588		
1730.62	0.01546279		
1730.82	0.01513544		
1731.02	0.0153487		
1731.22	0.01496049		
1731.42	0.01454532		
1731.62	0.01472521		
1731.82	0.01426226		
1732.02	0.01442816		
1732.22	0.0141033		
1732.42	0.01409592		
1732.62	0.01361768		
1732.82	0.01338591		
1733.02	0.01343519		
1733.22	0.01312286		
1733.42	0.01265855		
1733.62	0.01251538		
1733.82	0.0120501		
1734.02	0.01270636		
1734.22	0.01302418		
1734.42	0.01281407		
1734.62	0.01252114		
1734.82	0.01261348		
1735.02	0.01284082		
1735.22	0.01278191		
1735.42	0.01305625		
1735.62	0.01264165		
1735.82	0.0122072		
1736.02	0.01227573		
1736.22	0.01186703		
1736.42	0.01199805		
1736.62	0.01186626		
1736.82	0.01198986		
1737.02	0.0122977		
1737.22	0.01231944		
1737.42	0.0120876		
1737.62	0.01255098		
1737.82	0.01306137		
1738.02	0.01382733		
1738.22	0.01452205		
1738.42	0.01484649		
1738.62	0.0150837		
1738.82	0.01518909		
1739.02	0.01517962		
1739.22	0.01546928		
1739.42	0.01533819		
1739.62	0.01450055		
1739.82	0.01363909		
1740.02	0.01351853		
1740.22	0.0132654		
1740.42	0.01330034		
1740.62	0.01354556		
1740.82	0.01328313		
1741.02	0.01371792		
1741.22	0.0135811		
1741.42	0.01301621		
1741.62	0.01333521		
1741.82	0.01343946		
1742.02	0.01378331		
1742.22	0.01407163		
1742.42	0.01391915		
1742.62	0.01408471		
1742.82	0.01412887		
1743.02	0.01377251		
1743.22	0.01363512		
1743.42	0.01261316		
1743.62	0.01198909		
1743.82	0.01186991		
1744.02	0.01182988		
1744.22	0.01220919		
1744.42	0.01251067		
1744.62	0.01255438		
1744.82	0.01266436		
1745.02	0.01320557		
1745.22	0.01361928		
1745.42	0.01341043		
1745.62	0.01422357		
1745.82	0.01453392		
1746.02	0.0150148		
1746.22	0.01495812		
1746.42	0.0144682		
1746.62	0.01454396		
1746.82	0.01355519		
1747.02	0.01252327		
1747.22	0.01190405		
1747.42	0.01136325		
1747.62	0.01169292		
1747.82	0.01151465		
1748.02	0.01147136		
1748.22	0.01178978		
1748.42	0.01212542		
1748.62	0.01234338		
1748.82	0.01239211		
1749.02	0.0127013		
1749.22	0.01336836		
1749.42	0.01355121		
1749.62	0.01403661		
1749.82	0.01415963		
1750.02	0.01433839		
1750.22	0.01413165		
1750.42	0.01401072		
1750.62	0.01375229		
1750.82	0.01334119		
1751.02	0.0131055		
1751.22	0.01285527		
1751.42	0.01323687		
1751.62	0.01391153		
1751.82	0.01336855		
1752.02	0.01358077		
1752.22	0.01339665		
1752.42	0.01348658		
1752.62	0.01299685		
1752.82	0.01282772		
1753.02	0.01358198		
1753.22	0.01415092		
1753.42	0.01441352		
1753.62	0.01425635		
1753.82	0.01448987		
1754.02	0.01408881		
1754.22	0.0140284		
1754.42	0.0135525		
1754.62	0.0132805		
1754.82	0.0134322		
1755.02	0.01341414		
1755.22	0.01320637		
1755.42	0.01305957		
1755.62	0.01277208		
1755.82	0.01225492		
1756.02	0.01199004		
1756.22	0.01154737		
1756.42	0.01126174		
1756.62	0.01145984		
1756.82	0.01153403		
1757.02	0.0118799		
1757.22	0.01191026		
1757.42	0.01205178		
1757.62	0.01164134		
1757.82	0.01127875		
1758.02	0.01126656		
1758.22	0.01184834		
1758.42	0.01252476		
1758.62	0.01268061		
1758.82	0.01330462		
1759.02	0.01390218		
1759.22	0.014246		
1759.42	0.0144356		
1759.62	0.01506698		
1759.82	0.01500163		
1760.02	0.0154265		
1760.22	0.01590253		
1760.42	0.01645448		
1760.62	0.01669076		
1760.82	0.01663324		
1761.02	0.01724791		
1761.22	0.01696834		
1761.42	0.01616468		
1761.62	0.0153162		
1761.82	0.01500019		
1762.02	0.01501264		
1762.22	0.01471744		
1762.42	0.01418691		
1762.62	0.01263343		
1762.82	0.01225275		
1763.02	0.01166542		
1763.22	0.01122087		
1763.42	0.01010809		
1763.62	0.00984744		
1763.82	0.00957658		
1764.02	0.01034978		
1764.22	0.01053773		
1764.42	0.01097014		
1764.62	0.01113283		
1764.82	0.01165219		
1765.02	0.01223028		
1765.22	0.01199591		
1765.42	0.01171491		
1765.62	0.01221027		
1765.82	0.01250539		
1766.02	0.01227819		
1766.22	0.0122297		
1766.42	0.01200922		
1766.62	0.01158729		
1766.82	0.01180194		
1767.02	0.01160006		
1767.22	0.01154057		
1767.42	0.01129193		
1767.62	0.01166614		
1767.82	0.01151398		
1768.02	0.01179326		
1768.22	0.01167957		
1768.42	0.01161609		
1768.62	0.01139006		
1768.82	0.01125027		
1769.02	0.01157789		
1769.22	0.01198733		
1769.42	0.01183502		
1769.62	0.01226207		
1769.82	0.01220338		
1770.02	0.01228541		
1770.22	0.01254377		
1770.42	0.01257626		
1770.62	0.01288997		
1770.82	0.0129347		
1771.02	0.01249595		
1771.22	0.01259854		
1771.42	0.01296081		
1771.62	0.01276449		
1771.82	0.01252485		
1772.02	0.01265464		
1772.22	0.01238476		
1772.42	0.0122278		
1772.62	0.01210964		
1772.82	0.01231731		
1773.02	0.01277983		
1773.22	0.0127728		
1773.42	0.01268747		
1773.62	0.013024		
1773.82	0.01286524		
1774.02	0.0128661		
1774.22	0.01311216		
1774.42	0.01300685		
1774.62	0.01356043		
1774.82	0.01332599		
1775.02	0.01297728		
1775.22	0.01309146		
1775.42	0.01285734		
1775.62	0.0122965		
1775.82	0.01206488		
1776.02	0.01227401		
1776.22	0.0121939		
1776.42	0.01223566		
1776.62	0.01189055		
1776.82	0.01150623		
1777.02	0.01097273		
1777.22	0.01078708		
1777.42	0.01084407		
1777.62	0.01099563		
1777.82	0.01133233		
1778.02	0.01170659		
1778.22	0.0127008		
1778.42	0.01256671		
1778.62	0.01273026		
1778.82	0.0126248		
1779.02	0.0128302		
1779.22	0.01343319		
1779.42	0.01339517		
1779.62	0.01408007		
1779.82	0.01453316		
1780.02	0.01479253		
1780.22	0.01480991		
1780.42	0.01488383		
1780.62	0.01427345		
1780.82	0.01350848		
1781.02	0.01341632		
1781.22	0.01359381		
1781.42	0.01380839		
1781.62	0.01347319		
1781.82	0.01334088		
1782.02	0.01352282		
1782.22	0.01384846		
1782.42	0.01316056		
1782.62	0.01313971		
1782.82	0.01346219		
1783.02	0.01422876		
1783.22	0.0147438		
1783.42	0.01482933		
1783.62	0.01543591		
1783.82	0.01520923		
1784.02	0.01473126		
1784.22	0.01455724		
1784.42	0.01434064		
1784.62	0.01420473		
1784.82	0.01340613		
1785.02	0.01358245		
1785.22	0.01356249		
1785.42	0.01335285		
1785.62	0.0126097		
1785.82	0.01306216		
1786.02	0.01313981		
1786.22	0.01320294		
1786.42	0.01267842		
1786.62	0.01285843		
1786.82	0.01332247		
1787.02	0.01345853		
1787.22	0.01359112		
1787.42	0.01372871		
1787.62	0.01358141		
1787.82	0.01303837		
1788.02	0.01273211		
1788.22	0.01256538		
1788.42	0.01273785		
1788.62	0.01256406		
1788.82	0.01216444		
1789.02	0.01247114		
1789.22	0.01293519		
1789.42	0.01286913		
1789.62	0.01342909		
1789.82	0.01404304		
1790.02	0.01374295		
1790.22	0.01370567		
1790.42	0.0134166		
1790.62	0.01353713		
1790.82	0.01427932		
1791.02	0.01437055		
1791.22	0.01456903		
1791.42	0.01439436		
1791.62	0.01418247		
1791.82	0.01510568		
1792.02	0.01501584		
1792.22	0.01481705		
1792.42	0.01468111		
1792.62	0.01419836		
1792.82	0.01394865		
1793.02	0.01384658		
1793.22	0.01410152		
1793.42	0.01387337		
1793.62	0.01397301		
1793.82	0.01336347		
1794.02	0.01293119		
1794.22	0.01282006		
1794.42	0.01285288		
1794.62	0.01343718		
1794.82	0.01428955		
1795.02	0.01423484		
1795.22	0.01422889		
1795.42	0.01453225		
1795.62	0.01523008		
1795.82	0.01578366		
1796.02	0.01531966		
1796.22	0.0153584		
1796.42	0.01515792		
1796.62	0.01498169		
1796.82	0.01472775		
1797.02	0.01472214		
1797.22	0.01429727		
1797.42	0.01379625		
1797.62	0.01379101		
1797.82	0.01323317		
1798.02	0.01411756		
1798.22	0.01379484		
1798.42	0.01376406		
1798.62	0.01382164		
1798.82	0.01392997		
1799.02	0.01368423		
1799.22	0.01381838		
1799.42	0.01348906		
1799.62	0.01349062		
1799.82	0.0134909		
1800.02	0.01337349		
1800.22	0.01319681		
1800.42	0.01285458		
1800.62	0.01281409		
1800.82	0.01245868		
1801.02	0.01228521		
1801.22	0.01215671		
1801.42	0.01217049		
1801.62	0.01245739		
1801.82	0.01255387		
1802.02	0.01359581		
1802.22	0.01290937		
1802.42	0.01337826		
1802.62	0.01336652		
1802.82	0.01415938		
1803.02	0.01458997		
1803.22	0.01506638		
1803.42	0.01500424		
1803.62	0.01544297		
1803.82	0.01570812		
1804.02	0.01550042		
1804.22	0.01578063		
1804.42	0.01601572		
1804.62	0.01658321		
1804.82	0.01645047		
1805.02	0.01665233		
1805.22	0.0164135		
1805.42	0.01634092		
1805.62	0.01666412		
1805.82	0.01655614		
1806.02	0.0163552		
1806.22	0.01649952		
1806.42	0.01598891		
1806.62	0.0156251		
1806.82	0.01555867		
1807.02	0.01545335		
1807.22	0.01515962		
1807.42	0.01439805		
1807.62	0.01381296		
1807.82	0.01320745		
1808.02	0.01307609		
1808.22	0.01273813		
1808.42	0.01285288		
1808.62	0.01273977		
1808.82	0.01222418		
1809.02	0.01269682		
1809.22	0.01264447		
1809.42	0.01298196		
1809.62	0.013057		
1809.82	0.01295399		
1810.02	0.01315615		
1810.22	0.01360458		
1810.42	0.01346411		
1810.62	0.0137304		
1810.82	0.01400027		
1811.02	0.01411334		
1811.22	0.01375623		
1811.42	0.0132987		
1811.62	0.01309713		
1811.82	0.01259194		
1812.02	0.01267277		
1812.22	0.0124682		
1812.42	0.01265867		
1812.62	0.01295352		
1812.82	0.01319659		
1813.02	0.01428873		
1813.22	0.01488453		
1813.42	0.01504992		
1813.62	0.01525414		
1813.82	0.01582689		
1814.02	0.01625178		
1814.22	0.01661509		
1814.42	0.01670748		
1814.62	0.01674701		
1814.82	0.01636821		
1815.02	0.01584688		
1815.22	0.01544774		
1815.42	0.01525703		
1815.62	0.01478484		
1815.82	0.01411984		
1816.02	0.01418738		
1816.22	0.01421948		
1816.42	0.01408642		
1816.62	0.01469525		
1816.82	0.01484055		
1817.02	0.01566367		
1817.22	0.0160578		
1817.42	0.01588892		
1817.62	0.0160662		
1817.82	0.0159852		
1818.02	0.01618491		
1818.22	0.01585852		
1818.42	0.01592164		
1818.62	0.01584473		
1818.82	0.01566116		
1819.02	0.01571795		
1819.22	0.01521631		
1819.42	0.01561622		
1819.62	0.01597096		
1819.82	0.01521843		
1820.02	0.01537614		
1820.22	0.01539638		
1820.42	0.01528795		
1820.62	0.01560473		
1820.82	0.01531762		
1821.02	0.01522758		
1821.22	0.01469799		
1821.42	0.01424692		
1821.62	0.01438112		
1821.82	0.01433374		
1822.02	0.01506984		
1822.22	0.01476828		
1822.42	0.01461451		
1822.62	0.01404096		
1822.82	0.01447167		
1823.02	0.01422839		
1823.22	0.01429888		
1823.42	0.01509602		
1823.62	0.01527175		
1823.82	0.01464128		
1824.02	0.01514124		
1824.22	0.01460123		
1824.42	0.01476121		
1824.62	0.01523261		
1824.82	0.01496451		
1825.02	0.0147664		
1825.22	0.01450189		
1825.42	0.01455593		
1825.62	0.01497563		
1825.82	0.01445826		
1826.02	0.01428784		
1826.22	0.01366263		
1826.42	0.01293553		
1826.62	0.01284815		
1826.82	0.01290449		
1827.02	0.01300008		
1827.22	0.01332382		
1827.42	0.01316789		
1827.62	0.01351648		
1827.82	0.0136543		
1828.02	0.0140772		
1828.22	0.01407691		
1828.42	0.01530783		
1828.62	0.01570611		
1828.82	0.01515713		
1829.02	0.01533494		
1829.22	0.0161023		
1829.42	0.0161822		
1829.62	0.01609729		
1829.82	0.01555764		
1830.02	0.01561485		
1830.22	0.01546662		
1830.42	0.01515311		
1830.62	0.0153353		
1830.82	0.01478507		
1831.02	0.01494811		
1831.22	0.01472297		
1831.42	0.01447387		
1831.62	0.01515022		
1831.82	0.01536307		
1832.02	0.01533622		
1832.22	0.01518545		
1832.42	0.01527751		
1832.62	0.01477255		
1832.82	0.01486529		
1833.02	0.01549492		
1833.22	0.01542651		
1833.42	0.01518245		
1833.62	0.01498324		
1833.82	0.01484974		
1834.02	0.01519453		
1834.22	0.01486477		
1834.42	0.01491533		
1834.62	0.01498171		
1834.82	0.01490065		
1835.02	0.01495337		
1835.22	0.01486924		
1835.42	0.01502404		
1835.62	0.01492676		
1835.82	0.01439393		
1836.02	0.01406581		
1836.22	0.01391756		
1836.42	0.01367406		
1836.62	0.01341771		
1836.82	0.01367191		
1837.02	0.0133937		
1837.22	0.01337071		
1837.42	0.01405168		
1837.62	0.01422547		
1837.82	0.01422191		
1838.02	0.01494869		
1838.22	0.01531994		
1838.42	0.01608802		
1838.62	0.01640324		
1838.82	0.01673022		
1839.02	0.01654074		
1839.22	0.01631472		
1839.42	0.01615877		
1839.62	0.01628156		
1839.82	0.01600128		
1840.02	0.01586049		
1840.22	0.01593137		
1840.42	0.01521416		
1840.62	0.01536675		
1840.82	0.01532495		
1841.02	0.01519763		
1841.22	0.01545329		
1841.42	0.01591905		
1841.62	0.01581196		
1841.82	0.01591682		
1842.02	0.01620181		
1842.22	0.01636618		
1842.42	0.01628939		
1842.62	0.0157626		
1842.82	0.01550652		
1843.02	0.01513036		
1843.22	0.0153973		
1843.42	0.01559373		
1843.62	0.01610568		
1843.82	0.01566494		
1844.02	0.01565994		
1844.22	0.01573824		
1844.42	0.01568227		
1844.62	0.01664439		
1844.82	0.01658714		
1845.02	0.01683183		
1845.22	0.01697652		
1845.42	0.01711638		
1845.62	0.01636668		
1845.82	0.01618961		
1846.02	0.01579381		
1846.22	0.01569759		
1846.42	0.01506666		
1846.62	0.01472768		
1846.82	0.01472618		
1847.02	0.01443044		
1847.22	0.01403811		
1847.42	0.01385644		
1847.62	0.0142453		
1847.82	0.01399331		
1848.02	0.01401295		
1848.22	0.01402568		
1848.42	0.01447561		
1848.62	0.01470444		
1848.82	0.01477869		
1849.02	0.01501809		
1849.22	0.01499856		
1849.42	0.01474954		
1849.62	0.01452648		
1849.82	0.01538632		
1850.02	0.01518766		
1850.22	0.01476073		
1850.42	0.01464876		
1850.62	0.01493789		
1850.82	0.01490093		
1851.02	0.0143527		
1851.22	0.01371601		
1851.42	0.01381233		
1851.62	0.01336765		
1851.82	0.01292426		
1852.02	0.01285786		
1852.22	0.01305853		
1852.42	0.01339418		
1852.62	0.01351648		
1852.82	0.01371189		
1853.02	0.01412923		
1853.22	0.01460773		
1853.42	0.01495667		
1853.62	0.01527788		
1853.82	0.01567671		
1854.02	0.01526236		
1854.22	0.01526774		
1854.42	0.01566304		
1854.62	0.01593593		
1854.82	0.01584805		
1855.02	0.0150576		
1855.22	0.01451783		
1855.42	0.01410668		
1855.62	0.01391986		
1855.82	0.01415299		
1856.02	0.01461881		
1856.22	0.01473913		
1856.42	0.01508344		
1856.62	0.01503758		
1856.82	0.01507116		
1857.02	0.01611174		
1857.22	0.01656422		
1857.42	0.01664915		
1857.62	0.01637724		
1857.82	0.01657459		
1858.02	0.01621529		
1858.22	0.01628314		
1858.42	0.0158357		
1858.62	0.01558998		
1858.82	0.01498874		
1859.02	0.01465338		
1859.22	0.01432309		
1859.42	0.01433672		
1859.62	0.01424955		
1859.82	0.01420843		
1860.02	0.01440931		
1860.22	0.01415238		
1860.42	0.01431639		
1860.62	0.01361384		
1860.82	0.01379488		
1861.02	0.01389099		
1861.22	0.01375488		
1861.42	0.01364361		
1861.62	0.013314		
1861.82	0.01319356		
1862.02	0.01292076		
1862.22	0.01330868		
1862.42	0.0128568		
1862.62	0.01259984		
1862.82	0.01227303		
1863.02	0.01237078		
1863.22	0.01206445		
1863.42	0.01216492		
1863.62	0.01205228		
1863.82	0.01298945		
1864.02	0.01345646		
1864.22	0.01336366		
1864.42	0.01359232		
1864.62	0.01407991		
1864.82	0.01480739		
1865.02	0.01523845		
1865.22	0.01614595		
1865.42	0.01636242		
1865.62	0.01650686		
1865.82	0.0165421		
1866.02	0.01724583		
1866.22	0.01712042		
1866.42	0.0161352		
1866.62	0.01560804		
1866.82	0.01529751		
1867.02	0.01508105		
1867.22	0.01486107		
1867.42	0.01492071		
1867.62	0.01548225		
1867.82	0.01630878		
1868.02	0.01591538		
1868.22	0.01577675		
1868.42	0.01613541		
1868.62	0.01659904		
1868.82	0.01676798		
1869.02	0.01687469		
1869.22	0.0173292		
1869.42	0.01740918		
1869.62	0.01720488		
1869.82	0.01698801		
1870.02	0.01693201		
1870.22	0.01607197		
1870.42	0.01509097		
1870.62	0.01552099		
1870.82	0.01534973		
1871.02	0.01499188		
1871.22	0.01481761		
1871.42	0.01464587		
1871.62	0.01469344		
1871.82	0.01448966		
1872.02	0.01365353		
1872.22	0.01318154		
1872.42	0.01318251		
1872.62	0.01283994		
1872.82	0.01269086		
1873.02	0.01259578		
1873.22	0.01322824		
1873.42	0.01334583		
1873.62	0.01329924		
1873.82	0.01327169		
1874.02	0.0132397		
1874.22	0.01387832		
1874.42	0.01381319		
1874.62	0.01438865		
1874.82	0.01413889		
1875.02	0.01427261		
1875.22	0.01468553		
1875.42	0.01530393		
1875.62	0.01552742		
1875.82	0.01531937		
1876.02	0.01493443		
1876.22	0.01473936		
1876.42	0.01444259		
1876.62	0.01370272		
1876.82	0.01377546		
1877.02	0.01398188		
1877.22	0.01464794		
1877.42	0.01478561		
1877.62	0.01486021		
1877.82	0.01418931		
1878.02	0.0145306		
1878.22	0.01475		
1878.42	0.01386939		
1878.62	0.01375672		
1878.82	0.01380824		
1879.02	0.01446406		
1879.22	0.01463299		
1879.42	0.01475465		
1879.62	0.01455276		
1879.82	0.01464615		
1880.02	0.01428391		
1880.22	0.01375348		
1880.42	0.01321338		
1880.62	0.01319012		
1880.82	0.01393015		
1881.02	0.01415653		
1881.22	0.01442739		
1881.42	0.01488923		
1881.62	0.01558141		
1881.82	0.01542566		
1882.02	0.01626896		
1882.22	0.01612462		
1882.42	0.01541694		
1882.62	0.01523798		
1882.82	0.01534715		
1883.02	0.01527481		
1883.22	0.01516646		
1883.42	0.01489717		
1883.62	0.01451964		
1883.82	0.01426053		
1884.02	0.01329386		
1884.22	0.01281043		
1884.42	0.01281114		
1884.62	0.01316671		
1884.82	0.01343667		
1885.02	0.01341148		
1885.22	0.01396197		
1885.42	0.0145334		
1885.62	0.01507627		
1885.82	0.0148299		
1886.02	0.01465897		
1886.22	0.01416771		
1886.42	0.01430067		
1886.62	0.01464389		
1886.82	0.01449928		
1887.02	0.01450814		
1887.22	0.0150015		
1887.42	0.01496962		
1887.62	0.01513595		
1887.82	0.01554359		
1888.02	0.01565808		
1888.22	0.01594176		
1888.42	0.01612142		
1888.62	0.01607028		
1888.82	0.01572072		
1889.02	0.01571988		
1889.22	0.01496718		
1889.42	0.0148562		
1889.62	0.01478913		
1889.82	0.01382099		
1890.02	0.01318169		
1890.22	0.01341136		
1890.42	0.01390196		
1890.62	0.0138546		
1890.82	0.01350766		
1891.02	0.01410017		
1891.22	0.01508427		
1891.42	0.01537286		
1891.62	0.01515137		
1891.82	0.01502297		
1892.02	0.01515593		
1892.22	0.01502417		
1892.42	0.01465008		
1892.62	0.01417408		
1892.82	0.01405049		
1893.02	0.01424582		
1893.22	0.01387621		
1893.42	0.01454132		
1893.62	0.01442722		
1893.82	0.01436507		
1894.02	0.01438039		
1894.22	0.01479546		
1894.42	0.01493723		
1894.62	0.01493929		
1894.82	0.01430326		
1895.02	0.01450904		
1895.22	0.01502634		
1895.42	0.01437049		
1895.62	0.01442895		
1895.82	0.01484611		
1896.02	0.01483421		
1896.22	0.014715		
1896.42	0.01494753		
1896.62	0.01487547		
1896.82	0.01505543		
1897.02	0.01503182		
1897.22	0.01535335		
1897.42	0.01538369		
1897.62	0.01512268		
1897.82	0.01488808		
1898.02	0.01491953		
1898.22	0.01456698		
1898.42	0.01455972		
1898.62	0.01421963		
1898.82	0.01418417		
1899.02	0.01417755		
1899.22	0.01436569		
1899.42	0.01429168		
1899.62	0.01487645		
1899.82	0.0151089		
1900.02	0.01506772		
1900.22	0.01532497		
1900.42	0.01511602		
1900.62	0.01420897		
1900.82	0.01414905		
1901.02	0.01400844		
1901.22	0.01390776		
1901.42	0.01315871		
1901.62	0.01301811		
1901.82	0.01334495		
1902.02	0.01334069		
1902.22	0.01272377		
1902.42	0.01305568		
1902.62	0.01274062		
1902.82	0.01282289		
1903.02	0.01244681		
1903.22	0.01261522		
1903.42	0.01310474		
1903.62	0.01380701		
1903.82	0.01393048		
1904.02	0.01370152		
1904.22	0.01372808		
1904.42	0.01355401		
1904.62	0.01346087		
1904.82	0.01372009		
1905.02	0.0138997		
1905.22	0.01386697		
1905.42	0.01361976		
1905.62	0.01355284		
1905.82	0.01333409		
1906.02	0.01308267		
1906.22	0.01340622		
1906.42	0.01325564		
1906.62	0.0131438		
1906.82	0.01274004		
1907.02	0.01260874		
1907.22	0.01245001		
1907.42	0.01286928		
1907.62	0.01330264		
1907.82	0.01330453		
1908.02	0.01348188		
1908.22	0.01394915		
1908.42	0.01389517		
1908.62	0.01410422		
1908.82	0.0141505		
1909.02	0.01459018		
1909.22	0.01486575		
1909.42	0.01486336		
1909.62	0.01457427		
1909.82	0.01480504		
1910.02	0.0151842		
1910.22	0.01493701		
1910.42	0.014019		
1910.62	0.01390918		
1910.82	0.01362066		
1911.02	0.01402233		
1911.22	0.01350097		
1911.42	0.01396392		
1911.62	0.01485972		
1911.82	0.01477203		
1912.02	0.01467803		
1912.22	0.01474502		
1912.42	0.01466148		
1912.62	0.0143343		
1912.82	0.0139546		
1913.02	0.0143646		
1913.22	0.01486128		
1913.42	0.01472278		
1913.62	0.01470513		
1913.82	0.01456261		
1914.02	0.01423546		
1914.22	0.01334897		
1914.42	0.01289702		
1914.62	0.01287128		
1914.82	0.0130723		
1915.02	0.01318669		
1915.22	0.01296453		
1915.42	0.01368112		
1915.62	0.01427278		
1915.82	0.01399233		
1916.02	0.01399809		
1916.22	0.01442789		
1916.42	0.01468489		
1916.62	0.01450016		
1916.82	0.01488593		
1917.02	0.01560245		
1917.22	0.01647888		
1917.42	0.01641721		
1917.62	0.01610878		
1917.82	0.01556068		
1918.02	0.01565591		
1918.22	0.01543941		
1918.42	0.015554		
1918.62	0.01569062		
1918.82	0.01576004		
1919.02	0.01572435		
1919.22	0.01596231		
1919.42	0.01573039		
1919.62	0.01569546		
1919.82	0.01496593		
1920.02	0.01505217		
1920.22	0.01521331		
1920.42	0.0144497		
1920.62	0.01387043		
1920.82	0.01333941		
1921.02	0.01359199		
1921.22	0.01376497		
1921.42	0.01325858		
1921.62	0.01313975		
1921.82	0.01371938		
1922.02	0.01388584		
1922.22	0.01387875		
1922.42	0.01383681		
1922.62	0.01402541		
1922.82	0.01471191		
1923.02	0.01521233		
1923.22	0.01609484		
1923.42	0.01632631		
1923.62	0.01698593		
1923.82	0.01700808		
1924.02	0.01748556		
1924.22	0.01723993		
1924.42	0.0168138		
1924.62	0.01637772		
1924.82	0.01624176		
1925.02	0.01693755		
1925.22	0.01643363		
1925.42	0.0159055		
1925.62	0.01557434		
1925.82	0.0155593		
1926.02	0.01492101		
1926.22	0.01457968		
1926.42	0.01463267		
1926.62	0.01446337		
1926.82	0.01457784		
1927.02	0.01471998		
1927.22	0.01512355		
1927.42	0.01515616		
1927.62	0.0158109		
1927.82	0.01556541		
1928.02	0.01539223		
1928.22	0.01515865		
1928.42	0.014346		
1928.62	0.01391525		
1928.82	0.01404278		
1929.02	0.01407664		
1929.22	0.01375968		
1929.42	0.01351464		
1929.62	0.01373731		
1929.82	0.01440828		
1930.02	0.01480103		
1930.22	0.01469224		
1930.42	0.0143641		
1930.62	0.01437024		
1930.82	0.01487436		
1931.02	0.01546961		
1931.22	0.01531804		
1931.42	0.01612748		
1931.62	0.01698469		
1931.82	0.01692954		
1932.02	0.01667655		
1932.22	0.01639716		
1932.42	0.01615273		
1932.62	0.01653808		
1932.82	0.01658058		
1933.02	0.01670071		
1933.22	0.01672718		
1933.42	0.01697605		
1933.62	0.01705676		
1933.82	0.01732999		
1934.02	0.01679571		
1934.22	0.01670878		
1934.42	0.01608519		
1934.62	0.01604325		
1934.82	0.0157006		
1935.02	0.01553339		
1935.22	0.01532805		
1935.42	0.01567834		
1935.62	0.01550769		
1935.82	0.01508989		
1936.02	0.01423636		
1936.22	0.01388737		
1936.42	0.01363805		
1936.62	0.01332662		
1936.82	0.01332666		
1937.02	0.01315154		
1937.22	0.01328603		
1937.42	0.01357479		
1937.62	0.01282012		
1937.82	0.01293798		
1938.02	0.01301172		
1938.22	0.01334573		
1938.42	0.01290381		
1938.62	0.01325044		
1938.82	0.01395194		
1939.02	0.01424702		
1939.22	0.01474504		
1939.42	0.01495317		
1939.62	0.01496685		
1939.82	0.01453449		
1940.02	0.0143508		
1940.22	0.01476474		
1940.42	0.01506743		
1940.62	0.01506705		
1940.82	0.01550126		
1941.02	0.01575766		
1941.22	0.01575648		
