Conc1	1.111E-07	
Start1	480.02	
Stop1	5779.82	
Kobs		
Error Kobs		
Koff		
Error Koff		
Time1	Data1	Fit1	
2860.42	0.02021418		
2860.62	0.02029293		
2860.82	0.01992953		
2861.02	0.01953773		
2861.22	0.01961895		
2861.42	0.01896092		
2861.62	0.01911066		
2861.82	0.01925015		
2862.02	0.01953706		
2862.22	0.01957311		
2862.42	0.01974297		
2862.62	0.01976039		
2862.82	0.01954819		
2863.02	0.01915767		
2863.22	0.01932969		
2863.42	0.0191119		
2863.62	0.01868876		
2863.82	0.0180621		
2864.02	0.01809109		
2864.22	0.01841292		
2864.42	0.01851037		
2864.62	0.018574		
2864.82	0.01879424		
2865.02	0.01902933		
2865.22	0.01966175		
2865.42	0.02010962		
2865.62	0.02076013		
2865.82	0.02126057		
2866.02	0.02207207		
2866.22	0.02199262		
2866.42	0.02202407		
2866.62	0.02195433		
2866.82	0.02173115		
2867.02	0.02115384		
2867.22	0.02092006		
2867.42	0.02048588		
2867.62	0.01957807		
2867.82	0.01942239		
2868.02	0.01911471		
2868.22	0.01903135		
2868.42	0.01914761		
2868.62	0.01932008		
2868.82	0.01947446		
2869.02	0.02024182		
2869.22	0.020552		
2869.42	0.02047839		
2869.62	0.02087915		
2869.82	0.02121247		
2870.02	0.02194052		
2870.22	0.02191185		
2870.42	0.02166739		
2870.62	0.02181055		
2870.82	0.02167974		
2871.02	0.02132469		
2871.22	0.02150142		
2871.42	0.0212625		
2871.62	0.02095785		
2871.82	0.02116868		
2872.02	0.02113828		
2872.22	0.02162437		
2872.42	0.02199547		
2872.62	0.02115218		
2872.82	0.02125662		
2873.02	0.02128277		
2873.22	0.02078551		
2873.42	0.02062335		
2873.62	0.02099448		
2873.82	0.02104152		
2874.02	0.02094231		
2874.22	0.02078497		
2874.42	0.02048715		
2874.62	0.02070979		
2874.82	0.02075208		
2875.02	0.02091705		
2875.22	0.0213336		
2875.42	0.02139602		
2875.62	0.02134421		
2875.82	0.02159987		
2876.02	0.02189374		
2876.22	0.02158069		
2876.42	0.02201899		
2876.62	0.0217583		
2876.82	0.02174029		
2877.02	0.02166618		
2877.22	0.02136081		
2877.42	0.02121446		
2877.62	0.0211809		
2877.82	0.02131471		
2878.02	0.02095983		
2878.22	0.02067324		
2878.42	0.02091127		
2878.62	0.02133858		
2878.82	0.02097447		
2879.02	0.02044772		
2879.22	0.01966202		
2879.42	0.01923706		
2879.62	0.01880507		
2879.82	0.0186831		
2880.02	0.01832057		
2880.22	0.0185877		
2880.42	0.01946434		
2880.62	0.01951803		
2880.82	0.01946615		
2881.02	0.01972307		
2881.22	0.01964704		
2881.42	0.02010928		
2881.62	0.02092788		
2881.82	0.02126926		
2882.02	0.02129275		
2882.22	0.02131334		
2882.42	0.0216641		
2882.62	0.02208723		
2882.82	0.02164195		
2883.02	0.02111802		
2883.22	0.02045868		
2883.42	0.02052223		
2883.62	0.02050282		
2883.82	0.02022482		
2884.02	0.02015912		
2884.22	0.02061577		
2884.42	0.02089607		
2884.62	0.02102941		
2884.82	0.02048912		
2885.02	0.02068506		
2885.22	0.02056969		
2885.42	0.02076017		
2885.62	0.02073323		
2885.82	0.02091949		
2886.02	0.02142914		
2886.22	0.02130804		
2886.42	0.02116218		
2886.62	0.02212878		
2886.82	0.02178937		
2887.02	0.02134636		
2887.22	0.02129083		
2887.42	0.02129721		
2887.62	0.0212982		
2887.82	0.02093377		
2888.02	0.02067639		
2888.22	0.02115067		
2888.42	0.02126104		
2888.62	0.02075522		
2888.82	0.02028156		
2889.02	0.02033416		
2889.22	0.02005847		
2889.42	0.02037132		
2889.62	0.02032014		
2889.82	0.02072079		
2890.02	0.02145768		
2890.22	0.02160603		
2890.42	0.02235675		
2890.62	0.02260559		
2890.82	0.02210949		
2891.02	0.02216682		
2891.22	0.02228829		
2891.42	0.0219936		
2891.62	0.02190904		
2891.82	0.02181039		
2892.02	0.02209192		
2892.22	0.02270725		
2892.42	0.02174019		
2892.62	0.02127239		
2892.82	0.02084471		
2893.02	0.02019442		
2893.22	0.02021607		
2893.42	0.02016652		
2893.62	0.01969872		
2893.82	0.01996738		
2894.02	0.02054467		
2894.22	0.02093676		
2894.42	0.02093945		
2894.62	0.02048486		
2894.82	0.0205646		
2895.02	0.02066809		
2895.22	0.02054133		
2895.42	0.02082957		
2895.62	0.02108514		
2895.82	0.02160442		
2896.02	0.02155024		
2896.22	0.02157154		
2896.42	0.02075998		
2896.62	0.02093978		
2896.82	0.02099912		
2897.02	0.0207869		
2897.22	0.02088923		
2897.42	0.0204115		
2897.62	0.01986088		
2897.82	0.01998856		
2898.02	0.02042146		
2898.22	0.02100724		
2898.42	0.02113447		
2898.62	0.0207159		
2898.82	0.02067612		
2899.02	0.02053222		
2899.22	0.02015019		
2899.42	0.02023252		
2899.62	0.02067455		
2899.82	0.02096707		
2900.02	0.02084085		
2900.22	0.02158622		
2900.42	0.02196568		
2900.62	0.0219963		
2900.82	0.02215373		
2901.02	0.02236663		
2901.22	0.02253082		
2901.42	0.02246185		
2901.62	0.02243951		
2901.82	0.02281465		
2902.02	0.02331005		
2902.22	0.02287272		
2902.42	0.022351		
2902.62	0.02120299		
2902.82	0.02117058		
2903.02	0.02028972		
2903.22	0.0203382		
2903.42	0.02056112		
2903.62	0.02143011		
2903.82	0.02143109		
2904.02	0.02157089		
2904.22	0.0223581		
2904.42	0.02284014		
2904.62	0.02334437		
2904.82	0.02369617		
2905.02	0.02442351		
2905.22	0.02420923		
2905.42	0.02444641		
2905.62	0.02438631		
2905.82	0.02504553		
2906.02	0.02481156		
2906.22	0.02390632		
2906.42	0.02354194		
2906.62	0.02305823		
2906.82	0.02291303		
2907.02	0.02254834		
2907.22	0.02265407		
2907.42	0.022537		
2907.62	0.0233189		
2907.82	0.02326586		
2908.02	0.02343071		
2908.22	0.02394186		
2908.42	0.02404748		
2908.62	0.02401392		
2908.82	0.02364636		
2909.02	0.02390525		
2909.22	0.02361353		
2909.42	0.02390865		
2909.62	0.02399573		
2909.82	0.02452319		
2910.02	0.02362795		
2910.22	0.0229714		
2910.42	0.02266202		
2910.62	0.02249742		
2910.82	0.02178573		
2911.02	0.02134364		
2911.22	0.02104022		
2911.42	0.02125152		
2911.62	0.0216227		
2911.82	0.02151802		
2912.02	0.02175573		
2912.22	0.02168825		
2912.42	0.02130969		
2912.62	0.0213964		
2912.82	0.0215161		
2913.02	0.02135948		
2913.22	0.02048885		
2913.42	0.02038844		
2913.62	0.02024593		
2913.82	0.02017754		
2914.02	0.01944794		
2914.22	0.01900329		
2914.42	0.01905965		
2914.62	0.01908117		
2914.82	0.01900613		
2915.02	0.01908886		
2915.22	0.01919588		
2915.42	0.01981654		
2915.62	0.02031034		
2915.82	0.0210692		
2916.02	0.02177109		
2916.22	0.02198366		
2916.42	0.02222298		
2916.62	0.02272619		
2916.82	0.02283224		
2917.02	0.02275818		
2917.22	0.02249781		
2917.42	0.02265683		
2917.62	0.02257483		
2917.82	0.02246433		
2918.02	0.0220292		
2918.22	0.02159183		
2918.42	0.02150005		
2918.62	0.02171672		
2918.82	0.02175155		
2919.02	0.0210922		
2919.22	0.02030358		
2919.42	0.01985257		
2919.62	0.01970368		
2919.82	0.01979025		
2920.02	0.02055155		
2920.22	0.0203329		
2920.42	0.02053183		
2920.62	0.02087073		
2920.82	0.02134728		
2921.02	0.02169842		
2921.22	0.02178584		
2921.42	0.02194134		
2921.62	0.02251965		
2921.82	0.02269433		
2922.02	0.02247061		
2922.22	0.02294713		
2922.42	0.0231152		
2922.62	0.02350287		
2922.82	0.02358721		
2923.02	0.02254442		
2923.22	0.02180929		
2923.42	0.02169149		
2923.62	0.02179879		
2923.82	0.02161142		
2924.02	0.0214168		
2924.22	0.02073572		
2924.42	0.02035675		
2924.62	0.01988762		
2924.82	0.01950937		
2925.02	0.01919778		
2925.22	0.01882509		
2925.42	0.01858993		
2925.62	0.0185953		
2925.82	0.01850579		
2926.02	0.01836684		
2926.22	0.01865804		
2926.42	0.01889828		
2926.62	0.01959353		
2926.82	0.02034856		
2927.02	0.02012806		
2927.22	0.02061994		
2927.42	0.02071489		
2927.62	0.02157451		
2927.82	0.02142596		
2928.02	0.0215945		
2928.22	0.02186682		
2928.42	0.02165411		
2928.62	0.02198492		
2928.82	0.02194776		
2929.02	0.02122823		
2929.22	0.02097894		
2929.42	0.02016367		
2929.62	0.0200618		
2929.82	0.01941388		
2930.02	0.01907869		
2930.22	0.01881963		
2930.42	0.01942709		
2930.62	0.0197204		
2930.82	0.01997151		
2931.02	0.01979989		
2931.22	0.02031724		
2931.42	0.02082566		
2931.62	0.02120447		
2931.82	0.02101161		
2932.02	0.02145889		
2932.22	0.02101082		
2932.42	0.02094457		
2932.62	0.02113187		
2932.82	0.02054092		
2933.02	0.02000255		
2933.22	0.02035091		
2933.42	0.02024915		
2933.62	0.02061422		
2933.82	0.02008141		
2934.02	0.02054881		
2934.22	0.02033223		
2934.42	0.02031287		
2934.62	0.0203048		
2934.82	0.02056703		
2935.02	0.02104088		
2935.22	0.02119622		
2935.42	0.02119438		
2935.62	0.0211512		
2935.82	0.02119991		
2936.02	0.02112553		
2936.22	0.02090957		
2936.42	0.02160096		
2936.62	0.02134477		
2936.82	0.02099778		
2937.02	0.02162945		
2937.22	0.02268988		
2937.42	0.02272497		
2937.62	0.02265456		
2937.82	0.02212839		
2938.02	0.022513		
2938.22	0.02253522		
2938.42	0.02281622		
2938.62	0.02342235		
2938.82	0.02373895		
2939.02	0.0234565		
2939.22	0.02339048		
2939.42	0.02361523		
2939.62	0.02355775		
2939.82	0.02344626		
2940.02	0.02385382		
2940.22	0.0234833		
2940.42	0.02253516		
2940.62	0.02142027		
2940.82	0.02123822		
2941.02	0.02119644		
2941.22	0.02079566		
2941.42	0.01976559		
2941.62	0.01881196		
2941.82	0.01815179		
2942.02	0.01892464		
2942.22	0.01892991		
2942.42	0.01929255		
2942.62	0.01926805		
2942.82	0.01908074		
2943.02	0.01902808		
2943.22	0.0198513		
2943.42	0.02035946		
2943.62	0.02091093		
2943.82	0.02127219		
2944.02	0.02108253		
2944.22	0.02064498		
2944.42	0.02015696		
2944.62	0.02036368		
2944.82	0.02054567		
2945.02	0.02019396		
2945.22	0.0200557		
2945.42	0.01988949		
2945.62	0.01972188		
2945.82	0.01999518		
2946.02	0.02063821		
2946.22	0.0202824		
2946.42	0.02075915		
2946.62	0.02117593		
2946.82	0.02136204		
2947.02	0.02161399		
2947.22	0.02157022		
2947.42	0.02145896		
2947.62	0.02081999		
2947.82	0.02055393		
2948.02	0.02009068		
2948.22	0.02019359		
2948.42	0.02015126		
2948.62	0.02065684		
2948.82	0.02061312		
2949.02	0.02052324		
2949.22	0.02089922		
2949.42	0.02133348		
2949.62	0.02172802		
2949.82	0.02122273		
2950.02	0.0214476		
2950.22	0.02136073		
2950.42	0.02158673		
2950.62	0.02145637		
2950.82	0.02112571		
2951.02	0.02041708		
2951.22	0.0198336		
2951.42	0.01966969		
2951.62	0.01938376		
2951.82	0.01908405		
2952.02	0.01942728		
2952.22	0.01997845		
2952.42	0.02043799		
2952.62	0.02048099		
2952.82	0.02015975		
2953.02	0.02050897		
2953.22	0.02116795		
2953.42	0.02082426		
2953.62	0.02078551		
2953.82	0.02072628		
2954.02	0.02098803		
2954.22	0.02072081		
2954.42	0.02077137		
2954.62	0.02058172		
2954.82	0.02024608		
2955.02	0.02019881		
2955.22	0.02068895		
2955.42	0.02071133		
2955.62	0.02080006		
2955.82	0.02050401		
2956.02	0.02190791		
2956.22	0.0217843		
2956.42	0.02187729		
2956.62	0.02200836		
2956.82	0.02262487		
2957.02	0.0225887		
2957.22	0.02246062		
2957.42	0.02170163		
2957.62	0.0220224		
2957.82	0.02195613		
2958.02	0.02129547		
2958.22	0.02139027		
2958.42	0.02151561		
2958.62	0.02106321		
2958.82	0.02081198		
2959.02	0.02156153		
2959.22	0.02147993		
2959.42	0.02130452		
2959.62	0.02115155		
2959.82	0.02164039		
2960.02	0.02285669		
2960.22	0.02250381		
2960.42	0.02238015		
2960.62	0.02264224		
2960.82	0.02289047		
2961.02	0.02303443		
2961.22	0.02327708		
2961.42	0.02319701		
2961.62	0.02335972		
2961.82	0.0229478		
2962.02	0.02324824		
2962.22	0.02385146		
2962.42	0.02376693		
2962.62	0.02356432		
2962.82	0.02330575		
2963.02	0.02324616		
2963.22	0.02235941		
2963.42	0.02252082		
2963.62	0.02179847		
2963.82	0.02215423		
2964.02	0.02191064		
2964.22	0.02109004		
2964.42	0.02096989		
2964.62	0.02154942		
2964.82	0.02186726		
2965.02	0.02185542		
2965.22	0.02152553		
2965.42	0.02143271		
2965.62	0.02162383		
2965.82	0.02112975		
2966.02	0.0216936		
2966.22	0.02201253		
2966.42	0.02168839		
2966.62	0.02185635		
2966.82	0.02168615		
2967.02	0.02164844		
2967.22	0.02091857		
2967.42	0.02083832		
2967.62	0.02012348		
2967.82	0.02035762		
2968.02	0.02043327		
2968.22	0.02038755		
2968.42	0.02034994		
2968.62	0.02079328		
2968.82	0.02074423		
2969.02	0.0207933		
2969.22	0.02113449		
2969.42	0.02167185		
2969.62	0.02146796		
2969.82	0.02094663		
2970.02	0.02189485		
2970.22	0.02220696		
2970.42	0.02168845		
2970.62	0.02222835		
2970.82	0.02224497		
2971.02	0.0217249		
2971.22	0.02111025		
2971.42	0.02085728		
2971.62	0.02062496		
2971.82	0.02016206		
2972.02	0.02017395		
2972.22	0.01966078		
2972.42	0.01982176		
2972.62	0.01982749		
2972.82	0.0195108		
2973.02	0.01954942		
2973.22	0.01932124		
2973.42	0.01969629		
2973.62	0.0193649		
2973.82	0.01924638		
2974.02	0.01989481		
2974.22	0.02002946		
2974.42	0.01970749		
2974.62	0.01999789		
2974.82	0.02008008		
2975.02	0.01980167		
2975.22	0.01971293		
2975.42	0.01922772		
2975.62	0.01923621		
2975.82	0.01891057		
2976.02	0.01894879		
2976.22	0.01883603		
2976.42	0.01914189		
2976.62	0.01869487		
2976.82	0.01880391		
2977.02	0.01928206		
2977.22	0.01943009		
2977.42	0.02004108		
2977.62	0.01961988		
2977.82	0.01964556		
2978.02	0.02014491		
2978.22	0.0199781		
2978.42	0.02001956		
2978.62	0.01992272		
2978.82	0.0203984		
2979.02	0.02001406		
2979.22	0.01958926		
2979.42	0.01935474		
2979.62	0.01995278		
2979.82	0.01997397		
2980.02	0.01999467		
2980.22	0.02032384		
2980.42	0.02101411		
2980.62	0.02115314		
2980.82	0.02156639		
2981.02	0.02186918		
2981.22	0.02199182		
2981.42	0.02217054		
2981.62	0.02178296		
2981.82	0.02181289		
2982.02	0.0219863		
2982.22	0.02178093		
2982.42	0.02202454		
2982.62	0.02154755		
2982.82	0.02157475		
2983.02	0.02116427		
2983.22	0.02097986		
2983.42	0.02134577		
2983.62	0.02173599		
2983.82	0.02094216		
2984.02	0.02076778		
2984.22	0.02079113		
2984.42	0.0209895		
2984.62	0.02060625		
2984.82	0.02100404		
2985.02	0.02122119		
2985.22	0.02121067		
2985.42	0.02106965		
2985.62	0.02047069		
2985.82	0.01997164		
2986.02	0.01906408		
2986.22	0.01884601		
2986.42	0.01861368		
2986.62	0.01834755		
2986.82	0.01832772		
2987.02	0.01828552		
2987.22	0.01819542		
2987.42	0.01897782		
2987.62	0.01906284		
2987.82	0.01911146		
2988.02	0.01960725		
2988.22	0.01974356		
2988.42	0.02021421		
2988.62	0.0211131		
2988.82	0.02195368		
2989.02	0.02172654		
2989.22	0.02150127		
2989.42	0.02123493		
2989.62	0.0208762		
2989.82	0.02053778		
2990.02	0.02062333		
2990.22	0.02072986		
2990.42	0.02028164		
2990.62	0.01986563		
2990.82	0.01958913		
2991.02	0.01931615		
2991.22	0.01902794		
2991.42	0.01910491		
2991.62	0.01880771		
2991.82	0.01920059		
2992.02	0.01932476		
2992.22	0.01951833		
2992.42	0.01944894		
2992.62	0.01995628		
2992.82	0.02004463		
2993.02	0.02019823		
2993.22	0.02051445		
2993.42	0.02108754		
2993.62	0.02166643		
2993.82	0.02176846		
2994.02	0.02242386		
2994.22	0.02125214		
2994.42	0.02129065		
2994.62	0.02110623		
2994.82	0.0206055		
2995.02	0.02040067		
2995.22	0.0206672		
2995.42	0.02017168		
2995.62	0.02002369		
2995.82	0.02000184		
2996.02	0.01982511		
2996.22	0.01970082		
2996.42	0.0192108		
2996.62	0.01951096		
2996.82	0.01991645		
2997.02	0.02006241		
2997.22	0.01998256		
2997.42	0.02020088		
2997.62	0.020106		
2997.82	0.01954092		
2998.02	0.01994241		
2998.22	0.01966618		
2998.42	0.02080643		
2998.62	0.02114401		
2998.82	0.02137407		
2999.02	0.02183745		
2999.22	0.02226863		
2999.42	0.02180201		
2999.62	0.02192591		
2999.82	0.02250962		
3000.02	0.02240474		
3000.22	0.02244488		
3000.42	0.02202997		
3000.62	0.02219764		
3000.82	0.02253946		
3001.02	0.02224085		
3001.22	0.02211023		
3001.42	0.0223433		
3001.62	0.02246281		
3001.82	0.02206598		
3002.02	0.02267138		
3002.22	0.02338204		
3002.42	0.02331336		
3002.62	0.02316544		
3002.82	0.0227994		
3003.02	0.02213645		
3003.22	0.02235862		
3003.42	0.02212888		
3003.62	0.0217824		
3003.82	0.021649		
3004.02	0.02080735		
3004.22	0.02036191		
3004.42	0.02040894		
3004.62	0.02093011		
3004.82	0.02113353		
3005.02	0.02139868		
3005.22	0.02185795		
3005.42	0.02243059		
3005.62	0.02284167		
3005.82	0.02321634		
3006.02	0.02383219		
3006.22	0.02421921		
3006.42	0.02356088		
3006.62	0.0237791		
3006.82	0.0230977		
3007.02	0.02247546		
3007.22	0.02250964		
3007.42	0.02211475		
3007.62	0.0214904		
3007.82	0.02075155		
3008.02	0.01982563		
3008.22	0.01936054		
3008.42	0.01941086		
3008.62	0.01962231		
3008.82	0.01962354		
3009.02	0.01995351		
3009.22	0.02023402		
3009.42	0.02090358		
3009.62	0.02114326		
3009.82	0.02201291		
3010.02	0.02235754		
3010.22	0.02282907		
3010.42	0.02313526		
3010.62	0.02381861		
3010.82	0.02370276		
3011.02	0.02388682		
3011.22	0.02367506		
3011.42	0.02310251		
3011.62	0.02260037		
3011.82	0.02258109		
3012.02	0.02205951		
3012.22	0.02220768		
3012.42	0.02253274		
3012.62	0.02259739		
3012.82	0.02279015		
3013.02	0.02302768		
3013.22	0.02288065		
3013.42	0.02310303		
3013.62	0.02267471		
3013.82	0.02339623		
3014.02	0.02287981		
3014.22	0.02271978		
3014.42	0.02245304		
3014.62	0.02255536		
3014.82	0.02207447		
3015.02	0.02200342		
3015.22	0.0210892		
3015.42	0.02106383		
3015.62	0.02125073		
3015.82	0.02137849		
3016.02	0.02109695		
3016.22	0.02172531		
3016.42	0.02174503		
3016.62	0.02169206		
3016.82	0.02272578		
3017.02	0.02307537		
3017.22	0.0229431		
3017.42	0.02357964		
3017.62	0.02372365		
3017.82	0.02369517		
3018.02	0.02352192		
3018.22	0.02343087		
3018.42	0.02320738		
3018.62	0.02320253		
3018.82	0.02326761		
3019.02	0.02277993		
3019.22	0.02212912		
3019.42	0.02190856		
3019.62	0.02082608		
3019.82	0.02057498		
3020.02	0.0201018		
3020.22	0.02034266		
3020.42	0.01985532		
3020.62	0.020397		
3020.82	0.02085145		
3021.02	0.02096405		
3021.22	0.02062694		
3021.42	0.02058427		
3021.62	0.0207447		
3021.82	0.02052813		
3022.02	0.02077087		
3022.22	0.02016645		
3022.42	0.02038112		
3022.62	0.0201294		
3022.82	0.02029679		
3023.02	0.01993482		
3023.22	0.02066167		
3023.42	0.02059548		
3023.62	0.02034433		
3023.82	0.0209688		
3024.02	0.02115198		
3024.22	0.02146008		
3024.42	0.02158274		
3024.62	0.02195607		
3024.82	0.02179934		
3025.02	0.02173188		
3025.22	0.02116394		
3025.42	0.02119896		
3025.62	0.02146759		
3025.82	0.02137231		
3026.02	0.0211608		
3026.22	0.02100928		
3026.42	0.02121084		
3026.62	0.02090276		
3026.82	0.02161456		
3027.02	0.02164179		
3027.22	0.02186406		
3027.42	0.02206442		
3027.62	0.02160815		
3027.82	0.02191502		
3028.02	0.02179057		
3028.22	0.02150168		
3028.42	0.02130516		
3028.62	0.02084843		
3028.82	0.02063112		
3029.02	0.02048878		
3029.22	0.02009959		
3029.42	0.02008537		
3029.62	0.0201645		
3029.82	0.02064766		
3030.02	0.02091752		
3030.22	0.02112817		
3030.42	0.02091581		
3030.62	0.02123892		
3030.82	0.02111314		
3031.02	0.02026997		
3031.22	0.02035159		
3031.42	0.02087183		
3031.62	0.02072197		
3031.82	0.02135807		
3032.02	0.02166052		
3032.22	0.0215767		
3032.42	0.02113706		
3032.62	0.02176925		
3032.82	0.02209621		
3033.02	0.02242296		
3033.22	0.02220193		
3033.42	0.02261767		
3033.62	0.02304959		
3033.82	0.02352122		
3034.02	0.02335911		
3034.22	0.02321533		
3034.42	0.02287238		
3034.62	0.02297363		
3034.82	0.02198995		
3035.02	0.02127748		
3035.22	0.02098964		
3035.42	0.02087954		
3035.62	0.02110572		
3035.82	0.02138111		
3036.02	0.02148419		
3036.22	0.02115088		
3036.42	0.02086285		
3036.62	0.02164153		
3036.82	0.02142419		
3037.02	0.02116767		
3037.22	0.02075711		
3037.42	0.02143754		
3037.62	0.0215933		
3037.82	0.0218619		
3038.02	0.02191535		
3038.22	0.02195019		
3038.42	0.02225714		
3038.62	0.02222317		
3038.82	0.02176126		
3039.02	0.02174228		
3039.22	0.0217261		
3039.42	0.02142977		
3039.62	0.02137268		
3039.82	0.02159959		
3040.02	0.02157353		
3040.22	0.02130933		
3040.42	0.02148512		
3040.62	0.02192186		
3040.82	0.02214605		
3041.02	0.0222907		
3041.22	0.02294137		
3041.42	0.02352348		
3041.62	0.02340421		
3041.82	0.0231402		
3042.02	0.02353806		
3042.22	0.02372231		
3042.42	0.02450503		
3042.62	0.02381515		
3042.82	0.02359394		
3043.02	0.02292132		
3043.22	0.02255744		
3043.42	0.02178915		
3043.62	0.02121418		
3043.82	0.02129393		
3044.02	0.02114828		
3044.22	0.02072939		
3044.42	0.02095288		
3044.62	0.02067582		
3044.82	0.02116221		
3045.02	0.02090973		
3045.22	0.02069341		
3045.42	0.02052665		
3045.62	0.02064305		
3045.82	0.02070227		
3046.02	0.02111758		
3046.22	0.02121336		
3046.42	0.02156364		
3046.62	0.02105651		
3046.82	0.02124337		
3047.02	0.02119388		
3047.22	0.02148658		
3047.42	0.02093259		
3047.62	0.0206116		
3047.82	0.02048506		
3048.02	0.02084645		
3048.22	0.02043587		
3048.42	0.02026248		
3048.62	0.02021832		
3048.82	0.01983028		
3049.02	0.01945034		
3049.22	0.01907129		
3049.42	0.01898072		
3049.62	0.01946179		
3049.82	0.01924544		
3050.02	0.01941992		
3050.22	0.02000824		
3050.42	0.02025391		
3050.62	0.02046971		
3050.82	0.02132139		
3051.02	0.02164065		
3051.22	0.02236783		
3051.42	0.02281974		
3051.62	0.02390022		
3051.82	0.02445876		
3052.02	0.02520926		
3052.22	0.02479282		
3052.42	0.02462508		
3052.62	0.02418381		
3052.82	0.0231291		
3053.02	0.02243624		
3053.22	0.02154075		
3053.42	0.02112078		
3053.62	0.02117643		
3053.82	0.02063717		
3054.02	0.02015129		
3054.22	0.02007996		
3054.42	0.02000465		
3054.62	0.02013808		
3054.82	0.02074514		
3055.02	0.02070523		
3055.22	0.02201136		
3055.42	0.02239612		
3055.62	0.02263352		
3055.82	0.02246699		
3056.02	0.02221712		
3056.22	0.02171895		
3056.42	0.02152078		
3056.62	0.02116569		
3056.82	0.02062977		
3057.02	0.02042779		
3057.22	0.02025407		
3057.42	0.02057449		
3057.62	0.02062623		
3057.82	0.02016979		
3058.02	0.01984085		
3058.22	0.01965801		
3058.42	0.01957398		
3058.62	0.01956063		
3058.82	0.01957065		
3059.02	0.01906339		
3059.22	0.01995772		
3059.42	0.01953174		
3059.62	0.01937294		
3059.82	0.01971757		
3060.02	0.02006182		
3060.22	0.02045638		
3060.42	0.02124655		
3060.62	0.02113527		
3060.82	0.02107485		
3061.02	0.02108079		
3061.22	0.02080648		
3061.42	0.02127311		
3061.62	0.02120704		
3061.82	0.02114494		
3062.02	0.02136155		
3062.22	0.02151085		
3062.42	0.02218824		
3062.62	0.0224151		
3062.82	0.02215151		
3063.02	0.02206709		
3063.22	0.02277516		
3063.42	0.02212413		
3063.62	0.02238282		
3063.82	0.02290803		
3064.02	0.02332325		
3064.22	0.02317664		
3064.42	0.02235582		
3064.62	0.0212955		
3064.82	0.02084693		
3065.02	0.02044308		
3065.22	0.02019357		
3065.42	0.01994122		
3065.62	0.02002111		
3065.82	0.02014831		
3066.02	0.02061758		
3066.22	0.02065844		
3066.42	0.0206907		
3066.62	0.0206907		
3066.82	0.02082459		
3067.02	0.02093595		
3067.22	0.02136907		
3067.42	0.02183197		
3067.62	0.02265873		
3067.82	0.02319337		
3068.02	0.02303297		
3068.22	0.02268453		
3068.42	0.0222723		
3068.62	0.02263071		
3068.82	0.02272472		
3069.02	0.02213283		
3069.22	0.02189148		
3069.42	0.02120481		
3069.62	0.02135797		
3069.82	0.02179225		
3070.02	0.02205282		
3070.22	0.02162431		
3070.42	0.02155875		
3070.62	0.02166878		
3070.82	0.0217414		
3071.02	0.02136568		
3071.22	0.02127971		
3071.42	0.02137169		
3071.62	0.02134658		
3071.82	0.02106948		
3072.02	0.02071875		
3072.22	0.02073083		
3072.42	0.02077683		
3072.62	0.02075136		
3072.82	0.02006566		
3073.02	0.0194371		
3073.22	0.01983337		
3073.42	0.01959908		
3073.62	0.01966902		
3073.82	0.02027494		
3074.02	0.02060383		
3074.22	0.0203636		
3074.42	0.02080834		
3074.62	0.02124671		
3074.82	0.02145923		
3075.02	0.02166714		
3075.22	0.02167942		
3075.42	0.02159365		
3075.62	0.02176294		
3075.82	0.02188399		
3076.02	0.0221701		
3076.22	0.02177148		
3076.42	0.02185256		
3076.62	0.02141944		
3076.82	0.02091627		
3077.02	0.02083687		
3077.22	0.02045487		
3077.42	0.01989892		
3077.62	0.01945313		
3077.82	0.01987171		
3078.02	0.01985901		
3078.22	0.02010814		
3078.42	0.02054105		
3078.62	0.02066649		
3078.82	0.02020469		
3079.02	0.01995254		
3079.22	0.01925896		
3079.42	0.01939902		
3079.62	0.02012924		
3079.82	0.02044033		
3080.02	0.02043495		
3080.22	0.0198932		
3080.42	0.02031584		
3080.62	0.0204731		
3080.82	0.02074569		
3081.02	0.02116571		
3081.22	0.02135297		
3081.42	0.02186976		
3081.62	0.02195921		
3081.82	0.02231907		
3082.02	0.02332834		
3082.22	0.02348269		
3082.42	0.02336092		
3082.62	0.02295109		
3082.82	0.0223415		
3083.02	0.02199001		
3083.22	0.02150298		
3083.42	0.02236625		
3083.62	0.02195998		
3083.82	0.02111784		
3084.02	0.02045031		
3084.22	0.0193461		
3084.42	0.01939679		
3084.62	0.01964516		
3084.82	0.01971458		
3085.02	0.01961827		
3085.22	0.0199947		
3085.42	0.02024961		
3085.62	0.02035479		
3085.82	0.02058485		
3086.02	0.02143921		
3086.22	0.02143224		
3086.42	0.02169722		
3086.62	0.02157931		
3086.82	0.02175141		
3087.02	0.02161737		
3087.22	0.02196931		
3087.42	0.022283		
3087.62	0.02153273		
3087.82	0.02119267		
3088.02	0.02120764		
3088.22	0.02100467		
3088.42	0.02169053		
3088.62	0.02184495		
3088.82	0.02202524		
3089.02	0.02236486		
3089.22	0.02238717		
3089.42	0.02236103		
3089.62	0.0222447		
3089.82	0.02225162		
3090.02	0.02229645		
3090.22	0.02267299		
3090.42	0.02285973		
3090.62	0.02286952		
3090.82	0.0226708		
3091.02	0.02244117		
3091.22	0.02212293		
3091.42	0.02148093		
3091.62	0.02157905		
3091.82	0.02185777		
3092.02	0.02172985		
3092.22	0.02156534		
3092.42	0.02182006		
