Conc1	3E-06	
Start1	480.02	
Stop1	5779.82	
Kobs	0.0244122055182017	
Error Kobs	0.000543305785284273	
Koff	0.013539325110722	
Error Koff	0.00013834575812609	
Time1	Data1	Fit1	
1002.62	0.08632958	0.08392383	
1002.82	0.0862113	0.08391298	
1003.02	0.08652618	0.08390216	
1003.22	0.0863275	0.08389137	
1003.42	0.0863479	0.0838806	
1003.62	0.08577883	0.08386987	
1003.82	0.08514602	0.08385917	
1004.02	0.08564232	0.08384849	
1004.22	0.08569119	0.08383785	
1004.42	0.08558036	0.08382723	
1004.62	0.08585562	0.08381664	
1004.82	0.08623886	0.08380608	
1005.02	0.08715295	0.08379555	
1005.22	0.08769189	0.08378504	
1005.42	0.08702233	0.08377457	
1005.62	0.08675173	0.08376412	
1005.82	0.08712763	0.0837537	
1006.02	0.08785208	0.08374331	
1006.22	0.0878727	0.08373295	
1006.42	0.08813	0.08372262	
1006.62	0.08805446	0.08371231	
1006.82	0.08779486	0.08370203	
1007.02	0.08848881	0.08369178	
1007.22	0.08845836	0.08368156	
1007.42	0.0882919	0.08367136	
1007.62	0.08784648	0.0836612	
1007.82	0.08743336	0.08365106	
1008.02	0.08736769	0.08364094	
1008.22	0.08784702	0.08363086	
1008.42	0.08778445	0.0836208	
1008.62	0.08733718	0.08361077	
1008.82	0.08753798	0.08360077	
1009.02	0.08697778	0.08359079	
1009.22	0.0866817	0.08358084	
1009.42	0.08590332	0.08357092	
1009.62	0.0859673	0.08356102	
1009.82	0.08690934	0.08355115	
1010.02	0.08678953	0.08354131	
1010.22	0.08669207	0.08353149	
1010.42	0.08677625	0.0835217	
1010.62	0.08716888	0.08351194	
1010.82	0.08713685	0.0835022	
1011.02	0.0872856	0.08349249	
1011.22	0.08740724	0.08348281	
1011.42	0.08744412	0.08347315	
1011.62	0.08766639	0.08346352	
1011.82	0.08767031	0.08345392	
1012.02	0.08832721	0.08344434	
1012.22	0.08803758	0.08343478	
1012.42	0.08663676	0.08342526	
1012.62	0.0862261	0.08341575	
1012.82	0.08591768	0.08340628	
1013.02	0.08500317	0.08339683	
1013.22	0.08524063	0.0833874	
1013.42	0.08576863	0.083378	
1013.62	0.0858576	0.08336863	
1013.82	0.08657139	0.08335928	
1014.02	0.08628306	0.08334995	
1014.22	0.08626489	0.08334066	
1014.42	0.08641449	0.08333138	
1014.62	0.08693522	0.08332214	
1014.82	0.08664546	0.08331291	
1015.02	0.08763214	0.08330371	
1015.22	0.08815031	0.08329454	
1015.42	0.08778281	0.08328539	
1015.62	0.08798404	0.08327627	
1015.82	0.08823585	0.08326717	
1016.02	0.08806588	0.08325809	
1016.22	0.08746425	0.08324904	
1016.42	0.08682933	0.08324002	
1016.62	0.08634747	0.08323102	
1016.82	0.08550021	0.08322204	
1017.02	0.08592676	0.08321309	
1017.22	0.08677665	0.08320416	
1017.42	0.08698348	0.08319526	
1017.62	0.08632862	0.08318638	
1017.82	0.08655185	0.08317752	
1018.02	0.08573314	0.08316869	
1018.22	0.08555587	0.08315988	
1018.42	0.08584325	0.0831511	
1018.62	0.08596027	0.08314233	
1018.82	0.08574043	0.0831336	
1019.02	0.08582837	0.08312488	
1019.22	0.08520558	0.08311619	
1019.42	0.08545853	0.08310753	
1019.62	0.08608791	0.08309889	
1019.82	0.08582268	0.08309027	
1020.02	0.08576764	0.08308167	
1020.22	0.08613871	0.0830731	
1020.42	0.08525675	0.08306455	
1020.62	0.08479624	0.08305602	
1020.82	0.08468178	0.08304752	
1021.02	0.08572449	0.08303904	
1021.22	0.0861506	0.08303058	
1021.42	0.08613849	0.08302214	
1021.62	0.08601025	0.08301373	
1021.82	0.08619236	0.08300534	
1022.02	0.08613961	0.08299698	
1022.22	0.08614204	0.08298863	
1022.42	0.08613391	0.08298031	
1022.62	0.08593345	0.08297201	
1022.82	0.08573037	0.08296374	
1023.02	0.08558881	0.08295548	
1023.22	0.08587292	0.08294725	
1023.42	0.08626134	0.08293904	
1023.62	0.08547059	0.08293085	
1023.82	0.08479551	0.08292269	
1024.02	0.08477708	0.08291455	
1024.22	0.08443004	0.08290643	
1024.42	0.08384929	0.08289833	
1024.62	0.08406554	0.08289025	
1024.82	0.08392885	0.08288219	
1025.02	0.08482408	0.08287416	
1025.22	0.08544928	0.08286615	
1025.42	0.0857903	0.08285816	
1025.62	0.0860856	0.08285019	
1025.82	0.08679343	0.08284224	
1026.02	0.08697215	0.08283432	
1026.22	0.08703698	0.08282641	
1026.42	0.08737073	0.08281853	
1026.62	0.08762657	0.08281067	
1026.82	0.08737353	0.08280283	
1027.02	0.08757564	0.08279501	
1027.22	0.08792631	0.08278721	
1027.42	0.08733233	0.08277944	
1027.62	0.08678722	0.08277168	
1027.82	0.0864145	0.08276395	
1028.02	0.08639433	0.08275623	
1028.22	0.08670905	0.08274854	
1028.42	0.08680375	0.08274087	
1028.62	0.08662523	0.08273322	
1028.82	0.0869219	0.08272559	
1029.02	0.0873523	0.08271798	
1029.22	0.0871021	0.08271039	
1029.42	0.0872194	0.08270282	
1029.62	0.08746252	0.08269527	
1029.82	0.08717331	0.08268774	
1030.02	0.08710154	0.08268023	
1030.22	0.08720261	0.08267275	
1030.42	0.08713857	0.08266528	
1030.62	0.08736497	0.08265783	
1030.82	0.08702069	0.08265041	
1031.02	0.08715119	0.082643	
1031.22	0.08703081	0.08263561	
1031.42	0.08679825	0.08262825	
1031.62	0.08710505	0.0826209	
1031.82	0.08758875	0.08261357	
1032.02	0.08789035	0.08260627	
1032.22	0.08785983	0.08259898	
1032.42	0.0880486	0.08259171	
1032.62	0.08819978	0.08258446	
1032.82	0.08806738	0.08257723	
1033.02	0.08755845	0.08257003	
1033.22	0.08712184	0.08256284	
1033.42	0.08750104	0.08255567	
1033.62	0.08659823	0.08254852	
1033.82	0.08622834	0.08254138	
1034.02	0.08628432	0.08253427	
1034.22	0.08592164	0.08252718	
1034.42	0.08605513	0.08252011	
1034.62	0.08617843	0.08251305	
1034.82	0.08626692	0.08250602	
1035.02	0.08667199	0.082499	
1035.22	0.08645565	0.082492	
1035.42	0.08661139	0.08248503	
1035.62	0.0872498	0.08247807	
1035.82	0.08785835	0.08247113	
1036.02	0.08743844	0.0824642	
1036.22	0.08742736	0.0824573	
1036.42	0.0879854	0.08245042	
1036.62	0.08793687	0.08244355	
1036.82	0.08782211	0.0824367	
1037.02	0.08723932	0.08242987	
1037.22	0.08660498	0.08242306	
1037.42	0.08662086	0.08241627	
1037.62	0.08617344	0.0824095	
1037.82	0.08650445	0.08240274	
1038.02	0.08632062	0.08239601	
1038.22	0.08649155	0.08238929	
1038.42	0.08642846	0.08238259	
1038.62	0.08689079	0.0823759	
1038.82	0.08779351	0.08236924	
1039.02	0.08794666	0.08236259	
1039.22	0.08771122	0.08235597	
1039.42	0.08832237	0.08234936	
1039.62	0.08859363	0.08234276	
1039.82	0.08853565	0.08233619	
1040.02	0.08863227	0.08232963	
1040.22	0.08867725	0.08232309	
1040.42	0.08874043	0.08231657	
1040.62	0.08895226	0.08231007	
1040.82	0.08859219	0.08230358	
1041.02	0.0874241	0.08229711	
1041.22	0.0871729	0.08229066	
1041.42	0.08707491	0.08228423	
1041.62	0.08637503	0.08227781	
1041.82	0.08609969	0.08227141	
1042.02	0.08545166	0.08226503	
1042.22	0.08498365	0.08225866	
1042.42	0.08477369	0.08225232	
1042.62	0.08568728	0.08224599	
1042.82	0.0857772	0.08223967	
1043.02	0.08545324	0.08223338	
1043.22	0.08542497	0.0822271	
1043.42	0.08551053	0.08222084	
1043.62	0.08512594	0.08221459	
1043.82	0.08584588	0.08220836	
1044.02	0.08609647	0.08220215	
1044.22	0.08600015	0.08219596	
1044.42	0.08679211	0.08218978	
1044.62	0.08683353	0.08218362	
1044.82	0.0868043	0.08217747	
1045.02	0.0866042	0.08217135	
1045.22	0.08707474	0.08216524	
1045.42	0.08689116	0.08215914	
1045.62	0.0873605	0.08215306	
1045.82	0.08742791	0.082147	
1046.02	0.08696974	0.08214096	
1046.22	0.08704157	0.08213493	
1046.42	0.08728442	0.08212891	
1046.62	0.08706207	0.08212292	
1046.82	0.08690642	0.08211694	
1047.02	0.08763057	0.08211097	
1047.22	0.08794275	0.08210503	
1047.42	0.08825743	0.08209909	
1047.62	0.08855617	0.08209318	
1047.82	0.08907721	0.08208728	
1048.02	0.08905455	0.08208139	
1048.22	0.08969132	0.08207553	
1048.42	0.08970715	0.08206967	
1048.62	0.08963221	0.08206384	
1048.82	0.08954867	0.08205802	
1049.02	0.08891904	0.08205221	
1049.22	0.08886041	0.08204642	
1049.42	0.08909054	0.08204065	
1049.62	0.08840237	0.08203489	
1049.82	0.08747513	0.08202915	
1050.02	0.08708546	0.08202342	
1050.22	0.08673966	0.08201771	
1050.42	0.08631699	0.08201202	
1050.62	0.08561954	0.08200634	
1050.82	0.0864147	0.08200067	
1051.02	0.08628667	0.08199502	
1051.22	0.08603355	0.08198939	
1051.42	0.08608017	0.08198377	
1051.62	0.08585457	0.08197816	
1051.82	0.08578897	0.08197258	
1052.02	0.08589635	0.081967	
1052.22	0.08590001	0.08196144	
1052.42	0.08520584	0.0819559	
1052.62	0.0850924	0.08195037	
1052.82	0.08461615	0.08194486	
1053.02	0.08487619	0.08193936	
1053.22	0.08492088	0.08193387	
1053.42	0.0849842	0.08192841	
1053.62	0.08412215	0.08192295	
1053.82	0.08439108	0.08191751	
1054.02	0.0844682	0.08191209	
1054.22	0.08452225	0.08190668	
1054.42	0.08496912	0.08190128	
1054.62	0.08504945	0.0818959	
1054.82	0.08542377	0.08189053	
1055.02	0.08533473	0.08188518	
1055.22	0.08551533	0.08187985	
1055.42	0.08541326	0.08187452	
1055.62	0.08544968	0.08186921	
1055.82	0.08603744	0.08186392	
1056.02	0.08552372	0.08185864	
1056.22	0.08590234	0.08185337	
1056.42	0.08563427	0.08184812	
1056.62	0.08605298	0.08184289	
1056.82	0.08675756	0.08183766	
1057.02	0.08699831	0.08183245	
1057.22	0.08618029	0.08182726	
1057.42	0.08626528	0.08182208	
1057.62	0.08697144	0.08181691	
1057.82	0.08711858	0.08181176	
1058.02	0.08757385	0.08180662	
1058.22	0.08793271	0.0818015	
1058.42	0.08828673	0.08179638	
1058.62	0.08815714	0.08179129	
1058.82	0.08788782	0.0817862	
1059.02	0.08823597	0.08178113	
1059.22	0.08812707	0.08177608	
1059.42	0.08820164	0.08177104	
1059.62	0.08795956	0.08176601	
1059.82	0.0878114	0.08176099	
1060.02	0.08748559	0.08175599	
1060.22	0.08789144	0.081751	
1060.42	0.08746245	0.08174603	
1060.62	0.08785967	0.08174107	
1060.82	0.08797243	0.08173612	
1061.02	0.08756873	0.08173119	
1061.22	0.08728185	0.08172626	
1061.42	0.08729328	0.08172136	
1061.62	0.08715926	0.08171646	
1061.82	0.08641621	0.08171158	
1062.02	0.08585541	0.08170671	
1062.22	0.08544658	0.08170186	
1062.42	0.08528054	0.08169702	
1062.62	0.08511788	0.08169219	
1062.82	0.08465988	0.08168737	
1063.02	0.08504538	0.08168257	
1063.22	0.08538056	0.08167778	
1063.42	0.08479831	0.081673	
1063.62	0.08500158	0.08166824	
1063.82	0.0854183	0.08166349	
1064.02	0.0857392	0.08165875	
1064.22	0.08585222	0.08165403	
1064.42	0.08597133	0.08164932	
1064.62	0.0860127	0.08164462	
1064.82	0.08620553	0.08163993	
1065.02	0.086097	0.08163525	
1065.22	0.08586244	0.08163059	
1065.42	0.08527355	0.08162594	
1065.62	0.08547994	0.08162131	
1065.82	0.08558691	0.08161668	
1066.02	0.08538404	0.08161207	
1066.22	0.08611694	0.08160747	
1066.42	0.08635518	0.08160289	
1066.62	0.08659553	0.08159831	
1066.82	0.08666266	0.08159375	
1067.02	0.08697164	0.0815892	
1067.22	0.08753052	0.08158467	
1067.42	0.08747319	0.08158014	
1067.62	0.08758552	0.08157563	
1067.82	0.08645388	0.08157113	
1068.02	0.08551745	0.08156664	
1068.22	0.08491741	0.08156216	
1068.42	0.08422267	0.0815577	
1068.62	0.08318252	0.08155325	
1068.82	0.08292698	0.08154881	
1069.02	0.0819489	0.08154438	
1069.22	0.08185099	0.08153997	
1069.42	0.08145395	0.08153556	
1069.62	0.08178495	0.08153117	
1069.82	0.08235608	0.08152679	
1070.02	0.082958	0.08152242	
1070.22	0.08358718	0.08151807	
1070.42	0.08384494	0.08151372	
1070.62	0.08506991	0.08150939	
1070.82	0.08547814	0.08150507	
1071.02	0.08574311	0.08150076	
1071.22	0.0865687	0.08149646	
1071.42	0.08669434	0.08149217	
1071.62	0.08606449	0.0814879	
1071.82	0.08574179	0.08148364	
1072.02	0.086422	0.08147938	
1072.22	0.08688046	0.08147514	
1072.42	0.08718732	0.08147092	
1072.62	0.08680569	0.0814667	
1072.82	0.08727783	0.08146249	
1073.02	0.08720012	0.0814583	
1073.22	0.08776407	0.08145412	
1073.42	0.08691812	0.08144994	
1073.62	0.08739363	0.08144578	
1073.82	0.08782187	0.08144164	
1074.02	0.08759826	0.0814375	
1074.22	0.08708538	0.08143337	
1074.42	0.08739466	0.08142925	
1074.62	0.08777019	0.08142515	
1074.82	0.08715333	0.08142106	
1075.02	0.08714425	0.08141697	
1075.22	0.08669586	0.0814129	
1075.42	0.08645844	0.08140884	
1075.62	0.08627561	0.08140479	
1075.82	0.08596061	0.08140076	
1076.02	0.08604295	0.08139673	
1076.22	0.08617688	0.08139271	
1076.42	0.0862454	0.08138871	
1076.62	0.08587575	0.08138471	
1076.82	0.08626308	0.08138073	
1077.02	0.08597103	0.08137675	
1077.22	0.085614	0.08137279	
1077.42	0.08511151	0.08136884	
1077.62	0.08536457	0.0813649	
1077.82	0.08564214	0.08136097	
1078.02	0.08547268	0.08135705	
1078.22	0.08531896	0.08135314	
1078.42	0.08539315	0.08134924	
1078.62	0.08530496	0.08134535	
1078.82	0.08518841	0.08134148	
1079.02	0.08466956	0.08133761	
1079.22	0.08377423	0.08133375	
1079.42	0.08401736	0.08132991	
1079.62	0.08375438	0.08132607	
1079.82	0.08337913	0.08132224	
1080.02	0.0834256	0.08131843	
1080.22	0.08416391	0.08131463	
1080.42	0.08407736	0.08131083	
1080.62	0.08444253	0.08130705	
1080.82	0.08430032	0.08130327	
1081.02	0.08437989	0.08129951	
1081.22	0.08472922	0.08129576	
1081.42	0.08490484	0.08129201	
1081.62	0.08514327	0.08128828	
1081.82	0.08598482	0.08128456	
1082.02	0.08588038	0.08128084	
1082.22	0.08603638	0.08127714	
1082.42	0.08616138	0.08127345	
1082.62	0.08688158	0.08126976	
1082.82	0.08730397	0.08126609	
1083.02	0.08727002	0.08126243	
1083.22	0.0876814	0.08125877	
1083.42	0.0879631	0.08125513	
1083.62	0.08773762	0.0812515	
1083.82	0.0878045	0.08124787	
1084.02	0.0873727	0.08124426	
1084.22	0.08794258	0.08124065	
1084.42	0.08791413	0.08123706	
1084.62	0.08768872	0.08123348	
1084.82	0.08712523	0.0812299	
1085.02	0.08733068	0.08122634	
1085.22	0.08688354	0.08122278	
1085.42	0.08621023	0.08121923	
1085.62	0.08614742	0.0812157	
1085.82	0.08641424	0.08121217	
1086.02	0.08586437	0.08120865	
1086.22	0.08614358	0.08120514	
1086.42	0.08639097	0.08120165	
1086.62	0.08662037	0.08119816	
1086.82	0.08690133	0.08119468	
1087.02	0.08643772	0.08119121	
1087.22	0.08587333	0.08118775	
1087.42	0.08546932	0.0811843	
1087.62	0.08558603	0.08118085	
1087.82	0.08581803	0.08117742	
1088.02	0.08612997	0.081174	
1088.22	0.08689695	0.08117058	
1088.42	0.08730297	0.08116718	
1088.62	0.08750255	0.08116378	
1088.82	0.08804453	0.0811604	
1089.02	0.0883279	0.08115702	
1089.22	0.08843429	0.08115365	
1089.42	0.08856938	0.08115029	
1089.62	0.08856895	0.08114694	
1089.82	0.08858403	0.0811436	
1090.02	0.08867588	0.08114027	
1090.22	0.08849824	0.08113695	
1090.42	0.08797127	0.08113363	
1090.62	0.0877281	0.08113033	
1090.82	0.08733209	0.08112703	
1091.02	0.0861389	0.08112374	
1091.22	0.08573748	0.08112047	
1091.42	0.08554904	0.0811172	
1091.62	0.08476849	0.08111394	
1091.82	0.08487206	0.08111068	
1092.02	0.08476516	0.08110744	
1092.22	0.08482668	0.08110421	
1092.42	0.08560951	0.08110098	
1092.62	0.08599383	0.08109776	
1092.82	0.08632224	0.08109456	
1093.02	0.08694659	0.08109136	
1093.22	0.08754613	0.08108817	
1093.42	0.08754413	0.08108498	
1093.62	0.08754159	0.08108181	
1093.82	0.08797649	0.08107865	
1094.02	0.08856822	0.08107549	
1094.22	0.08782219	0.08107234	
1094.42	0.08763968	0.0810692	
1094.62	0.08708267	0.08106607	
1094.82	0.08688112	0.08106295	
1095.02	0.08659285	0.08105984	
1095.22	0.08588313	0.08105673	
1095.42	0.08525617	0.08105363	
1095.62	0.08467282	0.08105054	
1095.82	0.08544193	0.08104746	
1096.02	0.08504241	0.08104439	
1096.22	0.08543528	0.08104133	
1096.42	0.08563098	0.08103827	
1096.62	0.08532427	0.08103523	
1096.82	0.08559375	0.08103219	
1097.02	0.08588388	0.08102916	
1097.22	0.08620641	0.08102613	
1097.42	0.0862818	0.08102312	
1097.62	0.08650292	0.08102011	
1097.82	0.08628521	0.08101712	
1098.02	0.0859406	0.08101413	
1098.22	0.085587	0.08101114	
1098.42	0.08516873	0.08100817	
1098.62	0.08502689	0.0810052	
1098.82	0.08511909	0.08100225	
1099.02	0.08503931	0.0809993	
1099.22	0.08427445	0.08099636	
1099.42	0.08482123	0.08099342	
1099.62	0.08494408	0.0809905	
1099.82	0.08519772	0.08098758	
1100.02	0.08495965	0.08098467	
1100.22	0.084914	0.08098177	
1100.42	0.08462568	0.08097887	
1100.62	0.08513577	0.08097598	
1100.82	0.08526869	0.08097311	
1101.02	0.08568983	0.08097023	
1101.22	0.086394	0.08096737	
1101.42	0.08687221	0.08096452	
1101.62	0.08662968	0.08096167	
1101.82	0.08658451	0.08095883	
1102.02	0.08684662	0.080956	
1102.22	0.08699431	0.08095317	
1102.42	0.08672667	0.08095035	
1102.62	0.08676166	0.08094755	
1102.82	0.08701352	0.08094474	
1103.02	0.08712175	0.08094195	
1103.22	0.08662126	0.08093916	
1103.42	0.08677489	0.08093638	
1103.62	0.08610633	0.08093361	
1103.82	0.08611709	0.08093085	
1104.02	0.08591072	0.08092809	
1104.22	0.08537611	0.08092534	
1104.42	0.08553182	0.0809226	
1104.62	0.08558196	0.08091987	
1104.82	0.08603651	0.08091714	
1105.02	0.08693837	0.08091442	
1105.22	0.08749938	0.08091171	
1105.42	0.08798464	0.080909	
1105.62	0.08801421	0.0809063	
1105.82	0.08797238	0.08090361	
1106.02	0.08749529	0.08090093	
1106.22	0.0870727	0.08089826	
1106.42	0.08682673	0.08089559	
1106.62	0.08699609	0.08089293	
1106.82	0.08733425	0.08089027	
1107.02	0.08729524	0.08088763	
1107.22	0.08684409	0.08088499	
1107.42	0.08661585	0.08088235	
1107.62	0.08598907	0.08087973	
1107.82	0.08616247	0.08087711	
1108.02	0.08590854	0.0808745	
1108.22	0.08606459	0.08087189	
1108.42	0.08630923	0.0808693	
1108.62	0.08678778	0.08086671	
1108.82	0.0879272	0.08086412	
1109.02	0.08725978	0.08086155	
1109.22	0.0871089	0.08085898	
1109.42	0.08720229	0.08085642	
1109.62	0.0867722	0.08085386	
1109.82	0.08624927	0.08085131	
1110.02	0.08551079	0.08084877	
1110.22	0.08539878	0.08084624	
1110.42	0.08530352	0.08084371	
1110.62	0.08576443	0.08084119	
1110.82	0.08554222	0.08083867	
1111.02	0.08551761	0.08083616	
1111.22	0.08483165	0.08083366	
1111.42	0.08465407	0.08083117	
1111.62	0.0845318	0.08082868	
1111.82	0.08515156	0.0808262	
1112.02	0.08492708	0.08082373	
1112.22	0.084804	0.08082126	
1112.42	0.08455478	0.0808188	
1112.62	0.08471945	0.08081635	
1112.82	0.08439761	0.0808139	
1113.02	0.08379365	0.08081146	
1113.22	0.08388328	0.08080903	
1113.42	0.08408393	0.0808066	
1113.62	0.08435084	0.08080418	
1113.82	0.08413194	0.08080177	
1114.02	0.08360264	0.08079936	
1114.22	0.0845386	0.08079696	
1114.42	0.0845094	0.08079456	
1114.62	0.08427486	0.08079217	
1114.82	0.08425283	0.08078979	
1115.02	0.08458847	0.08078742	
1115.22	0.08403137	0.08078505	
1115.42	0.08402762	0.08078269	
1115.62	0.08388016	0.08078033	
1115.82	0.08382176	0.08077798	
1116.02	0.08336428	0.08077564	
1116.22	0.08300867	0.0807733	
1116.42	0.08279038	0.08077097	
1116.62	0.08286787	0.08076865	
1116.82	0.08331714	0.08076633	
1117.02	0.08342283	0.08076402	
1117.22	0.08323274	0.08076171	
1117.42	0.08371126	0.08075941	
1117.62	0.08360703	0.08075712	
1117.82	0.08327935	0.08075483	
1118.02	0.08387553	0.08075255	
1118.22	0.08441024	0.08075028	
1118.42	0.08328215	0.08074801	
1118.62	0.08328184	0.08074575	
1118.82	0.08345601	0.08074349	
1119.02	0.0828824	0.08074124	
1119.22	0.08233646	0.080739	
1119.42	0.08254082	0.08073676	
1119.62	0.08233825	0.08073453	
1119.82	0.08235841	0.0807323	
1120.02	0.08243018	0.08073008	
1120.22	0.08248408	0.08072787	
1120.42	0.0829843	0.08072566	
1120.62	0.08366213	0.08072346	
1120.82	0.08476191	0.08072126	
1121.02	0.084916	0.08071907	
1121.22	0.08492502	0.08071689	
1121.42	0.08512412	0.08071471	
1121.62	0.08559057	0.08071254	
1121.82	0.0861732	0.08071037	
1122.02	0.0861504	0.08070821	
1122.22	0.08575437	0.08070606	
1122.42	0.08521133	0.08070391	
1122.62	0.08545905	0.08070176	
1122.82	0.0847129	0.08069963	
1123.02	0.08438407	0.0806975	
1123.22	0.08441661	0.08069537	
1123.42	0.08406651	0.08069325	
1123.62	0.08353292	0.08069114	
1123.82	0.08345353	0.08068903	
1124.02	0.08397479	0.08068693	
1124.22	0.08447799	0.08068483	
1124.42	0.08446093	0.08068274	
1124.62	0.08470721	0.08068065	
1124.82	0.08539845	0.08067857	
1125.02	0.08540964	0.0806765	
1125.22	0.08500883	0.08067443	
1125.42	0.08554157	0.08067236	
1125.62	0.08610247	0.08067031	
1125.82	0.08566489	0.08066825	
1126.02	0.08544536	0.08066621	
1126.22	0.08541935	0.08066417	
1126.42	0.08499395	0.08066213	
1126.62	0.08480656	0.0806601	
1126.82	0.08482093	0.08065808	
1127.02	0.08516945	0.08065606	
1127.22	0.08500249	0.08065404	
1127.42	0.08527533	0.08065204	
1127.62	0.08526845	0.08065003	
1127.82	0.08494745	0.08064804	
1128.02	0.0848219	0.08064605	
1128.22	0.08417409	0.08064406	
1128.42	0.08381057	0.08064208	
1128.62	0.08375515	0.0806401	
1128.82	0.08345948	0.08063813	
1129.02	0.08331196	0.08063617	
1129.22	0.08290025	0.08063421	
1129.42	0.08297767	0.08063225	
1129.62	0.08294442	0.0806303	
1129.82	0.08268585	0.08062836	
1130.02	0.08236349	0.08062642	
1130.22	0.08212647	0.08062449	
1130.42	0.08276128	0.08062256	
1130.62	0.0834837	0.08062064	
1130.82	0.08433805	0.08061872	
1131.02	0.08490474	0.08061681	
1131.22	0.08586235	0.0806149	
1131.42	0.08671898	0.080613	
1131.62	0.08616888	0.0806111	
1131.82	0.08603674	0.08060921	
1132.02	0.08594648	0.08060732	
1132.22	0.08639197	0.08060544	
1132.42	0.08660673	0.08060356	
1132.62	0.08613307	0.08060169	
1132.82	0.08591604	0.08059982	
1133.02	0.08571768	0.08059796	
1133.22	0.08505063	0.08059611	
1133.42	0.08459022	0.08059425	
1133.62	0.08473025	0.08059241	
1133.82	0.08418152	0.08059057	
1134.02	0.08344363	0.08058873	
1134.22	0.0835145	0.0805869	
1134.42	0.08376247	0.08058507	
1134.62	0.08339067	0.08058325	
1134.82	0.08370931	0.08058143	
1135.02	0.08354388	0.08057962	
1135.22	0.0842237	0.08057782	
1135.42	0.08420797	0.08057601	
1135.62	0.08418154	0.08057422	
1135.82	0.08452909	0.08057242	
1136.02	0.08469128	0.08057064	
1136.22	0.08549349	0.08056885	
1136.42	0.08493802	0.08056708	
1136.62	0.08484067	0.0805653	
1136.82	0.08489677	0.08056354	
1137.02	0.08443059	0.08056177	
1137.22	0.08434226	0.08056001	
1137.42	0.08455779	0.08055826	
1137.62	0.08473979	0.08055651	
1137.82	0.08492921	0.08055477	
1138.02	0.08417114	0.08055303	
1138.22	0.08405256	0.08055129	
1138.42	0.0839233	0.08054956	
1138.62	0.08376523	0.08054784	
1138.82	0.08380639	0.08054611	
1139.02	0.08352821	0.0805444	
1139.22	0.0835844	0.08054269	
1139.42	0.08374537	0.08054098	
1139.62	0.08358805	0.08053928	
1139.82	0.08357338	0.08053758	
1140.02	0.08404991	0.08053589	
1140.22	0.08436398	0.0805342	
1140.42	0.08418175	0.08053251	
1140.62	0.08419367	0.08053083	
1140.82	0.08391549	0.08052916	
1141.02	0.08363632	0.08052749	
1141.22	0.08335457	0.08052582	
1141.42	0.08311619	0.08052416	
1141.62	0.08290269	0.08052251	
1141.82	0.08342418	0.08052085	
1142.02	0.08273386	0.0805192	
1142.22	0.08322191	0.08051756	
1142.42	0.08320275	0.08051592	
1142.62	0.08326863	0.08051429	
1142.82	0.08385833	0.08051266	
1143.02	0.08446539	0.08051103	
1143.22	0.08389273	0.08050941	
1143.42	0.08470952	0.08050779	
1143.62	0.08554661	0.08050618	
1143.82	0.08567496	0.08050457	
1144.02	0.08601777	0.08050297	
1144.22	0.08642286	0.08050137	
1144.42	0.08662156	0.08049977	
1144.62	0.08648181	0.08049818	
1144.82	0.08689397	0.0804966	
1145.02	0.08670616	0.08049501	
1145.22	0.08666086	0.08049344	
1145.42	0.08638122	0.08049186	
1145.62	0.08645804	0.08049029	
1145.82	0.08628097	0.08048873	
1146.02	0.08633059	0.08048717	
1146.22	0.08609321	0.08048561	
1146.42	0.08621526	0.08048406	
1146.62	0.08653327	0.08048251	
1146.82	0.08662829	0.08048096	
1147.02	0.08599437	0.08047942	
1147.22	0.08497508	0.08047789	
1147.42	0.08528275	0.08047636	
1147.62	0.08541504	0.08047483	
1147.82	0.0844033	0.08047331	
1148.02	0.08437256	0.08047179	
1148.22	0.08429605	0.08047027	
1148.42	0.08427083	0.08046876	
1148.62	0.08458393	0.08046725	
1148.82	0.08483355	0.08046575	
1149.02	0.08480937	0.08046425	
1149.22	0.0850397	0.08046276	
1149.42	0.0850718	0.08046127	
1149.62	0.08487838	0.08045978	
1149.82	0.08555437	0.0804583	
1150.02	0.08668191	0.08045682	
1150.22	0.08629406	0.08045534	
1150.42	0.08674264	0.08045387	
1150.62	0.08680747	0.0804524	
1150.82	0.08651055	0.08045094	
1151.02	0.08638705	0.08044948	
1151.22	0.0859563	0.08044803	
1151.42	0.08559835	0.08044658	
1151.62	0.08541155	0.08044513	
1151.82	0.08487128	0.08044369	
1152.02	0.0845085	0.08044225	
1152.22	0.08391587	0.08044081	
1152.42	0.08406354	0.08043938	
1152.62	0.08432416	0.08043795	
1152.82	0.08392954	0.08043653	
1153.02	0.08404579	0.08043511	
1153.22	0.08391074	0.08043369	
1153.42	0.08424137	0.08043228	
1153.62	0.08380952	0.08043087	
1153.82	0.08413773	0.08042947	
1154.02	0.08341708	0.08042807	
1154.22	0.08275284	0.08042667	
1154.42	0.08277131	0.08042528	
1154.62	0.08277377	0.08042389	
1154.82	0.08286777	0.0804225	
1155.02	0.08320092	0.08042112	
1155.22	0.08324762	0.08041974	
1155.42	0.08297631	0.08041837	
1155.62	0.08329481	0.080417	
1155.82	0.08369488	0.08041563	
1156.02	0.08376215	0.08041427	
1156.22	0.08421841	0.08041291	
1156.42	0.08475759	0.08041155	
1156.62	0.08527343	0.0804102	
1156.82	0.08519299	0.08040885	
1157.02	0.08476158	0.0804075	
