Conc1	3E-06	
Start1	480.02	
Stop1	5779.82	
Kobs	1.85483089300123E-05	
Error Kobs	2.44549574264042E-07	
Koff	0	
Error Koff	0	
Time1	Data1	Fit1	
558.62	0.37070326	0.39266821	
558.82	0.37095351	0.39267934	
559.02	0.37098776	0.3926903	
559.22	0.3711419	0.39270109	
559.42	0.37142495	0.3927117	
559.62	0.37134153	0.39272214	
559.82	0.37117563	0.39273242	
560.02	0.37101105	0.39274253	
560.22	0.37147598	0.39275248	
560.42	0.37141425	0.39276227	
560.62	0.37092014	0.3927719	
560.82	0.37093029	0.39278138	
561.02	0.37101992	0.39279071	
561.22	0.37069442	0.39279989	
561.42	0.37067599	0.39280892	
561.62	0.37054477	0.39281781	
561.82	0.37086898	0.39282656	
562.02	0.3707168	0.39283516	
562.22	0.37148499	0.39284363	
562.42	0.37126993	0.39285196	
562.62	0.37189953	0.39286016	
562.82	0.37239828	0.39286823	
563.02	0.37306968	0.39287617	
563.22	0.37360329	0.39288398	
563.42	0.37414394	0.39289167	
563.62	0.37419874	0.39289923	
563.82	0.3743802	0.39290668	
564.02	0.374944	0.392914	
564.22	0.3752305	0.39292121	
564.42	0.37540026	0.3929283	
564.62	0.37532419	0.39293528	
564.82	0.37526466	0.39294214	
565.02	0.3752376	0.3929489	
565.22	0.37554898	0.39295555	
565.42	0.3754764	0.39296209	
565.62	0.37534805	0.39296853	
565.82	0.3759965	0.39297486	
566.02	0.37573052	0.3929811	
566.22	0.37606402	0.39298723	
566.42	0.37544478	0.39299327	
566.62	0.37585272	0.39299921	
566.82	0.3758775	0.39300505	
567.02	0.37583326	0.3930108	
567.22	0.37572421	0.39301646	
567.42	0.37559485	0.39302203	
567.62	0.37531564	0.39302751	
567.82	0.37568403	0.3930329	
568.02	0.37572628	0.3930382	
568.22	0.37513718	0.39304342	
568.42	0.37536603	0.39304856	
568.62	0.37495959	0.39305362	
568.82	0.375162	0.39305859	
569.02	0.37588469	0.39306348	
569.22	0.37647194	0.3930683	
569.42	0.37625135	0.39307304	
569.62	0.37612338	0.3930777	
569.82	0.37661641	0.39308229	
570.02	0.37677832	0.39308681	
570.22	0.3775776	0.39309125	
570.42	0.37792114	0.39309562	
570.62	0.37862276	0.39309992	
570.82	0.37852894	0.39310416	
571.02	0.37937057	0.39310832	
571.22	0.37985452	0.39311242	
571.42	0.37993197	0.39311646	
571.62	0.380109	0.39312042	
571.82	0.38066331	0.39312433	
572.02	0.37993086	0.39312817	
572.22	0.37963691	0.39313195	
572.42	0.3798201	0.39313568	
572.62	0.3796834	0.39313934	
572.82	0.37972838	0.39314294	
573.02	0.37942207	0.39314648	
573.22	0.37872032	0.39314997	
573.42	0.37855588	0.39315341	
573.62	0.37814081	0.39315678	
573.82	0.37874161	0.39316011	
