Conc1	3.704E-08	
Start1	480.02	
Stop1	5779.82	
Kobs	5.43407746342408E-05	
Error Kobs	2.69312012074895E-07	
Koff	0	
Error Koff	0	
Time1	Data1	Fit1	
580.82	0.12667117	0.13319651	
581.02	0.12744647	0.13333494	
581.22	0.12788706	0.13347305	
581.42	0.12844501	0.13361084	
581.62	0.12898419	0.13374831	
581.82	0.12951473	0.13388546	
582.02	0.12990597	0.13402228	
582.22	0.12998055	0.13415879	
582.42	0.12990074	0.13429498	
582.62	0.1305702	0.13443085	
582.82	0.13014511	0.13456641	
583.02	0.1301512	0.13470165	
583.22	0.129459	0.13483657	
583.42	0.12971085	0.13497118	
583.62	0.1295228	0.13510548	
583.82	0.12891045	0.13523946	
584.02	0.12834861	0.13537313	
584.22	0.12820847	0.13550649	
584.42	0.12861059	0.13563953	
584.62	0.12845136	0.13577227	
584.82	0.12883055	0.1359047	
585.02	0.12949324	0.13603682	
585.22	0.12963383	0.13616863	
585.42	0.13039515	0.13630013	
585.62	0.13076408	0.13643133	
585.82	0.13080668	0.13656222	
586.02	0.13157121	0.1366928	
586.22	0.13222139	0.13682308	
586.42	0.13265028	0.13695306	
586.62	0.13321649	0.13708273	
586.82	0.1326683	0.1372121	
587.02	0.13293507	0.13734117	
587.22	0.13305869	0.13746994	
587.42	0.13324256	0.13759841	
587.62	0.13282438	0.13772658	
587.82	0.13219639	0.13785445	
588.02	0.13211759	0.13798202	
588.22	0.13268405	0.13810929	
588.42	0.13222684	0.13823627	
588.62	0.13238725	0.13836295	
588.82	0.13296435	0.13848933	
589.02	0.13280134	0.13861542	
589.22	0.13255872	0.13874122	
589.42	0.13262085	0.13886672	
589.62	0.13220464	0.13899193	
589.82	0.1325971	0.13911685	
590.02	0.13308716	0.13924148	
590.22	0.13340411	0.13936582	
590.42	0.13408768	0.13948986	
590.62	0.13427681	0.13961362	
590.82	0.13460903	0.13973709	
591.02	0.13557824	0.13986027	
591.22	0.13619807	0.13998316	
591.42	0.13641791	0.14010577	
591.62	0.13674302	0.14022809	
591.82	0.13669778	0.14035012	
592.02	0.13658527	0.14047187	
592.22	0.13682983	0.14059334	
592.42	0.13609489	0.14071453	
592.62	0.13575498	0.14083543	
592.82	0.13570964	0.14095605	
593.02	0.13544965	0.14107638	
593.22	0.13526788	0.14119644	
593.42	0.1352004	0.14131622	
593.62	0.13521701	0.14143572	
593.82	0.13519257	0.14155493	
594.02	0.13519498	0.14167388	
594.22	0.13546122	0.14179254	
594.42	0.13590658	0.14191093	
594.62	0.13610175	0.14202904	
594.82	0.13618236	0.14214687	
595.02	0.13740151	0.14226443	
595.22	0.13738661	0.14238172	
595.42	0.13728416	0.14249873	
595.62	0.13678838	0.14261547	
595.82	0.13616989	0.14273194	
596.02	0.13609724	0.14284814	
596.22	0.136689	0.14296406	
596.42	0.13647104	0.14307971	
596.62	0.13617951	0.1431951	
596.82	0.13675302	0.14331022	
597.02	0.13700171	0.14342506	
597.22	0.13706171	0.14353964	
597.42	0.13663945	0.14365396	
597.62	0.13691469	0.143768	
597.82	0.13721907	0.14388178	
598.02	0.13761524	0.1439953	
598.22	0.13775352	0.14410854	
598.42	0.13841635	0.14422153	
598.62	0.13906533	0.14433425	
598.82	0.13927303	0.14444671	
599.02	0.1395177	0.14455891	
599.22	0.13903419	0.14467084	
599.42	0.13910935	0.14478252	
599.62	0.13916498	0.14489393	
599.82	0.13975496	0.14500509	
600.02	0.14047374	0.14511598	
600.22	0.14077227	0.14522662	
600.42	0.14004936	0.14533699	
600.62	0.13935207	0.14544712	
600.82	0.13885814	0.14555698	
601.02	0.13896042	0.14566659	
601.22	0.13917657	0.14577594	
601.42	0.13866337	0.14588504	
601.62	0.13941399	0.14599388	
601.82	0.13981099	0.14610247	
602.02	0.140398	0.1462108	
602.22	0.14089252	0.14631888	
602.42	0.14143499	0.14642672	
602.62	0.14143856	0.14653429	
602.82	0.14181139	0.14664162	
603.02	0.14181364	0.1467487	
603.22	0.14181009	0.14685553	
603.42	0.14244731	0.14696211	
603.62	0.14337442	0.14706844	
603.82	0.14373275	0.14717452	
604.02	0.14321028	0.14728036	
604.22	0.14334339	0.14738595	
604.42	0.14337191	0.14749129	
604.62	0.14294786	0.14759638	
604.82	0.14338669	0.14770124	
605.02	0.143642	0.14780584	
605.22	0.14366343	0.14791021	
605.42	0.14338391	0.14801432	
605.62	0.14390669	0.1481182	
605.82	0.14405387	0.14822184	
606.02	0.14391417	0.14832523	
606.22	0.14380317	0.14842838	
606.42	0.14362884	0.14853129	
606.62	0.14411712	0.14863396	
606.82	0.14417185	0.14873639	
607.02	0.14352961	0.14883859	
607.22	0.14333827	0.14894054	
607.42	0.14395596	0.14904226	
607.62	0.14357743	0.14914374	
607.82	0.14338709	0.14924498	
608.02	0.14309018	0.14934599	
608.22	0.14322181	0.14944676	
608.42	0.14286257	0.14954729	
608.62	0.14259453	0.14964759	
608.82	0.14271433	0.14974766	
609.02	0.14297436	0.1498475	
609.22	0.14368476	0.1499471	
609.42	0.14411353	0.15004647	
609.62	0.14379589	0.1501456	
609.82	0.14429863	0.15024451	
610.02	0.14395352	0.15034319	
610.22	0.14400286	0.15044163	
610.42	0.14432629	0.15053985	
610.62	0.14480321	0.15063783	
610.82	0.14431931	0.15073559	
611.02	0.14471558	0.15083312	
611.22	0.14463291	0.15093042	
611.42	0.14420666	0.1510275	
611.62	0.14426083	0.15112435	
611.82	0.14460541	0.15122097	
612.02	0.14417016	0.15131737	
612.22	0.14444277	0.15141354	
612.42	0.14490723	0.15150949	
612.62	0.14508582	0.15160522	
612.82	0.1456102	0.15170072	
613.02	0.14588242	0.151796	
613.22	0.1456709	0.15189106	
613.42	0.14530905	0.15198589	
613.62	0.14500856	0.15208051	
613.82	0.14561027	0.1521749	
614.02	0.14487556	0.15226907	
614.22	0.14546494	0.15236303	
614.42	0.14600677	0.15245676	
614.62	0.14612291	0.15255028	
614.82	0.14631305	0.15264358	
615.02	0.14605653	0.15273666	
615.22	0.14622944	0.15282952	
615.42	0.14697306	0.15292217	
615.62	0.14793398	0.1530146	
615.82	0.14804322	0.15310681	
616.02	0.14811009	0.15319881	
616.22	0.1487517	0.1532906	
616.42	0.14879177	0.15338217	
616.62	0.14853213	0.15347353	
616.82	0.14873615	0.15356467	
617.02	0.14818606	0.15365561	
617.22	0.14814708	0.15374633	
617.42	0.14866713	0.15383684	
617.62	0.14862158	0.15392713	
617.82	0.14881663	0.15401722	
618.02	0.1492018	0.1541071	
618.22	0.14951919	0.15419676	
618.42	0.14900207	0.15428622	
618.62	0.14918453	0.15437547	
618.82	0.1490661	0.15446451	
619.02	0.14940457	0.15455335	
619.22	0.15011502	0.15464197	
619.42	0.15038371	0.15473039	
619.62	0.15035401	0.15481861	
619.82	0.1505819	0.15490661	
620.02	0.15095817	0.15499442	
620.22	0.15168647	0.15508202	
620.42	0.15228456	0.15516941	
620.62	0.1519574	0.1552566	
620.82	0.15213312	0.15534359	
621.02	0.15209611	0.15543037	
621.22	0.15193301	0.15551695	
621.42	0.15201702	0.15560333	
621.62	0.15188277	0.15568951	
621.82	0.15168922	0.15577548	
622.02	0.15127752	0.15586126	
622.22	0.15101649	0.15594684	
622.42	0.15082707	0.15603221	
622.62	0.15108375	0.15611739	
622.82	0.15130463	0.15620237	
623.02	0.1512993	0.15628715	
623.22	0.15084912	0.15637173	
623.42	0.15130007	0.15645612	
623.62	0.15161899	0.15654031	
623.82	0.15188849	0.1566243	
624.02	0.15245177	0.1567081	
624.22	0.15273726	0.1567917	
624.42	0.15252214	0.15687511	
624.62	0.15206168	0.15695832	
624.82	0.15295287	0.15704134	
625.02	0.15297664	0.15712416	
625.22	0.15257264	0.15720679	
625.42	0.15322469	0.15728923	
625.62	0.15342163	0.15737147	
625.82	0.15305724	0.15745353	
626.02	0.15315367	0.15753539	
626.22	0.15366915	0.15761706	
626.42	0.15334603	0.15769855	
626.62	0.153364	0.15777984	
626.82	0.15338947	0.15786094	
627.02	0.15308476	0.15794185	
627.22	0.15267656	0.15802258	
627.42	0.15285385	0.15810311	
627.62	0.15268586	0.15818346	
627.82	0.1532478	0.15826362	
628.02	0.15338059	0.15834359	
628.22	0.1529809	0.15842338	
628.42	0.15268684	0.15850298	
628.62	0.1535863	0.1585824	
628.82	0.15417087	0.15866163	
629.02	0.15407275	0.15874067	
629.22	0.15420664	0.15881953	
629.42	0.15417188	0.15889821	
629.62	0.15425695	0.1589767	
629.82	0.15492353	0.15905501	
630.02	0.15506973	0.15913314	
630.22	0.15552742	0.15921109	
630.42	0.15557799	0.15928885	
630.62	0.1554877	0.15936643	
630.82	0.15632124	0.15944384	
631.02	0.15660444	0.15952106	
631.22	0.15611764	0.1595981	
631.42	0.15598579	0.15967496	
631.62	0.15624741	0.15975164	
631.82	0.15658124	0.15982815	
632.02	0.15590756	0.15990447	
632.22	0.15529819	0.15998062	
632.42	0.15475716	0.16005659	
632.62	0.15503159	0.16013238	
632.82	0.15467748	0.16020799	
633.02	0.15443399	0.16028343	
633.22	0.15414754	0.1603587	
633.42	0.15452381	0.16043378	
633.62	0.15540379	0.1605087	
633.82	0.15580492	0.16058343	
634.02	0.15638235	0.160658	
634.22	0.15706537	0.16073239	
634.42	0.15746741	0.1608066	
634.62	0.1583388	0.16088064	
634.82	0.15979002	0.16095452	
635.02	0.15964862	0.16102821	
635.22	0.15963275	0.16110174	
635.42	0.16020647	0.16117509	
635.62	0.16051046	0.16124828	
635.82	0.16033684	0.16132129	
636.02	0.16022358	0.16139413	
636.22	0.15994449	0.16146681	
636.42	0.15955704	0.16153931	
636.62	0.15905131	0.16161164	
636.82	0.15836616	0.16168381	
637.02	0.15767448	0.16175581	
637.22	0.15759118	0.16182763	
637.42	0.15706485	0.1618993	
637.62	0.15612026	0.16197079	
637.82	0.15608256	0.16204212	
638.02	0.15650877	0.16211328	
638.22	0.15594879	0.16218428	
638.42	0.15639427	0.16225511	
638.62	0.15792945	0.16232577	
638.82	0.15794699	0.16239627	
639.02	0.15820156	0.16246661	
639.22	0.15921348	0.16253678	
639.42	0.15948712	0.16260679	
639.62	0.15947492	0.16267663	
639.82	0.16036923	0.16274631	
640.02	0.16046437	0.16281583	
640.22	0.16063648	0.16288519	
640.42	0.16064583	0.16295438	
640.62	0.16044295	0.16302342	
640.82	0.16005835	0.16309229	
641.02	0.16043065	0.163161	
641.22	0.16050676	0.16322955	
