	Sensor	Step Name	Step Type	Time (sec)	Binding (nm)	subtracted
16750	H1	Loading	LOADING	184.98401	0.0020597472	-0.07600980691054246
16751	H1	Loading	LOADING	185.49901	0.0046575586	-0.0748437735848256
16752	H1	Loading	LOADING	185.998	0.0017324227	-0.07632285609283826
16753	H1	Loading	LOADING	186.49701	0.0010167399	-0.07788822552097371
16754	H1	Loading	LOADING	186.99701	0.0073272195	-0.0744174229577311
16755	H1	Loading	LOADING	187.496	0.0012341167	-0.07994938522019765
16756	H1	Loading	LOADING	187.995	0.0035562592	-0.07523886227422735
16757	H1	Loading	LOADING	188.494	0.006185745	-0.07559238789976916
16758	H1	Loading	LOADING	188.99301	0.0034765403	-0.07778345673718831
16759	H1	Loading	LOADING	189.49301	0.003493475	-0.07935281024688265
16760	H1	Loading	LOADING	189.992	0.0042342613	-0.07821141366289339
16761	H1	Loading	LOADING	190.491	0.0016172382	-0.08019933217578909
16762	H1	Loading	LOADING	190.99	0.0034390653	-0.08032659926825544
16763	H1	Loading	LOADING	191.489	0.0036699092	-0.0840305261910089
16764	H1	Loading	LOADING	191.989	0.002417679	-0.08179166024924597
16765	H1	Loading	LOADING	192.488	0.0048698857	-0.08101541685314259
16766	H1	Loading	LOADING	192.987	-0.00010184747	-0.08371470808483536
16767	H1	Loading	LOADING	193.48601	0.0024881328	-0.08553805687838575
16768	H1	Loading	LOADING	193.985	0.0016331108	-0.08539839656000367
16769	H1	Loading	LOADING	194.485	0.0030538193	-0.08592526983843526
16770	H1	Loading	LOADING	194.99901	0.004869636	-0.08672563495488247
16771	H1	Loading	LOADING	195.49901	-0.0014587698	-0.09162636062969795
16772	H1	Loading	LOADING	195.998	0.0057417266	-0.08416073533148846
16773	H1	Loading	LOADING	196.49701	0.0063717593	-0.08575016349927864
16774	H1	Loading	LOADING	196.996	0.0017100737	-0.08877735569981268
16775	H1	Loading	LOADING	197.495	0.0060949107	-0.08621593654529533
16776	H1	Loading	LOADING	197.995	0.0038350713	-0.08945244267956695
16777	H1	Loading	LOADING	198.494	0.0077897203	-0.08472364113108596
16778	H1	Loading	LOADING	198.99301	0.005244919	-0.08831292434038004
16779	H1	Loading	LOADING	199.492	0.0034408467	-0.09372363655270419
16780	H1	Loading	LOADING	199.991	0.0048822905	-0.09037410650776109
16781	H1	Loading	LOADING	200.491	0.0029669604	-0.09278809648380956
16782	H1	Loading	LOADING	200.99	0.004661376	-0.09093458108977756
16783	H1	Loading	LOADING	201.489	0.005616789	-0.09038349610195837
16784	H1	Loading	LOADING	201.988	0.004359946	-0.09065426230804405
16785	H1	Loading	LOADING	202.487	0.0024944854	-0.09336815794372341
16786	H1	Loading	LOADING	202.987	0.0036351094	-0.09742630316318354
16787	H1	Loading	LOADING	203.48601	0.004372309	-0.09383083736897788
16788	H1	Loading	LOADING	203.985	0.0060977093	-0.09309809279070577
16789	H1	Loading	LOADING	204.48401	0.0035603058	-0.1006015839185693
16790	H1	Loading	LOADING	204.99901	0.0041897465	-0.09223470786960206
16791	H1	Loading	LOADING	205.498	0.0030278764	-0.09859251600132665
16792	H1	Loading	LOADING	205.99701	0.0015475596	-0.10061303709076128
16793	H1	Loading	LOADING	206.496	0.005902664	-0.09616610451043925
16794	H1	Loading	LOADING	206.996	0.005023456	-0.0978094362318643
16795	H1	Loading	LOADING	207.495	0.0054847854	-0.09936437566207132
16796	H1	Loading	LOADING	207.994	0.0061335904	-0.10247251108662567
16797	H1	Loading	LOADING	208.49301	0.0024851975	-0.09954631790892562
16798	H1	Loading	LOADING	208.992	0.0066583576	-0.09709001003207049
16799	H1	Loading	LOADING	209.492	0.0052570226	-0.10371028302611193
16800	H1	Loading	LOADING	209.991	0.0019306584	-0.10401477370319298
16801	H1	Loading	LOADING	210.49	0.005088328	-0.10033143587784252
16802	H1	Loading	LOADING	210.989	0.0003262432	-0.10649561555615036
16803	H1	Loading	LOADING	211.488	0.0065414626	-0.10324554840476594
16804	H1	Loading	LOADING	211.988	0.0048147338	-0.10350227771700701
16805	H1	Loading	LOADING	212.487	0.005264092	-0.1037163119427987
16806	H1	Loading	LOADING	212.98601	0.007260349	-0.103075277958078
16807	H1	Loading	LOADING	213.485	0.0022589145	-0.10878474867345175
16808	H1	Loading	LOADING	213.98401	0.005599155	-0.10490196427704176
16809	H1	Loading	LOADING	214.499	0.0045903674	-0.10616383325682363
16810	H1	Loading	LOADING	214.998	0.0066538868	-0.10522591784970245
16811	H1	Loading	LOADING	215.498	0.00494027	-0.10919281371311626
16812	H1	Loading	LOADING	215.99701	0.004085302	-0.10803703401611528
16813	H1	Loading	LOADING	216.496	0.0052757617	-0.10939999247343621
16814	H1	Loading	LOADING	216.995	0.0046323147	-0.11117504114658913
16815	H1	Loading	LOADING	217.494	0.006162726	-0.10810060143844566
16816	H1	Loading	LOADING	217.994	0.0066558565	-0.11180257980154237
16817	H1	Loading	LOADING	218.49301	0.0031128773	-0.11349300943688831
16818	H1	Loading	LOADING	218.992	0.005247456	-0.11169511495531878
16819	H1	Loading	LOADING	219.491	0.008524609	-0.10994958548249087
16820	H1	Loading	LOADING	219.99	0.0052705654	-0.11446394674853763
16821	H1	Loading	LOADING	220.49	0.006164948	-0.11149012200908145
16822	H1	Loading	LOADING	220.98901	0.002779353	-0.11678377349303445
16823	H1	Loading	LOADING	221.488	0.006619087	-0.11206963934378109
16824	H1	Loading	LOADING	221.987	0.0064657945	-0.11340984652192673
16825	H1	Loading	LOADING	222.486	2.1024343e-05	-0.12164586293251886
16826	H1	Loading	LOADING	222.986	0.007349319	-0.11429615548254332
16827	H1	Loading	LOADING	223.485	0.0032799917	-0.11788690948301336
16828	H1	Loading	LOADING	223.98401	0.005668656	-0.11692917390168986
16829	H1	Loading	LOADING	224.499	0.007944105	-0.11825546944887719
16830	H1	Loading	LOADING	224.998	0.005610375	-0.12028423227743587
16831	H1	Loading	LOADING	225.49701	0.0038990115	-0.11901211525687358
16832	H1	Loading	LOADING	225.996	0.0030609213	-0.12211808768474838
16833	H1	Loading	LOADING	226.496	0.0040613296	-0.11903740276025018
16834	H1	Loading	LOADING	226.995	0.0080133965	-0.11843022933603606
16835	H1	Loading	LOADING	227.494	0.0034272887	-0.12158804593050263
16836	H1	Loading	LOADING	227.99301	0.00575857	-0.12299017604814252
16837	H1	Loading	LOADING	228.492	0.0038186666	-0.1237142192796
16838	H1	Loading	LOADING	228.992	0.00086342223	-0.12920121560014194
16839	H1	Loading	LOADING	229.491	0.009350485	-0.12017487964035353
16840	H1	Loading	LOADING	229.99	0.0069531268	-0.12468619129062972
16841	H1	Loading	LOADING	230.48901	0.003159665	-0.1238107615746685
16842	H1	Loading	LOADING	230.988	0.008147958	-0.12240870153905234
16843	H1	Loading	LOADING	231.487	0.005327477	-0.1273042135536798
16844	H1	Loading	LOADING	231.987	0.007466993	-0.12601330407337627
16845	H1	Loading	LOADING	232.486	0.0028975978	-0.13199251281471333
16846	H1	Loading	LOADING	232.985	0.004584053	-0.1306959166787692
16847	H1	Loading	LOADING	233.48401	0.006352829	-0.1279440368190535
16848	H1	Loading	LOADING	233.999	0.0054234406	-0.12985916665197691
16849	H1	Loading	LOADING	234.498	0.009054115	-0.12831590647251687
16850	H1	Loading	LOADING	234.99701	0.008021355	-0.12848022716493687
16851	H1	Loading	LOADING	235.49701	0.0058753476	-0.12860927261785945
16852	H1	Loading	LOADING	235.996	0.009897718	-0.1273862342015036
16853	H1	Loading	LOADING	236.495	0.0079785455	-0.13057440469415268
16854	H1	Loading	LOADING	236.994	0.004138878	-0.13063866921143016
16855	H1	Loading	LOADING	237.49301	0.006940666	-0.13341949690507135
16856	H1	Loading	LOADING	237.99301	0.0048964275	-0.13150151675940833
16857	H1	Loading	LOADING	238.492	0.007323487	-0.13138708748297176
16858	H1	Loading	LOADING	238.991	0.0031327358	-0.13673409443722448
16859	H1	Loading	LOADING	239.49	0.008459851	-0.1320785595700272
16860	H1	Loading	LOADING	239.98901	0.007288455	-0.13702413669229827
16861	H1	Loading	LOADING	240.48901	0.0028041047	-0.14066584125534973
16862	H1	Loading	LOADING	240.988	0.0071987836	-0.13500705218316397
16863	H1	Loading	LOADING	241.487	0.0065017245	-0.13925568383560857
16864	H1	Loading	LOADING	241.986	0.0055643567	-0.13560970776156864
16865	H1	Loading	LOADING	242.485	0.0036508194	-0.13887337964401922
16866	H1	Loading	LOADING	242.985	0.0038561577	-0.1407637109179177
16867	H1	Loading	LOADING	243.48401	0.006688449	-0.13814735222981653
16868	H1	Loading	LOADING	243.999	0.0030997058	-0.14250207479485652
16869	H1	Loading	LOADING	244.498	0.0032511947	-0.14217454354652545
16870	H1	Loading	LOADING	244.99701	0.007757402	-0.13794268152119002
16871	H1	Loading	LOADING	245.496	0.0058004465	-0.1390090989545115
16872	H1	Loading	LOADING	245.995	0.0066752313	-0.14249506449700675
16873	H1	Loading	LOADING	246.495	0.008025093	-0.14032313550264916
16874	H1	Loading	LOADING	246.994	0.002758133	-0.14633503436484716
16875	H1	Loading	LOADING	247.49301	0.008370344	-0.14153012397141537
16876	H1	Loading	LOADING	247.992	0.0043880823	-0.14473837424443445
16877	H1	Loading	LOADING	248.491	0.008037377	-0.14130541446061215
16878	H1	Loading	LOADING	248.991	0.00545017	-0.1425867583267518
16879	H1	Loading	LOADING	249.49	0.0066429484	-0.14169945378230295
16880	H1	Loading	LOADING	249.98901	0.007759512	-0.1448291400112339
16881	H1	Loading	LOADING	250.488	0.002384616	-0.14917525971682152
16882	H1	Loading	LOADING	250.987	0.0072282213	-0.14674847383425912
16883	H1	Loading	LOADING	251.487	0.006090102	-0.14893687187136492
16884	H1	Loading	LOADING	251.986	0.0073181833	-0.14703737382219514
16885	H1	Loading	LOADING	252.485	0.009908076	-0.14653848620505414
16886	H1	Loading	LOADING	252.98401	0.0044419016	-0.15013270263002595
16887	H1	Loading	LOADING	253.499	0.0073512355	-0.1485290829688438
16888	H1	Loading	LOADING	253.998	0.006653218	-0.14914015211538753
16889	H1	Loading	LOADING	254.49701	0.006236901	-0.15247398239002904
16890	H1	Loading	LOADING	254.996	0.010641016	-0.14647860216350636
16891	H1	Loading	LOADING	255.496	0.0028484168	-0.15603920930439016
16892	H1	Loading	LOADING	255.995	0.007156152	-0.15275502015279016
16893	H1	Loading	LOADING	256.49402	0.0053560743	-0.15386156781019053
16894	H1	Loading	LOADING	256.993	0.0038674474	-0.15555860238523564
16895	H1	Loading	LOADING	257.492	0.009352075	-0.15266221711785874
16896	H1	Loading	LOADING	257.992	0.006290191	-0.1553613771349319
16897	H1	Loading	LOADING	258.491	0.0039581815	-0.15638257606328806
16898	H1	Loading	LOADING	258.99	0.0030407142	-0.1589116188362368
16899	H1	Loading	LOADING	259.489	0.0035734966	-0.15877693585493943
16900	H1	Loading	LOADING	259.988	0.006055839	-0.15830581818149767
16901	H1	Loading	LOADING	260.488	0.0041892524	-0.15895706598089418
16902	H1	Loading	LOADING	260.987	0.0045808195	-0.1615326925777026
16903	H1	Loading	LOADING	261.486	0.007685514	-0.159427761532379
16904	H1	Loading	LOADING	261.985	0.008928069	-0.1561550427824386
16905	H1	Loading	LOADING	262.484	0.0053006653	-0.1616158107891806
16906	H1	Loading	LOADING	262.999	0.0068350877	-0.1615883428268262
16907	H1	Loading	LOADING	263.498	0.0014486413	-0.16657326250710866
16908	H1	Loading	LOADING	263.998	0.0051628547	-0.16447746424378237
16909	H1	Loading	LOADING	264.497	0.0062969304	-0.16295846175776205
16910	H1	Loading	LOADING	264.996	0.0063987314	-0.16229861226306638
16911	H1	Loading	LOADING	265.495	0.0058658402	-0.16415907765181145
16912	H1	Loading	LOADING	265.99402	0.005995705	-0.16497029593588194
16913	H1	Loading	LOADING	266.49402	0.007616936	-0.1620291047394403
16914	H1	Loading	LOADING	266.993	0.0063971165	-0.16500839401410303
16915	H1	Loading	LOADING	267.492	0.006581995	-0.16738575507329187
16916	H1	Loading	LOADING	267.991	0.008285854	-0.16654966535420498
16917	H1	Loading	LOADING	268.49	0.0041773156	-0.1678472784944006
16918	H1	Loading	LOADING	268.99	0.0059381924	-0.16769013923035345
16919	H1	Loading	LOADING	269.489	0.009150266	-0.16501899293066344
16920	H1	Loading	LOADING	269.988	0.00666944	-0.16758889794723472
16921	H1	Loading	LOADING	270.487	0.0074004275	-0.1660693557597824
16922	H1	Loading	LOADING	270.986	0.0061507155	-0.16809333205596885
16923	H1	Loading	LOADING	271.485	0.007267449	-0.1694962507709988
16924	H1	Loading	LOADING	271.985	0.009667093	-0.1701125423088797
16925	H1	Loading	LOADING	272.484	0.005836288	-0.17172948174552402
16926	H1	Loading	LOADING	272.999	0.008445724	-0.17193505397440276
16927	H1	Loading	LOADING	273.498	0.0031790973	-0.17505308214017531
16928	H1	Loading	LOADING	273.997	0.0050025433	-0.17611210184545598
16929	H1	Loading	LOADING	274.496	0.0075999987	-0.17638349250332794
16930	H1	Loading	LOADING	274.996	0.0056482144	-0.17630934479088864
16931	H1	Loading	LOADING	275.495	0.006466336	-0.1743483040146657
16932	H1	Loading	LOADING	275.99402	0.005867174	-0.17563448423893532
16933	H1	Loading	LOADING	276.493	0.005998535	-0.1750507983043917
16934	H1	Loading	LOADING	276.992	0.0068084337	-0.17671300234646878
16935	H1	Loading	LOADING	277.491	0.00479238	-0.17934432482720694
16936	H1	Loading	LOADING	277.991	0.0085999975	-0.17518587453664622
16937	H1	Loading	LOADING	278.49	0.005525676	-0.1780611462555953
16938	H1	Loading	LOADING	278.989	0.0063228025	-0.17792107161508283
16939	H1	Loading	LOADING	279.488	0.008820046	-0.1787348813042172
16940	H1	Loading	LOADING	279.987	0.004000176	-0.18441351965443573
16941	H1	Loading	LOADING	280.487	0.006544366	-0.1794747281484433
16942	H1	Loading	LOADING	280.98602	0.0062296432	-0.18464739337937316
16943	H1	Loading	LOADING	281.485	0.004214073	-0.18257590286807499
16944	H1	Loading	LOADING	281.984	0.0075482083	-0.18202058082820258
16945	H1	Loading	LOADING	282.483	0.0008434733	-0.1881644063643307
16946	H1	Loading	LOADING	282.998	0.006377326	-0.18458798524366102
16947	H1	Loading	LOADING	283.497	0.006029701	-0.18339879388363442
16948	H1	Loading	LOADING	283.997	0.0046065655	-0.1852933424189814
16949	H1	Loading	LOADING	284.496	0.008089126	-0.18441422326864085
16950	H1	Loading	LOADING	284.995	0.006692753	-0.1863061939031013
16951	H1	Loading	LOADING	285.49402	0.006501984	-0.1862642070874699
16952	H1	Loading	LOADING	285.99298	0.009355119	-0.18271792909504256
16953	H1	Loading	LOADING	286.49298	0.0047747623	-0.18831713820250115
16954	H1	Loading	LOADING	286.992	0.009999362	-0.1832813066095241
16955	H1	Loading	LOADING	287.491	0.0044954903	-0.18836238744111142
16956	H1	Loading	LOADING	287.99	0.009005878	-0.1867689913734921
16957	H1	Loading	LOADING	288.489	0.0052065994	-0.19123673621938905
16958	H1	Loading	LOADING	288.989	0.0036998747	-0.19247437567823908
16959	H1	Loading	LOADING	289.488	0.008542733	-0.18739895472676835
16960	H1	Loading	LOADING	289.987	0.0027229127	-0.1967941897120454
16961	H1	Loading	LOADING	290.48602	0.0051600006	-0.1912359343506523
16962	H1	Loading	LOADING	290.985	0.0061166757	-0.1942958375103899
16963	H1	Loading	LOADING	291.485	0.0039472417	-0.1960224983878561
16964	H1	Loading	LOADING	291.984	0.008173228	-0.18942099852861247
16965	H1	Loading	LOADING	292.49902	0.004693215	-0.19722096292675814
16966	H1	Loading	LOADING	292.998	0.006316556	-0.19264614858107051
16967	H1	Loading	LOADING	293.497	0.0058496147	-0.19732402401418767
16968	H1	Loading	LOADING	293.996	0.004964638	-0.1963454018943139
16969	H1	Loading	LOADING	294.495	0.00882844	-0.19468162252010188
16970	H1	Loading	LOADING	294.995	0.005899483	-0.19917894151435575
16971	H1	Loading	LOADING	295.49402	0.003947413	-0.20075669415668926
16972	H1	Loading	LOADING	295.99298	0.006663898	-0.19883576730640015
16973	H1	Loading	LOADING	296.492	0.005186078	-0.20084938822687945
16974	H1	Loading	LOADING	296.991	0.007900674	-0.19552671673150143
16975	H1	Loading	LOADING	297.491	0.0043532504	-0.20434572404624304
16976	H1	Loading	LOADING	297.99	0.009011852	-0.1948402817025908
16977	H1	Loading	LOADING	298.489	0.005475028	-0.20185777821020565
16978	H1	Loading	LOADING	298.988	0.0046360837	-0.2050956007689365
16979	H1	Loading	LOADING	299.487	0.008764557	-0.19848663589359603
16980	H1	Loading	LOADING	299.98602	0.0066426634	-0.20288828757034025
16981	H1	Loading	LOADING	300.48602	0.0022932487	-0.20539185075463137
16982	H1	Loading	LOADING	300.985	0.0057666344	-0.20231063381211242
16983	H1	Loading	LOADING	301.5	0.0070990557	-0.20465567006172022
16984	H1	Loading	LOADING	301.99902	0.0056621246	-0.20565225692839703
16985	H1	Loading	LOADING	302.498	0.006892405	-0.2044424954466649
16986	H1	Loading	LOADING	302.997	0.0041562067	-0.20819537012280306
16987	H1	Loading	LOADING	303.496	0.0076712514	-0.205039517920477
16988	H1	Loading	LOADING	303.996	0.00343958	-0.2110220011919864
16989	H1	Loading	LOADING	304.495	0.0049437494	-0.20899575479702434
16990	H1	Loading	LOADING	304.99402	0.0067475266	-0.2065151817761489
16991	H1	Loading	LOADING	305.49298	0.0048844363	-0.21043758277223787
16992	H1	Loading	LOADING	305.992	0.007531025	-0.2073068702258297
16993	H1	Loading	LOADING	306.492	0.007006032	-0.2086203880272933
16994	H1	Loading	LOADING	306.991	0.0066272886	-0.2086591315120586
16995	H1	Loading	LOADING	307.49	0.00784277	-0.20811499232800088
16996	H1	Loading	LOADING	307.989	0.005406477	-0.20787925362960777
16997	H1	Loading	LOADING	308.488	0.0073946435	-0.21043033847959122
16998	H1	Loading	LOADING	308.988	0.004061331	-0.2155313607901462
16999	H1	Loading	LOADING	309.487	0.0050713695	-0.21416552734003744
17000	H1	Loading	LOADING	309.98602	0.008785154	-0.21017328506709418
17001	H1	Loading	LOADING	310.485	0.0012107892	-0.2210476458668836
17002	H1	Loading	LOADING	310.984	0.0060442314	-0.2148546217605599
17003	H1	Loading	LOADING	311.484	0.0062773414	-0.21572659673543057
17004	H1	Loading	LOADING	311.998	0.0042890212	-0.21857745569573125
17005	H1	Loading	LOADING	312.498	0.0092700245	-0.2132757496684917
17006	H1	Loading	LOADING	312.997	0.0058272365	-0.21607585061715326
17007	H1	Loading	LOADING	313.496	0.007275864	-0.2152292299680539
17008	H1	Loading	LOADING	313.995	0.0068818657	-0.2168120131492742
17009	H1	Loading	LOADING	314.49402	0.0045430935	-0.2229510582648345
17010	H1	Loading	LOADING	314.99402	0.008396736	-0.21745570978523573
17011	H1	Loading	LOADING	315.49298	0.0050862134	-0.22170464830846867
17012	H1	Loading	LOADING	315.992	0.0062635075	-0.21851379001886925
17013	H1	Loading	LOADING	316.491	0.008291447	-0.219805516734732
17014	H1	Loading	LOADING	316.99	0.005408155	-0.22168934295327744
17015	H1	Loading	LOADING	317.49	0.008140167	-0.2209058957770594
17016	H1	Loading	LOADING	317.989	0.005716024	-0.2238373192623385
17017	H1	Loading	LOADING	318.488	0.008171337	-0.22090317258985123
17018	H1	Loading	LOADING	318.987	0.0073038978	-0.22242137506977996
17019	H1	Loading	LOADING	319.48602	0.00578364	-0.2232142327949532
17020	H1	Loading	LOADING	319.98602	0.0074380618	-0.22398920679838738
17021	H1	Loading	LOADING	320.485	0.004234462	-0.2275052987635263
17022	H1	Loading	LOADING	321.0	0.006563208	-0.22598114094139418
17023	H1	Loading	LOADING	321.49902	0.008811548	-0.22517617183179936
17024	H1	Loading	LOADING	321.998	0.0037677148	-0.22811348779500804
17025	H1	Loading	LOADING	322.497	0.006357829	-0.22638804322482428
17026	H1	Loading	LOADING	322.996	0.0050897473	-0.22932626210526905
17027	H1	Loading	LOADING	323.496	0.0039799195	-0.2313627781942614
17028	H1	Loading	LOADING	323.995	0.0069501903	-0.23008556241543374
17029	H1	Loading	LOADING	324.49402	0.0064657372	-0.22718241528050384
17030	H1	Loading	LOADING	325.004	0.00552342	-0.2309389956891664
17031	H1	Loading	LOADING	325.492	0.00569123	-0.2300786990337201
17032	H1	Loading	LOADING	325.991	0.0071864333	-0.23034227962048134
17033	H1	Loading	LOADING	326.491	0.004925056	-0.23523094036058864
17034	H1	Loading	LOADING	326.99	0.004817969	-0.2327293404042848
17035	H1	Loading	LOADING	327.489	0.006521658	-0.23445048971475443
17036	H1	Loading	LOADING	327.988	0.0059307422	-0.23485013420136056
17037	H1	Loading	LOADING	328.487	0.0067346673	-0.23092067564280114
17038	H1	Loading	LOADING	329.002	0.0076602134	-0.23334236253426752
17039	H1	Loading	LOADING	329.48602	0.0040274845	-0.23553756155447444
17040	H1	Loading	LOADING	329.985	0.007812246	-0.23355549756811342
17041	H1	Loading	LOADING	330.484	0.0023865595	-0.2374607890043535
17042	H1	Loading	LOADING	330.983	0.0065338407	-0.2348304162398108
17043	H1	Loading	LOADING	331.498	0.004822727	-0.23827772397921762
17044	H1	Loading	LOADING	331.997	0.008836235	-0.23022783404589972
17045	H1	Loading	LOADING	332.497	0.0052418774	-0.23898383459450087
17046	H1	Loading	LOADING	332.996	0.0061415173	-0.2358938133940228
17047	H1	Loading	LOADING	333.495	0.008042682	-0.23653308811040005
17048	H1	Loading	LOADING	333.99402	0.0043106973	-0.24434773760290227
17049	H1	Loading	LOADING	334.49298	0.006786645	-0.23765426963941536
17050	H1	Loading	LOADING	334.99298	0.0076735085	-0.2402509548366197
17051	H1	Loading	LOADING	335.492	0.0021774385	-0.2431722830180206
17052	H1	Loading	LOADING	335.991	0.0070328284	-0.24067702839524827
17053	H1	Loading	LOADING	336.49	0.004059754	-0.2468660417609044
17054	H1	Loading	LOADING	336.989	0.00462459	-0.24340477768705568
17055	H1	Loading	LOADING	337.489	0.0059356797	-0.24349803287909708
17056	H1	Loading	LOADING	337.988	0.006162161	-0.24348949591071686
17057	H1	Loading	LOADING	338.487	0.0066281776	-0.24531587396190843
17058	H1	Loading	LOADING	338.98602	0.0064915237	-0.24641988143698654
17059	H1	Loading	LOADING	339.485	0.006777233	-0.24790571160988292
17060	H1	Loading	LOADING	339.985	0.0062818215	-0.2453856644816824
17061	H1	Loading	LOADING	340.49902	0.0032159165	-0.24597603964061818
17062	H1	Loading	LOADING	340.99902	0.0071025304	-0.24708709629626355
17063	H1	Loading	LOADING	341.498	0.007234952	-0.2488413704224058
17064	H1	Loading	LOADING	341.997	0.006175638	-0.2470913682729133
17065	H1	Loading	LOADING	342.496	0.0077314526	-0.24624779956789097
17066	H1	Loading	LOADING	342.995	0.0041406476	-0.2512852688916155
17067	H1	Loading	LOADING	343.495	0.007271959	-0.25090542711691344
17068	H1	Loading	LOADING	343.99402	0.004654015	-0.25360494010524237
17069	H1	Loading	LOADING	344.49298	0.0077400575	-0.25032831166313374
17070	H1	Loading	LOADING	344.992	0.0073230234	-0.25196804568545306
17071	H1	Loading	LOADING	345.491	0.0045710616	-0.2531737736091145
17072	H1	Loading	LOADING	345.99	0.006570095	-0.2543566445484885
17073	H1	Loading	LOADING	346.49	0.0052349	-0.25688977396489465
17074	H1	Loading	LOADING	346.989	0.008795817	-0.25133809117974126
17075	H1	Loading	LOADING	347.488	0.0067725824	-0.25524364082516515
17076	H1	Loading	LOADING	347.987	0.0044403044	-0.2590404944159218
17077	H1	Loading	LOADING	348.48602	0.009419813	-0.25155911079050386
17078	H1	Loading	LOADING	349.001	0.004377232	-0.2583267693072685
17079	H1	Loading	LOADING	349.485	0.006751168	-0.2547534685246774
17080	H1	Loading	LOADING	349.984	0.0051643257	-0.26013512999193156
17081	H1	Loading	LOADING	350.483	0.005470827	-0.257061631850911
17082	H1	Loading	LOADING	350.998	0.0074208593	-0.25868114313484514
17083	H1	Loading	LOADING	351.497	0.006292968	-0.25707574418188417
17084	H1	Loading	LOADING	351.996	0.005051077	-0.2586504974998661
17085	H1	Loading	LOADING	352.496	0.0065450873	-0.2619889634326228
17086	H1	Loading	LOADING	352.995	0.006889742	-0.25986895474047744
17087	H1	Loading	LOADING	353.49402	0.0072860876	-0.2583538894206413
17088	H1	Loading	LOADING	353.99298	0.0040717395	-0.2638920438140758
17089	H1	Loading	LOADING	354.492	0.006360325	-0.26042131936551416
17090	H1	Loading	LOADING	354.992	0.008410703	-0.2607271722182759
17091	H1	Loading	LOADING	355.491	0.0034993484	-0.26605641535857105
17092	H1	Loading	LOADING	355.99	0.0059257764	-0.2655304814353713
17093	H1	Loading	LOADING	356.489	0.0064024725	-0.2646221583373972
17094	H1	Loading	LOADING	356.988	0.008912395	-0.25744921571017587
17095	H1	Loading	LOADING	357.488	0.0076562483	-0.2625578189864882
17096	H1	Loading	LOADING	357.987	0.0063034683	-0.26498726752029145
17097	H1	Loading	LOADING	358.48602	0.00938575	-0.265384317807866
17098	H1	Loading	LOADING	358.985	0.006326401	-0.2670180126689502
17099	H1	Loading	LOADING	359.484	0.006427442	-0.26493812721596444
17100	H1	Loading	LOADING	359.99902	0.0073443227	-0.2661609341986605
17101	H1	Loading	LOADING	360.498	0.0042419713	-0.2696820976808795
17102	H1	Loading	LOADING	360.998	0.008051	-0.2661808379590639
17103	H1	Loading	LOADING	361.497	0.005673487	-0.2699241907931992
17104	H1	Loading	LOADING	361.996	0.006063425	-0.2714967657476791
17105	H1	Loading	LOADING	362.495	0.007363321	-0.269704505767686
17106	H1	Loading	LOADING	362.99402	0.004788247	-0.27032898782194936
17107	H1	Loading	LOADING	363.49402	0.006835147	-0.2704111658632883
17108	H1	Loading	LOADING	363.99298	0.005334182	-0.27104848899321043
17109	H1	Loading	LOADING	364.492	0.0078322375	-0.27154485179485166
17110	H1	Loading	LOADING	364.992	0.0072356374	-0.27417239077763045
17111	H1	Loading	LOADING	365.49	0.0022866384	-0.27526467127167964
17112	H1	Loading	LOADING	365.99	0.008933623	-0.2707653012722858
17113	H1	Loading	LOADING	366.489	0.0065206233	-0.27545165220649326
17114	H1	Loading	LOADING	366.988	0.009036093	-0.2718900316059717
17115	H1	Loading	LOADING	367.487	0.009108656	-0.27263983382285917
17116	H1	Loading	LOADING	367.98602	0.005036525	-0.27691196833179677
17117	H1	Loading	LOADING	368.501	0.007565786	-0.2736374106854328
17118	H1	Loading	LOADING	368.985	0.004739012	-0.2776244487278291
17119	H1	Loading	LOADING	369.484	0.008020957	-0.2749484148472675
17120	H1	Loading	LOADING	369.99902	0.0060236584	-0.27825254524500453
17121	H1	Loading	LOADING	370.498	0.005688935	-0.2782626915387937
17122	H1	Loading	LOADING	370.997	0.007900223	-0.27802419798822486
17123	H1	Loading	LOADING	371.496	0.00669069	-0.27735701945052826
17124	H1	Loading	LOADING	371.995	0.005251759	-0.28026571121440613
17125	H1	Loading	LOADING	372.495	0.007367537	-0.27986332863943064
17126	H1	Loading	LOADING	372.99402	0.0043743164	-0.28254335649685347
17127	H1	Loading	LOADING	373.49298	0.0103686955	-0.27771162564308727
17128	H1	Loading	LOADING	373.992	0.005529226	-0.28403072102369153
17129	H1	Loading	LOADING	374.491	0.005973013	-0.2836381937042006
17130	H1	Loading	LOADING	374.991	0.0098665655	-0.28175611930341804
17131	H1	Loading	LOADING	375.49	0.0047668302	-0.2867136676460632
17132	H1	Loading	LOADING	375.989	0.0069679427	-0.2852950151674577
17133	H1	Loading	LOADING	376.488	0.008276529	-0.28521255633236253
17134	H1	Loading	LOADING	376.987	0.00878896	-0.2821817095056304
17135	H1	Loading	LOADING	377.487	0.0053346977	-0.28873982416839683
17136	H1	Loading	LOADING	377.98602	0.0028033073	-0.29229978212529206
17137	H1	Loading	LOADING	378.501	0.010593043	-0.2831383053809532
17138	H1	Loading	LOADING	378.984	0.0054601557	-0.28934318196402276
17139	H1	Loading	LOADING	379.49902	0.009462159	-0.28572193297000015
