	Sensor	Step Name	Step Type	Time (sec)	Binding (nm)	subtracted
17140	H1	Loading	LOADING	379.998	0.009392406	-0.2864703447222837
17141	H1	Loading	LOADING	380.497	0.005511379	-0.286912153907133
17142	H1	Loading	LOADING	380.997	0.008484641	-0.2923507759943732
17143	H1	Loading	LOADING	381.496	0.0054950146	-0.291723503232015
17144	H1	Loading	LOADING	381.995	0.0043275487	-0.2915624114349612
17145	H1	Loading	LOADING	382.49402	0.0059135207	-0.2942944382913538
17146	H1	Loading	LOADING	382.99298	0.0058322554	-0.29354338437692606
17147	H1	Loading	LOADING	383.49298	0.008666832	-0.29040616514535034
17148	H1	Loading	LOADING	383.992	0.006133782	-0.2942172875292727
17149	H1	Loading	LOADING	384.491	0.0077973558	-0.2940750331282743
17150	H1	Loading	LOADING	384.99	0.010622081	-0.2913819444030651
17151	H1	Loading	LOADING	385.489	0.0045888275	-0.29441654818506324
17152	H1	Loading	LOADING	385.989	0.009059389	-0.29304816989601934
17153	H1	Loading	LOADING	386.488	0.004683126	-0.29697271898762667
17154	H1	Loading	LOADING	386.987	0.007784219	-0.2953284233473369
17155	H1	Loading	LOADING	387.48602	0.0048053097	-0.29962882722170436
17156	H1	Loading	LOADING	388.001	0.006196671	-0.2964179743677505
17157	H1	Loading	LOADING	388.485	0.008254703	-0.2946327230557927
17158	H1	Loading	LOADING	388.984	0.0048152534	-0.30096147811414087
17159	H1	Loading	LOADING	389.49902	0.007715959	-0.29840147259087646
17160	H1	Loading	LOADING	389.998	0.008174365	-0.2995616602376231
17161	H1	Loading	LOADING	390.497	0.004438225	-0.30394287171216094
17162	H1	Loading	LOADING	390.996	0.010393773	-0.29639179675282323
17163	H1	Loading	LOADING	391.495	0.005528381	-0.30087065274269664
17164	H1	Loading	LOADING	391.99402	0.0053886054	-0.30239394164086664
17165	H1	Loading	LOADING	392.49402	0.007837256	-0.3041845517829188
17166	H1	Loading	LOADING	392.99298	0.0057423348	-0.3062224317938217
17167	H1	Loading	LOADING	393.492	0.0077663893	-0.2999473740011581
17168	H1	Loading	LOADING	393.991	0.003584638	-0.3059599415529647
17169	H1	Loading	LOADING	394.491	0.0057739494	-0.30526962733270013
17170	H1	Loading	LOADING	394.99	0.008200549	-0.3050926862880715
17171	H1	Loading	LOADING	395.489	0.0055207023	-0.30683065994085157
17172	H1	Loading	LOADING	395.988	0.006565783	-0.3071322864517697
17173	H1	Loading	LOADING	396.487	0.0044272444	-0.3106155059896537
17174	H1	Loading	LOADING	396.98602	0.004184864	-0.30862271223591053
17175	H1	Loading	LOADING	397.48602	0.0067870845	-0.3059295946397015
17176	H1	Loading	LOADING	397.985	0.006547833	-0.3096465090885886
17177	H1	Loading	LOADING	398.5	0.009001944	-0.304791373632861
17178	H1	Loading	LOADING	398.99902	0.0050586234	-0.3118235263638326
17179	H1	Loading	LOADING	399.498	0.0058369753	-0.31099245414511645
17180	H1	Loading	LOADING	399.997	0.008665769	-0.3084422819912561
17181	H1	Loading	LOADING	400.496	0.0017021683	-0.3139543907847383
17182	H1	Loading	LOADING	400.996	0.009302548	-0.3059790976941713
17183	H1	Loading	LOADING	401.495	0.0037806253	-0.3154262248091527
17184	H1	Loading	LOADING	401.99402	0.0063321264	-0.3137757372707256
17185	H1	Loading	LOADING	402.49298	0.008312111	-0.31163407532872045
17186	H1	Loading	LOADING	402.992	0.0041358923	-0.31824329585210764
17187	H1	Loading	LOADING	403.492	0.009804223	-0.3082249289974698
17188	H1	Loading	LOADING	403.991	0.0060727885	-0.31594567230345094
17189	H1	Loading	LOADING	404.49	0.008996365	-0.31025208948553884
17190	H1	Loading	LOADING	404.989	0.008913836	-0.31408553799988115
17191	H1	Loading	LOADING	405.488	0.005835081	-0.3150403713472315
17192	H1	Loading	LOADING	405.988	0.005928746	-0.3185598803348967
17193	H1	Loading	LOADING	406.487	0.006825786	-0.3180857351645955
17194	H1	Loading	LOADING	406.98602	0.006628681	-0.3155395961031445
17195	H1	Loading	LOADING	407.50098	0.010195877	-0.3142085573300847
17196	H1	Loading	LOADING	407.984	0.006496817	-0.3191559477374085
17197	H1	Loading	LOADING	408.49902	0.009476105	-0.31492523054034793
17198	H1	Loading	LOADING	408.998	0.0034834768	-0.32168988763728523
17199	H1	Loading	LOADING	409.498	0.006810286	-0.3210159320980438
17200	H1	Loading	LOADING	409.997	0.0060183443	-0.31868095459790313
17201	H1	Loading	LOADING	410.49603	0.004944915	-0.32404994169623935
17202	H1	Loading	LOADING	410.995	0.007879504	-0.3194583733230957
17203	H1	Loading	LOADING	411.49402	0.007946526	-0.3215606924742588
17204	H1	Loading	LOADING	411.99402	0.007353513	-0.319037693519158
17205	H1	Loading	LOADING	412.49298	0.0058942847	-0.32552484186740005
17206	H1	Loading	LOADING	412.992	0.0038701782	-0.32694622614794755
17207	H1	Loading	LOADING	413.49103	0.010242083	-0.3205673177391418
17208	H1	Loading	LOADING	413.99	0.0051936535	-0.32962672269345605
17209	H1	Loading	LOADING	414.49	0.006027004	-0.32630508669094527
17210	H1	Loading	LOADING	414.989	0.011323051	-0.322670162156237
17211	H1	Loading	LOADING	415.48798	0.00600985	-0.32396401275323117
17212	H1	Loading	LOADING	415.987	0.0070785526	-0.3271411279812583
17213	H1	Loading	LOADING	416.48602	0.006844791	-0.3309273859150835
17214	H1	Loading	LOADING	417.00098	0.006688529	-0.32647674527393067
17215	H1	Loading	LOADING	417.485	0.009370193	-0.3251255466267594
17216	H1	Loading	LOADING	417.99902	0.0053342413	-0.33281192506105983
17217	H1	Loading	LOADING	418.49902	0.009894177	-0.3243626667782792
17218	H1	Loading	LOADING	418.998	0.0064161606	-0.331382868312312
17219	H1	Loading	LOADING	419.497	0.007737374	-0.328561346478773
17220	H1	Loading	LOADING	419.99603	0.008955304	-0.32919497551770294
17221	H1	Loading	LOADING	420.495	0.0041906643	-0.3352770562879869
17222	H1	Loading	LOADING	420.995	0.009373848	-0.32972617118061864
17223	H1	Loading	LOADING	421.49402	0.0065646195	-0.33402682744340384
17224	H1	Loading	LOADING	421.99298	0.007476453	-0.330180865678949
17225	H1	Loading	LOADING	422.492	0.010400781	-0.3303480515852698
17226	H1	Loading	LOADING	422.99103	0.0075508575	-0.333988005261881
17227	H1	Loading	LOADING	423.49103	0.009576794	-0.33033665033431137
17228	H1	Loading	LOADING	423.99	0.0059062704	-0.3344114720486232
17229	H1	Loading	LOADING	424.489	0.0075612715	-0.3343647233806678
17230	H1	Loading	LOADING	424.98798	0.0075582555	-0.33539937666059816
17231	H1	Loading	LOADING	425.487	0.005947443	-0.3396658440716692
17232	H1	Loading	LOADING	425.987	0.007366917	-0.3347992845475801
17233	H1	Loading	LOADING	426.48602	0.0075763147	-0.3376698973253497
17234	H1	Loading	LOADING	427.00098	0.0043750973	-0.3385700774043926
17235	H1	Loading	LOADING	427.484	0.009620197	-0.3379700570032128
17236	H1	Loading	LOADING	427.99902	0.004229351	-0.3411303483545908
17237	H1	Loading	LOADING	428.498	0.010074805	-0.3355738580823072
17238	H1	Loading	LOADING	428.997	0.0050812415	-0.3397198728881904
17239	H1	Loading	LOADING	429.497	0.0038084418	-0.34349296820723796
17240	H1	Loading	LOADING	429.99603	0.004937805	-0.34119219515846455
17241	H1	Loading	LOADING	430.495	0.00671892	-0.34237959977613175
17242	H1	Loading	LOADING	430.99402	0.009990348	-0.3400681051090487
17243	H1	Loading	LOADING	431.49298	0.008776634	-0.3433750443756708
17244	H1	Loading	LOADING	431.99298	0.00606477	-0.341756005272282
17245	H1	Loading	LOADING	432.492	0.007329465	-0.3389656101018318
17246	H1	Loading	LOADING	432.99103	0.008209733	-0.3461876096800097
17247	H1	Loading	LOADING	433.49	0.0051869163	-0.34813766224683607
17248	H1	Loading	LOADING	433.989	0.0057897214	-0.34833397666366184
17249	H1	Loading	LOADING	434.489	0.0055655865	-0.34811846768857324
17250	H1	Loading	LOADING	434.98798	0.008045095	-0.34783965206147516
17251	H1	Loading	LOADING	435.487	0.0038125687	-0.348153172958655
17252	H1	Loading	LOADING	435.98602	0.0056734453	-0.3504500779919454
17253	H1	Loading	LOADING	436.485	0.007088142	-0.3481512656100222
17254	H1	Loading	LOADING	436.985	0.008455238	-0.34632226309181535
17255	H1	Loading	LOADING	437.49902	0.010023189	-0.34486577330530965
17256	H1	Loading	LOADING	437.99902	0.0061182436	-0.35063434714825237
17257	H1	Loading	LOADING	438.498	0.0070122443	-0.3485279283151158
17258	H1	Loading	LOADING	438.997	0.0066387113	-0.3524345862344035
17259	H1	Loading	LOADING	439.49603	0.0069395984	-0.35163409306110227
17260	H1	Loading	LOADING	439.995	0.009455851	-0.34922894319893205
17261	H1	Loading	LOADING	440.495	0.0023150777	-0.3541571625638881
17262	H1	Loading	LOADING	440.99402	0.004739015	-0.3547413227744528
17263	H1	Loading	LOADING	441.49298	0.008335173	-0.35184653239698493
17264	H1	Loading	LOADING	441.992	0.006518225	-0.3539037764668592
17265	H1	Loading	LOADING	442.49103	0.008263703	-0.3535505435094365
17266	H1	Loading	LOADING	442.99103	0.0063254493	-0.3565516080372163
17267	H1	Loading	LOADING	443.49	0.0070876507	-0.35601986801625574
17268	H1	Loading	LOADING	443.989	0.009724034	-0.35330882991106594
17269	H1	Loading	LOADING	444.48798	0.005443231	-0.3558906917125114
17270	H1	Loading	LOADING	444.987	0.009709674	-0.35326018786431634
17271	H1	Loading	LOADING	445.48602	0.006588883	-0.3591961953453847
17272	H1	Loading	LOADING	445.98602	0.0079447795	-0.3547755176797637
17273	H1	Loading	LOADING	446.5	0.0066233375	-0.35769928150252783
17274	H1	Loading	LOADING	446.984	0.0056050904	-0.3573124385103711
17275	H1	Loading	LOADING	447.49902	0.0075551635	-0.35704682251812303
17276	H1	Loading	LOADING	447.998	0.009590778	-0.3569506839513906
17277	H1	Loading	LOADING	448.497	0.0053822976	-0.3605527165010699
17278	H1	Loading	LOADING	448.99603	0.008209962	-0.3610551333651074
17279	H1	Loading	LOADING	449.49603	0.0068476168	-0.36217938825861895
17280	H1	Baseline	BASELINE	449.99603	0.029999323	-0.32307494568080986
17281	H1	Baseline	BASELINE	450.49503	0.030532992	-0.3250283705666789
17282	H1	Baseline	BASELINE	450.99402	0.025998835	-0.3326663798317441
17283	H1	Baseline	BASELINE	451.49304	0.032245655	-0.32389122011513793
17284	H1	Baseline	BASELINE	451.99203	0.02409416	-0.33346565576644027
17285	H1	Baseline	BASELINE	452.49203	0.027367283	-0.3302488899454602
17286	H1	Baseline	BASELINE	452.99103	0.03330524	-0.3237283578738698
17287	H1	Baseline	BASELINE	453.49002	0.026863145	-0.3347725863233336
17288	H1	Baseline	BASELINE	453.98904	0.028469803	-0.3281278158202895
17289	H1	Baseline	BASELINE	454.48804	0.024524394	-0.33540887894482696
17290	H1	Baseline	BASELINE	454.98703	0.03305256	-0.32175927373023117
17291	H1	Baseline	BASELINE	455.48703	0.02960698	-0.32997632535548294
17292	H1	Baseline	BASELINE	456.00104	0.027409408	-0.3315643197521695
17293	H1	Baseline	BASELINE	456.48505	0.03185914	-0.32601264628024185
17294	H1	Baseline	BASELINE	457.00003	0.021350877	-0.3375100786462554
17295	H1	Baseline	BASELINE	457.49902	0.035125066	-0.3235924220308789
17296	H1	Baseline	BASELINE	457.99805	0.024228523	-0.3361853430643805
17297	H1	Baseline	BASELINE	458.49704	0.025638957	-0.33577361466736877
17298	H1	Baseline	BASELINE	458.99704	0.028185464	-0.33030159162731254
17299	H1	Baseline	BASELINE	459.49603	0.023871737	-0.33609369347245777
17300	H1	Baseline	BASELINE	459.99503	0.032105997	-0.32503241436929786
17301	H1	Baseline	BASELINE	460.49402	0.025932448	-0.3349934811368712
17302	H1	Baseline	BASELINE	460.99304	0.024868757	-0.33596430855245674
17303	H1	Baseline	BASELINE	461.53802	0.03333297	-0.3256553015336522
17304	H1	Baseline	BASELINE	461.99203	0.023392042	-0.33647131497414196
17305	H1	Baseline	BASELINE	462.49103	0.026495038	-0.3359872880056628
17306	H1	Baseline	BASELINE	462.99002	0.029630985	-0.33188601347060287
17307	H1	Baseline	BASELINE	463.48904	0.023118535	-0.34093073705585086
17308	H1	Baseline	BASELINE	463.98904	0.028262053	-0.33237580718846405
17309	H1	Baseline	BASELINE	464.48804	0.021628937	-0.34236552888901317
17310	H1	Baseline	BASELINE	464.98703	0.02917833	-0.33250353435428226
17311	H1	Baseline	BASELINE	465.48602	0.023279622	-0.3375098718926438
17312	H1	Baseline	BASELINE	466.00104	0.026947768	-0.3356143082156905
17313	H1	Baseline	BASELINE	466.50003	0.030729499	-0.3267972967252263
17314	H1	Baseline	BASELINE	466.99902	0.020235414	-0.3427040199414023
17315	H1	Baseline	BASELINE	467.49902	0.027187329	-0.3321586898192891
17316	H1	Baseline	BASELINE	467.99805	0.027858006	-0.33434691975267017
17317	H1	Baseline	BASELINE	468.49704	0.020531056	-0.3392178001478442
17318	H1	Baseline	BASELINE	468.99603	0.027277574	-0.33171528714151466
17319	H1	Baseline	BASELINE	469.49503	0.02223323	-0.34137312086672866
17320	H1	Baseline	BASELINE	469.99503	0.031214183	-0.3287955629304179
17321	H1	Baseline	BASELINE	470.49402	0.023958512	-0.3364858417436608
17322	H1	Baseline	BASELINE	470.99304	0.02341227	-0.34011334503443325
17323	H1	Baseline	BASELINE	471.49203	0.028495157	-0.3330254475250968
17324	H1	Baseline	BASELINE	471.99103	0.0231442	-0.3380492641255387
17325	H1	Baseline	BASELINE	472.49103	0.023986716	-0.33735358478875244
17326	H1	Baseline	BASELINE	472.99002	0.024249287	-0.3375264848247298
17327	H1	Baseline	BASELINE	473.48904	0.02374461	-0.3382430276498326
17328	H1	Baseline	BASELINE	473.98804	0.02906198	-0.33165980266780937
17329	H1	Baseline	BASELINE	474.48703	0.021507164	-0.3420457499697932
17330	H1	Baseline	BASELINE	474.98703	0.027576992	-0.3333947132006415
17331	H1	Baseline	BASELINE	475.50104	0.025749234	-0.33528186703474605
17332	H1	Baseline	BASELINE	475.98505	0.019676965	-0.34029946240038955
17333	H1	Baseline	BASELINE	476.50003	0.02715408	-0.33633753048629844
17334	H1	Baseline	BASELINE	476.99902	0.022255443	-0.34117116915435874
17335	H1	Baseline	BASELINE	477.49805	0.022991545	-0.3368605165407189
17336	H1	Baseline	BASELINE	477.99704	0.029738134	-0.33323569173367107
17337	H1	Baseline	BASELINE	478.49704	0.019986575	-0.34327743525059307
17338	H1	Baseline	BASELINE	478.99603	0.025079368	-0.33875947023184383
17339	H1	Baseline	BASELINE	479.49503	0.025680305	-0.3371256137862929
17340	H1	Baseline	BASELINE	479.99402	0.019817023	-0.34227858806402767
17341	H1	Baseline	BASELINE	480.49304	0.025884643	-0.33258065717668617
17342	H1	Baseline	BASELINE	480.99304	0.02323236	-0.340047476314021
17343	H1	Baseline	BASELINE	481.53403	0.024613852	-0.3380222837105521
17344	H1	Baseline	BASELINE	482.00604	0.02410494	-0.34016856501252735
17345	H1	Baseline	BASELINE	482.49002	0.019096794	-0.34497310171277606
17346	H1	Baseline	BASELINE	482.98904	0.030357527	-0.33292284557969654
17347	H1	Baseline	BASELINE	483.48804	0.021199789	-0.3399816057309636
17348	H1	Baseline	BASELINE	484.00302	0.021937778	-0.34210568244011486
17349	H1	Baseline	BASELINE	484.48703	0.027051404	-0.33765462177248085
17350	H1	Baseline	BASELINE	484.98602	0.021496141	-0.34307482043655
17351	H1	Baseline	BASELINE	485.50104	0.026185708	-0.33770239303262317
17352	H1	Baseline	BASELINE	486.00003	0.018674208	-0.3444646331146487
17353	H1	Baseline	BASELINE	486.49902	0.026590526	-0.33614640074224555
17354	H1	Baseline	BASELINE	486.99805	0.021356255	-0.3413584692999848
17355	H1	Baseline	BASELINE	487.49805	0.020385658	-0.3423167573884257
17356	H1	Baseline	BASELINE	487.99704	0.02829036	-0.3323822798803576
17357	H1	Baseline	BASELINE	488.49603	0.020124687	-0.3431930276230105
17358	H1	Baseline	BASELINE	488.99503	0.020180535	-0.3430119803771504
17359	H1	Baseline	BASELINE	489.49402	0.022750305	-0.33640521714837635
17360	H1	Baseline	BASELINE	489.99402	0.022843596	-0.34096165510268295
17361	H1	Baseline	BASELINE	490.49304	0.026856573	-0.3358572865501174
17362	H1	Baseline	BASELINE	490.99203	0.016042754	-0.34710145132989967
17363	H1	Baseline	BASELINE	491.49103	0.0268886	-0.3375084953978785
17364	H1	Baseline	BASELINE	491.99002	0.026131583	-0.3385902377441653
17365	H1	Baseline	BASELINE	492.49002	0.021245709	-0.3426254051402339
17366	H1	Baseline	BASELINE	492.98904	0.030570779	-0.33209438385815704
17367	H1	Baseline	BASELINE	493.48804	0.021571828	-0.34185642326624477
17368	H1	Baseline	BASELINE	494.00302	0.02259448	-0.3404391589239367
17369	H1	Baseline	BASELINE	494.48602	0.024716686	-0.33916840466113174
17370	H1	Baseline	BASELINE	495.00104	0.020675395	-0.34316687049717987
17371	H1	Baseline	BASELINE	495.50003	0.025257856	-0.33368317919225776
17372	H1	Baseline	BASELINE	496.00003	0.022687433	-0.3416091086939105
17373	H1	Baseline	BASELINE	496.49902	0.024049228	-0.3417952763512858
17374	H1	Baseline	BASELINE	496.99805	0.028791599	-0.3328685699626931
17375	H1	Baseline	BASELINE	497.49704	0.019988235	-0.34516992183775985
17376	H1	Baseline	BASELINE	497.99603	0.029385695	-0.33425632814319217
17377	H1	Baseline	BASELINE	498.49603	0.021057313	-0.34298441881687725
17378	H1	Baseline	BASELINE	498.99503	0.020899773	-0.34242557125539863
17379	H1	Baseline	BASELINE	499.49402	0.027215878	-0.3373174736872443
17380	H1	Baseline	BASELINE	499.99304	0.020493956	-0.3434757436290511
17381	H1	Baseline	BASELINE	500.49203	0.022678459	-0.3396257082596549
17382	H1	Baseline	BASELINE	500.99203	0.023796419	-0.3413782487288245
17383	H1	Baseline	BASELINE	501.54602	0.020097628	-0.34363874929399574
17384	H1	Baseline	BASELINE	502.00504	0.024829032	-0.33653716693074787
17385	H1	Baseline	BASELINE	502.48904	0.017041946	-0.3492994228974112
17386	H1	Baseline	BASELINE	502.98804	0.029533062	-0.3355385488495358
17387	H1	Baseline	BASELINE	503.48804	0.021798467	-0.3429576563313731
17388	H1	Baseline	BASELINE	503.98703	0.019635694	-0.3448553080335387
17389	H1	Baseline	BASELINE	504.48602	0.027916778	-0.33496451141686523
17390	H1	Baseline	BASELINE	505.00104	0.019008264	-0.3459426178261765
17391	H1	Baseline	BASELINE	505.50003	0.026055448	-0.3378230868503579
17392	H1	Baseline	BASELINE	505.99902	0.022443706	-0.33996587196738803
17393	H1	Baseline	BASELINE	506.49805	0.025768774	-0.33844646761567676
17394	H1	Baseline	BASELINE	506.99805	0.023821618	-0.33903421970458114
17395	H1	Baseline	BASELINE	507.49704	0.020278841	-0.3433876200243958
17396	H1	Baseline	BASELINE	507.99603	0.029495806	-0.332144634298993
17397	H1	Baseline	BASELINE	508.49503	0.0231808	-0.336562543608261
17398	H1	Baseline	BASELINE	508.99402	0.021068152	-0.3460031649693974
17399	H1	Baseline	BASELINE	509.49304	0.02704645	-0.33502791213245475
17400	H1	Baseline	BASELINE	509.99304	0.02141945	-0.3396454169079789
17401	H1	Baseline	BASELINE	510.49203	0.02278675	-0.34288123572619045
17402	H1	Baseline	BASELINE	510.99103	0.024517115	-0.33944203468413436
17403	H1	Baseline	BASELINE	511.49002	0.023003416	-0.3412559027448424
17404	H1	Baseline	BASELINE	511.98904	0.027300704	-0.33614110710473144
17405	H1	Baseline	BASELINE	512.489	0.018863834	-0.34530867027492607
17406	H1	Baseline	BASELINE	512.98804	0.02941082	-0.33294716986270034
17407	H1	Baseline	BASELINE	513.50305	0.022741247	-0.34007644417138183
17408	H1	Baseline	BASELINE	513.986	0.020681798	-0.344120131306363
17409	H1	Baseline	BASELINE	514.50104	0.0285527	-0.33504894139618957
17410	H1	Baseline	BASELINE	515.0	0.01936529	-0.34581891397388065
17411	H1	Baseline	BASELINE	515.499	0.024312153	-0.3401668681427964
17412	H1	Baseline	BASELINE	515.999	0.026318852	-0.3381946510300168
17413	H1	Baseline	BASELINE	516.49805	0.022154348	-0.3438573772683867
17414	H1	Baseline	BASELINE	516.997	0.02546247	-0.34147449905426586
17415	H1	Baseline	BASELINE	517.49603	0.01940431	-0.3442566371187695
17416	H1	Baseline	BASELINE	517.99506	0.029178316	-0.33509247700126255
17417	H1	Baseline	BASELINE	518.49506	0.027657058	-0.33427463980765426
17418	H1	Baseline	BASELINE	518.994	0.017944513	-0.3467418434694537
17419	H1	Baseline	BASELINE	519.49304	0.031206284	-0.33287639679761016
17420	H1	Baseline	BASELINE	519.99207	0.02342336	-0.3415479953065642
17421	H1	Baseline	BASELINE	520.491	0.017627353	-0.3452534596100577
17422	H1	Baseline	BASELINE	520.991	0.025261223	-0.34006859498472297
17423	H1	Baseline	BASELINE	521.49005	0.020152539	-0.3441510661170014
17424	H1	Baseline	BASELINE	521.989	0.024175381	-0.3398427175954112
17425	H1	Baseline	BASELINE	522.48804	0.02089602	-0.3410475994125136
17426	H1	Baseline	BASELINE	522.98706	0.02164916	-0.3464866666719445
17427	H1	Baseline	BASELINE	523.48706	0.029281503	-0.3339985119775065
17428	H1	Baseline	BASELINE	523.986	0.018331997	-0.34637417780609214
17429	H1	Baseline	BASELINE	524.48505	0.023447575	-0.3383116866126784
17430	H1	Baseline	BASELINE	525.0	0.023446325	-0.34022636475415313
17431	H1	Baseline	BASELINE	525.499	0.021500424	-0.34594357150049293
17432	H1	Baseline	BASELINE	525.99805	0.02787575	-0.3394534173086413
17433	H1	Baseline	BASELINE	526.497	0.019788578	-0.3460110439583787
17434	H1	Baseline	BASELINE	526.997	0.023549447	-0.3399380813017615
17435	H1	Baseline	BASELINE	527.49603	0.022670103	-0.34125748599321926
17436	H1	Baseline	BASELINE	527.99506	0.019815257	-0.3484355467036494
17437	H1	Baseline	BASELINE	528.494	0.026929086	-0.33468894238026226
17438	H1	Baseline	BASELINE	528.99304	0.016724471	-0.3505474156364926
17439	H1	Baseline	BASELINE	529.49304	0.028472805	-0.3367965141907462
17440	H1	Baseline	BASELINE	529.99207	0.022842258	-0.3415737910792359
17441	H1	Baseline	BASELINE	530.491	0.020345122	-0.34468023615331733
17442	H1	Baseline	BASELINE	530.99005	0.026647707	-0.33715840751679027
17443	H1	Baseline	BASELINE	531.489	0.018015416	-0.34834121117742145
17444	H1	Baseline	BASELINE	531.98804	0.029074203	-0.3346777609214314
17445	H1	Baseline	BASELINE	532.48804	0.020865815	-0.34629318068177783
17446	H1	Baseline	BASELINE	532.98706	0.021667847	-0.34528047541530216
17447	H1	Baseline	BASELINE	533.502	0.02626428	-0.3388626440093049
17448	H1	Baseline	BASELINE	534.00104	0.019778535	-0.34633204477281654
17449	H1	Baseline	BASELINE	534.5	0.029559864	-0.3366494807079562
17450	H1	Baseline	BASELINE	534.999	0.021929327	-0.3433590954765805
17451	H1	Baseline	BASELINE	535.49805	0.018985929	-0.34619726190717304
17452	H1	Baseline	BASELINE	535.99805	0.029329373	-0.336045953877283
17453	H1	Baseline	BASELINE	536.497	0.020788455	-0.34390818277747714
17454	H1	Baseline	BASELINE	536.99603	0.024046335	-0.34058119120450103
17455	H1	Baseline	BASELINE	537.49506	0.024591364	-0.3413654951974877
17456	H1	Baseline	BASELINE	537.994	0.021137426	-0.34604395131023014
17457	H1	Baseline	BASELINE	538.494	0.029657887	-0.3362524802461394
17458	H1	Baseline	BASELINE	538.99304	0.018594481	-0.34634698318691337
17459	H1	Baseline	BASELINE	539.49207	0.026264336	-0.34044670077414596
17460	H1	Baseline	BASELINE	539.991	0.027569655	-0.3375956839546689
17461	H1	Baseline	BASELINE	540.49005	0.02234764	-0.3454490950927266
17462	H1	Baseline	BASELINE	540.99005	0.026165348	-0.3393942168578633
17463	H1	Baseline	BASELINE	541.489	0.023613561	-0.34243157269806945
17464	H1	Baseline	BASELINE	541.98804	0.026311617	-0.3388362577781209
17465	H1	Baseline	BASELINE	542.48706	0.021693531	-0.34442390265317047
17466	H1	Baseline	BASELINE	542.986	0.024804717	-0.3430079626515635
17467	H1	Baseline	BASELINE	543.486	0.02733144	-0.3389559867456683
17468	H1	Baseline	BASELINE	544.0	0.018452907	-0.34856747785956943
17469	H1	Baseline	BASELINE	544.5	0.026650805	-0.3374994969591626
17470	H1	Baseline	BASELINE	544.999	0.020808533	-0.3427339507863053
17471	H1	Baseline	BASELINE	545.49805	0.022037633	-0.34229547666759574
17472	H1	Baseline	BASELINE	545.997	0.028139235	-0.34028695473821247
17473	H1	Baseline	BASELINE	546.49603	0.02110482	-0.3420102684423455
17474	H1	Baseline	BASELINE	546.99603	0.02557536	-0.33958655173332775
17475	H1	Baseline	BASELINE	547.49506	0.02076133	-0.3441423452124127
17476	H1	Baseline	BASELINE	547.994	0.021726329	-0.3459729826673993
17477	H1	Baseline	BASELINE	548.49304	0.026714103	-0.339327573277069
17478	H1	Baseline	BASELINE	548.99207	0.018563006	-0.34803329171986663
17479	H1	Baseline	BASELINE	549.49207	0.026576549	-0.3414083881899842
17480	H1	Baseline	BASELINE	549.991	0.022547957	-0.3438232144937047
17481	H1	Baseline	BASELINE	550.49005	0.021749327	-0.3454482326880225
17482	H1	Baseline	BASELINE	550.989	0.028015876	-0.3361495057717093
17483	H1	Baseline	BASELINE	551.48804	0.021033252	-0.34802608887107456
17484	H1	Baseline	BASELINE	551.98804	0.028564613	-0.33500853689761245
17485	H1	Baseline	BASELINE	552.502	0.022654187	-0.34488627823443496
17486	H1	Baseline	BASELINE	553.002	0.025175925	-0.3407510420903691
17487	H1	Baseline	BASELINE	553.50104	0.029197525	-0.3365861228332051
17488	H1	Baseline	BASELINE	554.0	0.01938609	-0.3445570557043084
17489	H1	Baseline	BASELINE	554.499	0.027100326	-0.34206254730374896
17490	H1	Baseline	BASELINE	554.99805	0.027401306	-0.33753103899211967
17491	H1	Baseline	BASELINE	555.497	0.018773291	-0.35118476810307586
17492	H1	Baseline	BASELINE	555.997	0.030050451	-0.33527510563285434
17493	H1	Baseline	BASELINE	556.49603	0.021670073	-0.3448575897738465
17494	H1	Baseline	BASELINE	556.99506	0.025755068	-0.3421924668029078
17495	H1	Baseline	BASELINE	557.494	0.024242552	-0.34063552270085895
17496	H1	Baseline	BASELINE	557.99304	0.018573906	-0.3466382524594792
17497	H1	Baseline	BASELINE	558.49304	0.027975874	-0.33843851039559925
17498	H1	Baseline	BASELINE	558.99207	0.016280457	-0.34840652482957923
17499	H1	Baseline	BASELINE	559.491	0.028615959	-0.3384479372426995
17500	H1	Baseline	BASELINE	559.99005	0.02261359	-0.34119893188030803
17501	H1	Baseline	BASELINE	560.489	0.021833478	-0.3457243921831378
17502	H1	Baseline	BASELINE	560.989	0.025081718	-0.34092863599212253
17503	H1	Baseline	BASELINE	561.48804	0.019292185	-0.344602621592594
17504	H1	Baseline	BASELINE	562.00305	0.025275908	-0.34002020346374595
17505	H1	Baseline	BASELINE	562.486	0.018389026	-0.34879559973628604
17506	H1	Baseline	BASELINE	562.98505	0.024706876	-0.341449986644102
17507	H1	Baseline	BASELINE	563.5	0.027415548	-0.3392218476757535
17508	H1	Baseline	BASELINE	563.999	0.017765988	-0.3494146740660199
17509	H1	Baseline	BASELINE	564.499	0.027202057	-0.3391933734193572
17510	H1	Baseline	BASELINE	564.99805	0.021821737	-0.3429773314520844
17511	H1	Baseline	BASELINE	565.497	0.021332355	-0.34578089366109455
17512	H1	Baseline	BASELINE	565.99603	0.02732873	-0.33723490076513374
17513	H1	Baseline	BASELINE	566.49506	0.018191908	-0.34677476944775665
17514	H1	Baseline	BASELINE	566.99506	0.029546538	-0.3378377626314887
17515	H1	Baseline	BASELINE	567.494	0.022251535	-0.3421863293871411
17516	H1	Baseline	BASELINE	567.99304	0.024235	-0.3424354451373347
